length(m),height(cm),condition,color_type,X1,X2,breed_category,pet_category
0.67,15.875168,3.0,Yellow,0,1,2.0,category0
0.55,23.890871,2.0,Buff,13,9,0.0,category0
0.55,16.115295,2.0,Blue,13,9,0.0,category0
0.81,8.5975275,2.0,Brown Brindle,0,3,1.0,category0
0.6935968,42.995667,2.0,White,0,3,0.0,category0
0.69,9.578165,3.0,Tricolor,13,9,2.0,category0
0.49,5.755678,3.0,Black,18,4,2.0,category0
0.48,45.23376,3.0,Gray,18,4,2.0,category0
0.7,21.66609,2.0,Brown,0,3,0.0,category0
0.87,16.634554,3.0,White,0,1,2.0,category0
0.71,42.38491,3.0,Blue,0,1,2.0,category0
0.97,40.860474,2.0,White,0,3,0.0,category0
0.69,24.679932,3.0,Tricolor,11,4,2.0,category0
0.69,6.337487,3.0,Yellow,7,1,2.0,category0
0.47,23.414875,2.0,Black,18,4,0.0,category0
0.39,39.605785,3.0,Red,0,1,2.0,category0
0.61,32.62394,2.0,Black,9,2,0.0,category0
0.85,36.06812,2.0,Blue,0,3,0.0,category0
0.77,21.397236,2.0,Blue,7,1,0.0,category0
0.13,36.364487,3.0,Black,0,1,2.0,category0
0.59596133,10.098641,2.0,White,13,9,1.0,category0
0.53,9.80612,3.0,Green,0,1,2.0,category0
0.5,30.408358,3.0,Gray,0,1,2.0,category0
0.83,32.6586,3.0,Brown,11,4,2.0,category0
0.82,42.413162,2.0,White,0,3,0.0,category0
0.97,23.502283,2.0,Black,0,1,0.0,category0
0.64,26.693533,3.0,Gray,18,4,2.0,category0
0.026358198,40.233776,3.0,Gray,18,4,2.0,category0
0.52,10.539336,2.0,Brown,13,9,1.0,category0
0.01,23.021282,2.0,Black,0,1,0.0,category0
0.85,25.412048,2.0,Black,0,1,0.0,category0
0.02,16.674423,3.0,Gray,18,4,2.0,category0
0.53737396,21.643566,2.0,White,13,9,1.0,category0
0.0767562,40.77874,3.0,Gray,18,4,2.0,category0
0.6542515,21.039623,2.0,White,13,9,1.0,category0
0.67634064,31.158419,3.0,Red,0,1,2.0,category0
0.78795666,25.286953,3.0,Black,18,4,2.0,category0
0.59,18.001268,3.0,Red,7,1,2.0,category0
0.21,7.881276,2.0,Tricolor,18,4,1.0,category0
0.85,10.611269,2.0,Black,0,1,0.0,category0
0.73,47.09612,2.0,White,0,3,0.0,category0
0.7291959,29.375723,3.0,Gray,18,4,2.0,category0
0.4,20.211967,3.0,Gray,18,4,2.0,category0
0.83,22.881887,2.0,Black,0,1,0.0,category0
0.83,23.811195,3.0,Black,18,4,2.0,category0
0.20751403,35.61916,3.0,Yellow,0,1,2.0,category0
0.21,33.281796,3.0,Blue,0,1,2.0,category0
0.96,37.708946,3.0,Blue,18,4,2.0,category0
0.56,30.685839,3.0,Tricolor,0,1,2.0,category0
0.6,43.659653,2.0,White,0,3,0.0,category0
0.97,25.620077,3.0,Brown,18,4,2.0,category0
0.96675956,31.769852,3.0,Gray,0,1,2.0,category0
0.6,43.015373,3.0,Gray,18,4,2.0,category0
0.48,16.553736,3.0,White,0,1,2.0,category0
0.88,44.800243,2.0,White,0,3,0.0,category0
0.8,14.772236,2.0,Red,0,1,0.0,category0
0.94,43.394188,2.0,White,0,3,0.0,category0
0.89817864,34.59776,3.0,Red,0,7,2.0,category0
0.53456587,8.026712,2.0,Red,0,1,0.0,category0
0.54,11.334741,3.0,Gray,18,4,2.0,category0
0.97,30.445978,2.0,Green,9,2,0.0,category0
0.95,16.380081,3.0,Red,7,1,2.0,category0
0.45,10.480609,2.0,Cream,13,9,1.0,category0
0.92,29.635206,2.0,Red,0,1,0.0,category0
0.72,44.458317,2.0,White,0,3,0.0,category0
0.87,28.679401,3.0,Yellow,0,7,2.0,category0
0.56,17.471094,2.0,Brown,7,1,1.0,category0
0.76,17.950222,2.0,Yellow,7,1,1.0,category0
0.9,34.260723,3.0,Gray,0,1,2.0,category0
0.38,13.881343,3.0,Gray,18,4,2.0,category0
0.1595953,45.538292,3.0,Yellow,18,4,2.0,category0
0.08503976,9.489551,2.0,Black,0,1,0.0,category0
0.96,28.943485,3.0,Black,7,1,2.0,category0
0.49,19.69915,3.0,Brown Brindle,0,7,2.0,category0
0.44,41.8508,3.0,Red,7,1,2.0,category0
0.57,27.413193,2.0,Brown,0,3,0.0,category0
0.34,31.31091,3.0,Tricolor,0,1,2.0,category0
0.94,21.39848,2.0,Black,0,1,0.0,category0
0.63,22.699781,3.0,Gray,13,9,2.0,category0
0.14,14.109964,2.0,White,0,3,0.0,category0
0.87,27.013721,2.0,Black,0,1,0.0,category0
0.6,5.8825707,3.0,Gray,7,1,2.0,category0
0.84,26.14508,3.0,Gray,18,4,2.0,category0
0.6,14.677105,2.0,Black,15,1,0.0,category0
0.38,38.54991,3.0,White,7,1,2.0,category0
0.68223697,12.179499,3.0,Gray,18,4,2.0,category0
0.15828528,8.595179,2.0,Green,13,9,0.0,category0
0.4,38.627502,2.0,Black,18,4,1.0,category0
0.85,31.551699,2.0,Black,0,1,0.0,category0
0.71,30.041668,3.0,Gray,0,1,2.0,category0
0.42,9.278121,3.0,Gray,0,4,2.0,category0
0.55,36.477695,2.0,White,0,3,0.0,category0
0.31,25.81473,3.0,Gray,18,4,2.0,category0
0.56,45.343384,3.0,Red,18,4,2.0,category0
0.6451767,10.110824,2.0,White,13,9,1.0,category0
0.5611413,11.182342,2.0,Black,0,3,0.0,category0
0.35,6.134549,2.0,Gray,13,9,1.0,category0
0.96,38.06902,3.0,Blue,18,4,2.0,category0
0.72,29.82695,2.0,Red,7,1,0.0,category0
0.63,38.149532,3.0,Buff,0,1,2.0,category0
0.86228913,39.3453,3.0,Yellow,0,1,2.0,category0
0.62,21.674347,2.0,Tricolor,7,1,1.0,category0
0.2,25.108603,2.0,Black,0,1,0.0,category0
0.72,21.10004,3.0,White,0,7,2.0,category0
0.94,36.780956,2.0,White,0,3,0.0,category0
0.45,28.75278,3.0,Red,13,9,2.0,category0
0.47,40.291885,3.0,Gray,18,4,2.0,category0
0.9681351,27.046534,2.0,White,0,1,0.0,category0
0.5,20.785997,3.0,Blue,0,3,2.0,category0
0.98,23.961872,2.0,Green,10,1,0.0,category0
0.8,46.58022,3.0,Yellow,0,3,2.0,category0
0.37,34.44844,2.0,Black,18,4,0.0,category0
0.72,34.86537,3.0,Gray,18,4,2.0,category0
0.8,20.846264,3.0,Tricolor,0,1,2.0,category0
0.66,28.436014,3.0,Red,0,1,2.0,category0
0.39,37.021675,2.0,White,0,3,0.0,category0
0.63,29.46329,2.0,Gray,18,4,0.0,category0
0.28,22.629726,3.0,Yellow,0,1,2.0,category0
0.97,44.142796,2.0,White,0,3,0.0,category0
0.25,9.832721,2.0,White,18,4,1.0,category0
0.9074343,45.498764,3.0,Blue,18,4,2.0,category0
0.32,8.231139,3.0,Buff,18,4,2.0,category0
0.08,28.984938,2.0,White,13,9,0.0,category0
0.75,7.1197166,2.0,Black,13,9,1.0,category0
0.3,43.303253,3.0,White,18,4,2.0,category0
0.7190369,21.487019,2.0,Black,0,1,0.0,category0
0.13,19.332039,2.0,White,18,4,0.0,category0
0.98,35.360897,3.0,Black,18,4,2.0,category0
0.94,39.511982,3.0,Red,18,4,2.0,category0
0.93,36.70388,2.0,Green,0,1,0.0,category0
0.58729076,22.008995,3.0,Gray,0,1,2.0,category0
0.56,41.36644,2.0,Black,0,1,0.0,category0
0.67,16.773977,2.0,White,0,1,0.0,category0
0.92,28.128874,3.0,Gray,18,4,2.0,category0
0.98,27.503376,3.0,Gray,18,4,2.0,category0
0.26,15.40124,2.0,Blue,18,4,1.0,category0
0.96,12.843129,2.0,Black,0,1,0.0,category0
0.97,10.572598,3.0,Black,7,1,2.0,category0
0.9843366,7.280945,3.0,Gray,7,1,2.0,category0
0.57,18.121775,2.0,Yellow,13,9,1.0,category0
0.91,37.417713,3.0,Brown,0,1,2.0,category0
0.48,12.293219,3.0,Red,18,4,2.0,category0
0.93,42.07913,2.0,White,0,3,0.0,category0
0.7457269,14.541173,3.0,White,0,7,2.0,category0
0.48,28.950912,3.0,Black,13,9,2.0,category0
0.8,41.430737,2.0,White,0,3,0.0,category0
0.42736852,34.09497,3.0,Blue,11,4,2.0,category0
0.9344117,35.741005,3.0,Yellow,7,1,2.0,category0
0.35,17.96222,2.0,Black,18,4,1.0,category0
0.36451194,20.542013,3.0,Green,0,1,2.0,category0
0.36,25.1951,2.0,Black,0,1,0.0,category0
0.89,26.777372,2.0,Black,0,1,0.0,category0
0.8911038,23.410788,2.0,Black,0,1,0.0,category0
0.41,38.418957,2.0,Blue,7,1,0.0,category0
0.17,7.7905354,1.0,Tricolor,0,1,0.0,category0
0.53,9.309753,3.0,Gray,18,4,2.0,category0
0.71,40.957474,2.0,White,18,4,0.0,category0
0.51442516,42.73729,3.0,Red,18,4,2.0,category0
0.95,29.85634,3.0,Blue,0,3,2.0,category0
0.5448715,41.619198,3.0,Green,0,1,2.0,category0
0.75,8.736004,3.0,Buff,7,1,2.0,category0
0.36,23.378246,3.0,Gray,0,1,2.0,category0
0.81,9.064567,2.0,Red,0,1,0.0,category0
0.49,16.030687,3.0,Green,0,1,2.0,category0
0.62647295,17.206257,3.0,Gray,0,1,2.0,category0
0.81,18.785807,3.0,Yellow,0,1,2.0,category0
0.46313748,37.618225,3.0,Blue,18,4,2.0,category0
0.29,6.2242723,2.0,Red,13,9,1.0,category0
0.97,11.5861225,3.0,Gray,7,1,2.0,category0
0.99,14.966841,3.0,White,0,7,2.0,category0
0.83,11.435561,2.0,White,0,3,0.0,category0
0.5916924,14.791395,3.0,Gray,18,4,2.0,category0
0.88,38.047142,2.0,Red,0,1,0.0,category0
0.6594864,15.452274,3.0,Blue,0,4,2.0,category0
0.58,20.615917,3.0,Black,13,9,2.0,category0
0.65,11.377217,2.0,Red,0,1,0.0,category0
0.45,6.474472,3.0,Gray,18,4,2.0,category0
0.7922022,25.35518,3.0,White,0,1,2.0,category0
0.6,11.796978,2.0,Red,0,1,0.0,category0
0.06,20.794857,3.0,Brown Brindle,18,4,2.0,category0
0.7797624,19.249922,2.0,Red,7,1,0.0,category0
0.56297934,32.701687,3.0,Yellow,0,1,2.0,category0
0.5631875,29.950102,2.0,Black,18,4,0.0,category0
0.82,39.361305,3.0,Black,7,1,2.0,category0
0.4,11.055884,3.0,Brown,0,1,2.0,category0
