age,fnlwgt,education_num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,sex,native-country,salary
43.0,198602.8,13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,Columbia,1
28.0,297851.2,13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,1
38.0,686082.6,11.0,0.0,0.0,45.0,Private,Assoc-voc,Married-civ-spouse,Tech-support,Wife,Black,Female,United-States,1
45.0,145954.86,9.0,0.0,0.0,35.0,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
57.0,96063.34,11.0,0.0,1881.3658,60.0,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
31.0,148693.75,14.0,0.0,0.0,50.0,Private,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
40.0,126700.17,13.0,99999.0,0.0,40.0,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,1
74.0,167641.62,6.0,15024.0,0.0,40.0,Private,10th,Widowed,Transport-moving,Not-in-family,White,Male,nan,1
36.0,237886.94,13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,Black,Female,United-States,1
43.0,133585.27,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,1
43.0,344098.0,6.0,0.0,0.0,40.0,Private,10th,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,1
36.0,342114.2,13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Black,Male,United-States,1
41.0,343989.2,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
28.0,55591.004,10.0,0.0,0.0,55.0,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,1
54.0,59007.844,9.0,0.0,0.0,40.0,Federal-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
29.0,110715.11,13.0,0.0,0.0,55.0,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
37.0,229695.16,13.0,0.0,0.0,37.0,Private,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,1
44.0,225136.83,12.0,0.0,0.0,40.0,Private,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,1
45.0,194960.34,14.0,7688.0,0.0,50.0,Private,Masters,Married-civ-spouse,Farming-fishing,Husband,Black,Male,United-States,1
61.950962,35269.28,9.0,0.0,0.0,40.0,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
49.0,226697.14,13.0,0.0,0.0,50.0,Federal-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,Black,Male,United-States,1
25.0,124769.63,13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
39.0,40374.65,10.0,0.0,0.0,40.0,Private,Some-college,Divorced,Tech-support,Not-in-family,White,Male,United-States,1
61.70295,282921.8,6.0,0.0,0.0,48.0,Private,10th,Married-civ-spouse,Tech-support,Wife,White,Female,United-States,1
57.0,144866.16,11.0,0.0,0.0,40.0,Self-emp-inc,Assoc-voc,Divorced,Exec-managerial,Not-in-family,White,Male,United-States,1
44.0,241969.94,13.0,15024.0,0.0,50.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
49.0,210134.3,13.0,15024.0,0.0,50.0,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
44.0,327217.1,11.0,0.0,0.0,50.0,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
52.0,117772.2,13.0,15024.0,0.0,45.0,Private,Bachelors,Married-civ-spouse,Other-service,Wife,White,Female,United-States,1
29.0,215933.95,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,United-States,1
46.0,128998.72,10.0,15024.0,0.0,63.024776,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
53.0,60353.395,7.0,0.0,0.0,40.0,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,United-States,1
39.0,203767.14,15.0,15024.0,0.0,60.0,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
37.0,191122.02,16.0,0.0,0.0,35.302418,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
45.0,102765.06,13.0,0.0,1902.0,40.0,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,United-States,1
51.0,188759.12,10.0,0.0,0.0,32.0,State-gov,Some-college,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,1
37.0,183322.61,6.0,14904.902,0.0,50.0,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
49.0,384407.84,10.0,0.0,0.0,50.0,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
31.0,377457.62,10.0,0.0,1849.6852,56.0,Private,Some-college,Divorced,Sales,Own-child,White,Female,United-States,1
57.0,210658.77,16.0,0.0,0.0,50.0,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,Iran,1
39.0,112690.9,11.0,0.0,0.0,40.0,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,1
52.0,38693.82,13.0,0.0,0.0,60.0,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
31.0,95812.58,10.0,0.0,0.0,45.0,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
30.0,342455.62,13.0,7688.0,0.0,51.446693,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,1
53.0,184204.97,15.0,0.0,0.0,50.0,Self-emp-not-inc,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,India,1
32.0,181926.62,14.0,0.0,0.0,50.0,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
39.0,234619.98,13.0,99999.0,0.0,50.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
45.0,117959.016,10.0,0.0,0.0,45.0,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,1
67.0,85444.875,9.0,0.0,0.0,20.0,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
45.0,73723.45,10.0,0.0,0.0,40.0,Federal-gov,Some-college,Divorced,Prof-specialty,Unmarried,Black,Male,United-States,1
43.0,215953.22,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,1
47.0,171174.11,10.0,0.0,0.0,40.0,Local-gov,Some-college,Divorced,Prof-specialty,Unmarried,Other,Female,Jamaica,1
40.0,321211.06,14.0,0.0,0.0,40.0,Private,Masters,Separated,Exec-managerial,Unmarried,White,Female,nan,1
58.0,65552.92,13.0,0.0,1977.0,40.0,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
29.0,176224.05,14.0,0.0,0.0,60.0,Private,Masters,Never-married,Prof-specialty,Unmarried,White,Female,United-States,1
49.0,70524.2,14.0,0.0,0.0,60.0,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
49.0,410312.3,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,1
46.0,31527.629,10.0,23711.293,0.0,40.0,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
52.0,87675.24,16.0,0.0,0.0,45.0,Private,Doctorate,Never-married,Prof-specialty,Not-in-family,Black,Female,United-States,1
37.0,356843.2,13.0,0.0,0.0,45.0,nan,Bachelors,Married-civ-spouse,nan,Husband,White,Male,United-States,1
40.0,405221.94,9.0,0.0,0.0,55.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,1
58.0,26761.271,14.0,0.0,0.0,23.384905,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,1
30.0,175968.9,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
31.0,139082.1,13.0,0.0,0.0,18.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
50.0,205013.86,9.0,0.0,0.0,30.0,nan,HS-grad,Married-civ-spouse,nan,Wife,White,Female,United-States,1
40.0,240596.86,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
41.0,181023.34,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
48.0,217548.8,14.0,0.0,0.0,45.0,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,1
51.0,341226.28,9.0,0.0,0.0,60.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
43.0,77135.8,9.0,0.0,0.0,50.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
32.0,82742.95,9.0,0.0,0.0,60.0,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,1
43.0,272886.1,14.0,0.0,0.0,50.0,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
44.0,459283.53,13.0,0.0,0.0,55.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
48.0,162455.39,9.0,2590.8882,0.0,40.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
32.0,173381.77,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,1
43.0,274267.2,13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
35.0,309021.22,12.0,0.0,0.0,50.0,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
44.0,126722.27,9.0,0.0,2061.5586,40.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
26.0,510838.16,10.0,0.0,0.0,45.0,State-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,1
57.0,230955.45,9.0,0.0,0.0,50.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,1
26.0,157112.84,7.0,0.0,0.0,35.0,Private,11th,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,England,1
54.0,23534.344,14.0,0.0,0.0,40.0,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,1
38.0,170110.6,10.0,0.0,0.0,50.0,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
34.0,142241.89,11.0,7688.0,0.0,40.0,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
36.0,341424.5,13.0,0.0,0.0,44.0,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
59.0,73425.97,9.0,0.0,0.0,35.0,State-gov,HS-grad,Widowed,Exec-managerial,Other-relative,White,Female,United-States,1
51.262226,199236.4,11.0,15024.0,0.0,40.0,Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,Black,Female,United-States,1
53.0,190422.31,14.0,0.0,0.0,40.0,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,China,1
38.0,221979.62,13.0,0.0,0.0,40.0,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,1
41.0,201311.61,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
50.0,70877.33,13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,Philippines,1
27.0,38645.46,13.0,0.0,0.0,40.0,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,United-States,1
48.0,129959.83,14.0,86796.234,0.0,55.0,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
63.0,144695.25,13.0,0.0,0.0,30.0,nan,Bachelors,Married-civ-spouse,nan,Husband,White,Male,United-States,1
54.037575,199360.25,10.0,0.0,0.0,40.0,State-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
47.0,144442.62,10.0,0.0,0.0,44.0,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
61.0,190250.9,15.0,15024.0,0.0,48.0,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,nan,1
28.0,268827.97,14.0,7688.0,0.0,40.0,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
51.0,30691.564,9.0,0.0,0.0,40.0,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
50.0,309521.38,9.0,15024.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
35.0,1476679.1,13.0,9910.296,0.0,40.0,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
38.0,228356.66,13.0,15024.0,0.0,50.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
61.0,250550.11,13.0,0.0,0.0,45.0,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,United-States,1
53.0,103186.57,9.0,7688.0,0.0,40.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,1
42.0,334128.12,14.0,0.0,0.0,40.0,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
43.0,304714.53,9.0,0.0,0.0,35.0,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
43.0,154889.31,15.0,0.0,0.0,50.0,Self-emp-not-inc,Prof-school,Divorced,Exec-managerial,Not-in-family,White,Female,Germany,1
34.0,176247.1,10.0,15024.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
53.314724,248832.67,9.0,0.0,0.0,40.0,Federal-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
38.0,177688.92,12.0,0.0,1977.0,40.0,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
47.0,31588.895,9.0,7298.0,0.0,50.0,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
44.0,206253.0,13.0,0.0,0.0,40.0,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,1
67.53155,120126.83,9.0,3325.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,Columbia,1
37.0,246197.33,10.0,0.0,0.0,60.0,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
25.0,227933.2,13.0,0.0,0.0,50.0,Private,Bachelors,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,India,1
25.0,86303.555,9.0,0.0,0.0,50.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
38.0,29757.434,13.0,4876.3374,0.0,37.0,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,1
45.0,188435.6,10.0,0.0,1902.0,48.0,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
60.0,81952.25,15.0,0.0,0.0,40.0,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,United-States,1
52.0,190642.62,15.0,0.0,0.0,45.0,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
50.0,106019.984,13.0,0.0,0.0,50.0,Private,Bachelors,Never-married,Exec-managerial,Unmarried,White,Female,United-States,1
28.0,179560.42,10.0,0.0,0.0,45.0,State-gov,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,1
61.0,140294.97,15.0,15024.0,0.0,70.0,Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
65.2251,166880.6,10.0,9897.926,0.0,40.0,Self-emp-not-inc,Some-college,Divorced,Adm-clerical,Not-in-family,White,Male,United-States,1
45.614433,248927.17,12.0,0.0,0.0,40.0,Federal-gov,Assoc-acdm,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,1
59.264538,331576.5,9.0,0.0,0.0,60.0,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
58.0,151593.11,13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
50.0,303124.03,9.0,0.0,0.0,40.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,Mexico,1
72.0,167961.45,11.0,0.0,0.0,8.0,nan,Assoc-voc,Married-civ-spouse,nan,Husband,White,Male,United-States,1
45.0,119309.48,14.0,0.0,0.0,55.0,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,nan,1
39.0,104348.14,12.0,0.0,0.0,40.0,Local-gov,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
39.0,97569.73,14.0,5178.0,0.0,40.0,Private,Masters,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,1
60.0,250014.11,9.0,0.0,0.0,45.0,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
39.0,217315.83,13.0,0.0,0.0,55.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Other,Male,nan,1
49.0,99398.125,9.0,0.0,0.0,50.0,Private,HS-grad,Divorced,Transport-moving,Unmarried,White,Male,United-States,1
42.0,132570.92,12.0,0.0,0.0,40.0,Private,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,1
48.0,196990.97,9.0,6595.821,0.0,40.0,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,1
42.0,21960.748,12.0,0.0,0.0,40.0,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
49.0,212209.38,16.0,0.0,0.0,40.0,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
26.0,259527.66,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,United-States,1
64.0,57434.066,9.0,0.0,0.0,10.0,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
31.0,155778.16,9.0,4540.087,0.0,40.0,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,United-States,1
62.0,151479.44,15.0,17919.059,0.0,50.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
40.0,32310.762,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
55.0,242886.0,9.0,0.0,0.0,40.0,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
47.0,132782.88,13.0,0.0,0.0,55.0,Self-emp-not-inc,Bachelors,Divorced,Sales,Not-in-family,White,Female,United-States,1
42.0,148941.39,14.0,15024.0,0.0,71.49182,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
55.0,80061.42,9.0,0.0,0.0,30.0,Self-emp-inc,HS-grad,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,United-States,1
49.0,265168.38,15.0,0.0,0.0,40.0,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Black,Male,United-States,1
62.0,214699.88,13.0,0.0,0.0,55.0,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
45.0,110288.266,9.0,0.0,0.0,39.74417,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,Philippines,1
38.0,60983.703,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,1
39.0,116611.52,13.0,0.0,0.0,50.0,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,1
48.0,436975.4,10.0,8008.023,0.0,40.0,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
42.0,35792.22,14.0,0.0,0.0,40.0,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
53.0,106068.87,11.0,15024.0,0.0,50.0,Self-emp-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,1
60.0,221058.25,6.0,0.0,0.0,40.0,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
34.0,174699.22,4.0,0.0,0.0,40.0,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,1
58.0,50245.95,12.0,14551.412,0.0,45.0,Private,Assoc-acdm,Divorced,Craft-repair,Not-in-family,White,Male,United-States,1
50.0,252213.39,13.0,8511.221,0.0,40.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,England,1
35.0,647152.3,15.0,0.0,0.0,45.0,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
53.0,201776.81,11.0,0.0,0.0,40.0,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,1
30.0,209809.67,5.962297,0.0,0.0,40.0,Private,9th,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,1
38.285435,201186.45,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,1
38.0,109319.15,13.0,0.0,0.0,50.0,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
46.0,426653.28,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
