age,fnlwgt,education_num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,sex,native-country,salary
28.0,231249.8,15.0,4386.0,0.0,45.0,Local-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
38.0,60411.395,11.0,0.0,0.0,40.0,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
34.0,189689.47,9.0,0.0,0.0,40.0,Local-gov,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,nan,1
38.0,183326.02,13.0,15024.0,0.0,60.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
50.0,180449.88,13.0,0.0,1902.0,40.0,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
36.0,194847.92,13.0,7298.0,0.0,40.0,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
33.0,111354.16,12.0,4998.544,0.0,60.0,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
28.0,165027.16,13.0,0.0,0.0,45.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
65.0,165629.97,10.0,0.0,0.0,28.0,Private,Some-college,Widowed,Sales,Not-in-family,White,Female,United-States,1
33.0,126522.555,12.0,0.0,0.0,60.0,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
35.0,79521.73,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,1
44.0,150252.73,14.0,0.0,0.0,40.0,Private,Masters,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,1
34.0,188423.47,9.0,15024.0,0.0,40.0,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,Black,Male,United-States,1
43.0,103077.2,13.0,0.0,0.0,45.0,Self-emp-not-inc,Bachelors,Divorced,Sales,Not-in-family,White,Male,United-States,1
35.0,85183.91,14.0,0.0,0.0,50.0,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
48.0,230305.73,10.0,0.0,0.0,36.0,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,Dominican-Republic,1
38.0,39765.977,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,1
42.0,255841.83,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States,1
59.0,189700.97,13.0,0.0,0.0,40.0,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,Black,Male,United-States,1
51.0,224317.36,15.0,0.0,0.0,40.0,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
31.0,469137.38,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
46.486122,339082.1,16.0,0.0,0.0,45.0,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,Germany,1
56.0,122158.03,13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
43.0,177749.94,13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
46.0,376728.28,13.0,0.0,0.0,45.0,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,1
36.0,270119.66,9.0,0.0,0.0,55.24744,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,United-States,1
27.0,170079.78,13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
42.0,147306.81,10.0,7688.0,0.0,50.0,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
38.0,48466.02,15.0,0.0,0.0,60.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
57.0,340535.6,13.0,0.0,0.0,40.0,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,United-States,1
60.0,48053.867,11.0,0.0,0.0,45.0,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
35.0,154644.3,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
42.0,666323.25,10.0,0.0,1885.2914,40.0,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
35.0,250577.16,13.0,7695.964,0.0,50.0,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,United-States,1
43.0,183209.34,14.0,0.0,0.0,40.0,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
32.0,172013.05,15.0,0.0,0.0,60.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
51.0,155095.72,9.0,0.0,0.0,50.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,1
33.53015,117478.164,14.0,0.0,1879.025,60.0,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
66.0,130697.914,9.0,15024.0,0.0,45.0,Self-emp-not-inc,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,1
64.0,28470.941,9.0,0.0,0.0,50.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
35.0,116420.96,13.0,0.0,1902.0,40.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,1
42.0,153462.14,12.0,0.0,0.0,35.0,Local-gov,Assoc-acdm,Divorced,Prof-specialty,Unmarried,Black,Female,United-States,1
45.21051,83911.46,11.0,0.0,0.0,60.0,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
26.0,160347.44,14.0,0.0,0.0,8.0,Private,Masters,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,1
53.0,119629.33,9.0,0.0,0.0,50.0,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,1
27.0,185577.78,10.0,0.0,0.0,50.0,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,Italy,1
36.0,185097.44,9.0,0.0,0.0,45.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
36.0,45692.27,13.0,0.0,0.0,40.0,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
67.529205,122682.664,9.0,5178.0,0.0,35.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
33.0,169795.08,13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
57.0,193484.78,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
44.0,241414.12,10.0,0.0,0.0,45.0,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,1
70.0,197710.14,13.0,99999.0,0.0,20.0,Self-emp-not-inc,Bachelors,Never-married,Sales,Not-in-family,White,Male,United-States,1
34.0,100267.97,4.0,0.0,0.0,40.0,nan,7th-8th,Married-civ-spouse,nan,Husband,Asian-Pac-Islander,Male,China,1
44.0,344187.0,16.0,0.0,0.0,30.0,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
37.0,265039.56,13.0,0.0,0.0,45.0,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,Female,United-States,1
30.0,109373.35,13.0,0.0,1977.0,55.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
49.0,93492.32,14.0,0.0,0.0,55.0,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
32.0,87503.95,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,1
50.0,112915.54,16.0,99999.0,0.0,30.0,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Female,United-States,1
50.0,374074.12,13.0,0.0,1977.0,40.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,1
57.0,151579.53,13.0,0.0,2202.5994,40.0,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
59.0,114208.555,13.0,15024.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
38.324635,198197.67,13.0,4339.9624,0.0,40.0,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,1
67.0,157972.36,13.0,7688.0,0.0,40.0,nan,Bachelors,Married-civ-spouse,nan,Husband,White,Male,United-States,1
38.0,184887.64,13.0,0.0,0.0,45.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
55.0,127595.16,12.0,0.0,0.0,70.707344,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
59.0,164822.0,9.0,99999.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
59.0,185199.48,10.0,15024.0,0.0,40.0,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
33.0,147313.95,10.0,0.0,0.0,32.0,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,1
39.0,428986.4,14.0,6830.2056,0.0,50.0,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
35.0,38423.023,15.0,99999.0,0.0,40.0,Federal-gov,Prof-school,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,Mexico,1
52.0,197387.66,13.0,0.0,0.0,40.0,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
46.0,170496.02,13.0,7688.0,0.0,40.0,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
41.0,216885.7,13.0,7688.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
38.0,281986.34,9.0,0.0,1739.8018,50.0,Local-gov,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
61.0,186230.1,9.0,0.0,1887.0,40.0,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States,1
44.0,162449.83,13.0,0.0,0.0,40.0,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
36.0,87693.56,10.0,0.0,0.0,50.0,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
36.0,296807.94,13.0,0.0,0.0,45.0,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
49.0,205951.11,12.0,0.0,0.0,40.0,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
51.327763,158596.95,15.0,15024.0,0.0,50.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
42.0,155956.7,13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,1
39.0,200111.16,10.0,0.0,0.0,50.0,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,United-States,1
53.0,189147.36,13.0,0.0,0.0,38.0,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,1
50.982895,174743.28,9.0,0.0,0.0,40.0,nan,HS-grad,Married-civ-spouse,nan,Husband,White,Male,United-States,1
52.0,179651.56,10.0,0.0,0.0,50.0,Local-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
51.0,163806.62,9.0,0.0,0.0,40.0,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,1
33.405556,364799.38,13.0,0.0,0.0,45.0,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Black,Male,Philippines,1
29.0,210565.89,13.0,0.0,0.0,45.0,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
41.0,92396.85,13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
38.0,115948.7,13.0,7688.0,0.0,45.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
50.0,243940.92,9.0,0.0,0.0,50.0,Local-gov,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
36.0,315335.16,10.0,0.0,0.0,40.0,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,1
44.0,160864.2,13.0,0.0,0.0,40.0,State-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,1
39.0,218976.95,10.0,0.0,0.0,40.0,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,1
78.19141,98296.55,10.0,0.0,1602.0,35.0,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
43.0,242482.44,13.0,0.0,0.0,45.0,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,1
31.0,117071.37,13.0,0.0,0.0,45.0,State-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,1
61.0,196417.83,9.0,0.0,0.0,40.0,nan,HS-grad,Married-civ-spouse,nan,Wife,Black,Female,United-States,1
32.0,188689.4,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,1
61.0,335273.56,6.0,0.0,0.0,40.0,Private,10th,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,1
50.169907,188406.22,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
52.0,99173.57,16.0,0.0,0.0,50.0,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
60.0,183204.11,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
41.0,360881.94,9.0,7298.0,0.0,50.0,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,1
52.0,243573.69,10.0,0.0,0.0,40.0,Federal-gov,Some-college,Divorced,Adm-clerical,Other-relative,White,Male,United-States,1
46.0,112109.71,14.0,7688.0,0.0,60.0,State-gov,Masters,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,1
30.0,338126.38,13.0,0.0,1902.0,40.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,nan,1
46.46939,256970.11,9.0,0.0,0.0,40.0,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Wife,Black,Female,United-States,1
33.0,373563.84,9.0,0.0,0.0,50.0,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,United-States,1
29.0,63150.31,8.0,0.0,0.0,40.0,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,nan,1
39.0,326984.6,10.0,15024.0,0.0,55.0,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,1
32.804665,52970.227,7.0,7419.557,0.0,55.0,Self-emp-not-inc,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
49.0,108817.47,14.0,0.0,0.0,74.16003,Self-emp-inc,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,1
47.0,36657.086,11.0,0.0,0.0,40.0,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
38.0,88521.88,12.0,0.0,0.0,60.0,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
49.0,162082.81,11.0,7688.0,0.0,40.0,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
46.0,354992.62,10.0,0.0,0.0,45.0,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
38.0,305805.28,9.0,0.0,0.0,40.0,Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,1
45.0,303499.53,13.0,7688.0,0.0,55.0,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
47.0,317533.28,10.0,7688.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,1
47.0,35552.41,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
56.71606,87303.46,16.0,0.0,0.0,40.0,State-gov,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
32.0,120699.445,13.0,0.0,0.0,50.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,Germany,1
42.0,219034.8,10.0,8253.4375,0.0,50.0,Private,Some-college,Never-married,Craft-repair,Not-in-family,Black,Male,United-States,1
24.0,140239.83,14.0,0.0,0.0,50.0,Private,Masters,Married-civ-spouse,Tech-support,Other-relative,White,Male,United-States,1
46.0,142971.56,13.0,0.0,0.0,60.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
41.0,55078.28,11.0,3103.0,0.0,50.0,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,Black,Male,United-States,1
45.0,178719.61,10.0,2869.6145,0.0,50.0,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
31.0,276943.94,9.0,0.0,0.0,40.0,Federal-gov,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,1
52.0,101206.67,13.0,0.0,0.0,37.962944,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
31.0,151882.14,13.0,10042.554,0.0,60.0,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Black,Male,United-States,1
43.0,169802.34,14.0,9604.855,0.0,50.0,Private,Masters,Divorced,Exec-managerial,Unmarried,Black,Female,United-States,1
51.0,78079.22,11.0,9822.297,0.0,40.0,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Wife,White,Female,United-States,1
46.0,458430.56,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,Nicaragua,1
37.0,116652.0,9.0,0.0,1932.4421,50.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
40.0,27576.424,13.0,15024.0,0.0,72.50678,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
41.0,91839.234,10.0,7298.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
31.0,195559.05,13.0,7298.0,0.0,50.0,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
29.0,181813.53,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,1
37.0,379941.5,13.0,0.0,0.0,40.0,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
56.0,262400.47,13.0,7298.0,0.0,35.0,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
43.0,194312.39,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,United-States,1
40.0,201918.17,10.0,0.0,0.0,50.0,Self-emp-not-inc,Some-college,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,1
53.0,231060.44,12.0,0.0,0.0,40.0,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
