Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
25.642097,1108.5259,0.0,0.0,57.107296,1508.43,0.0,0.0066210297,22.553913,0.0,Nov,1,2,7,9,Returning_Visitor,True,True
4.0,95.89029,0.0,0.0,37.0,1073.878,0.0,0.007765664,56.32456,0.0,Nov,2,2,1,2,New_Visitor,False,True
27.0,3398.75,0.0,2549.375,0.0,0.0,0.2,0.2,0.0,0.0,May,1,1,1,2,Returning_Visitor,False,True
0.0,0.0,16.0,2549.375,34.0,0.0,0.0,0.0,361.76373,0.8,Nov,1,2,8,2,Returning_Visitor,False,True
2.0,51.6981,0.0,0.0,16.29108,3006.6719,0.0,0.025,11.969095,0.0,May,2,2,2,2,Returning_Visitor,False,True
4.0,81.52071,2.0,53.933193,100.14753,5148.2056,0.0053196317,0.014974654,85.97062,0.0,Nov,3,2,1,3,Returning_Visitor,False,True
6.0,783.9159,0.0,0.0,22.0,798.75195,0.0,0.004431453,33.066555,0.0,Oct,2,2,3,4,New_Visitor,False,True
0.0,5.0,1.0,225.38913,32.0,895.669,0.0,0.01,27.022924,0.0,May,2,2,7,1,Returning_Visitor,False,True
27.0,3398.75,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,May,1,1,1,3,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,15.992553,3108.0615,0.0,0.019621182,20.649456,0.0,May,2,2,1,4,Returning_Visitor,False,True
2.0,50.532303,0.0,0.0,63.85219,2182.4106,0.0,0.006666667,12.181047,0.0,Dec,3,2,2,1,Returning_Visitor,False,True
5.0,67.28554,1.0,11.991123,64.47488,1353.5162,0.00264711,0.02,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,True
5.996282,169.88971,2.0,59.10497,52.82637,4413.402,0.0,0.020876301,27.284649,0.0,Dec,2,10,3,1,Returning_Visitor,False,True
27.0,3398.75,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,May,1,1,1,3,Returning_Visitor,False,True
27.0,3398.75,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,May,1,1,1,2,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,12.119972,300.70706,0.0,0.009896008,79.138115,0.0,Dec,2,2,9,2,Returning_Visitor,False,True
27.0,3398.75,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,May,1,1,1,2,Returning_Visitor,False,True
27.0,3398.75,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,May,1,1,1,3,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,62.69355,1594.149,0.0,0.02171131,0.0,0.0,Nov,2,2,3,2,New_Visitor,False,True
0.0,0.0,1.0,36.65718,13.0,213.33958,0.0,0.020772832,22.220598,0.0,Oct,2,2,6,2,New_Visitor,False,True
27.0,3398.75,0.0,2549.375,0.0,0.0,0.2,0.2,0.0,0.0,May,1,1,1,2,Returning_Visitor,False,True
6.819742,761.3099,0.0,0.0,21.0,677.6671,0.0,0.011272702,0.0,0.0,Nov,2,4,2,2,New_Visitor,True,True
3.0,34.536194,0.0,0.0,16.0,629.5997,0.0056101945,0.022224087,26.438618,0.0,Nov,1,1,1,2,Returning_Visitor,True,True
4.0,88.59165,2.0,128.15161,3.0,109.994965,0.0,0.021287583,0.0,0.0,Dec,2,2,1,2,New_Visitor,False,True
5.0,589.19305,0.0,0.0,53.210407,2592.4949,0.015305414,0.05,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,True
6.0,174.67288,12.831907,853.5835,34.796257,936.35815,0.010437219,0.008681802,97.327225,0.0,Nov,2,2,1,10,Returning_Visitor,True,True
27.0,3398.75,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,May,1,1,1,2,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,21.0,443.49344,0.028571429,0.05035006,9.404567,0.8,May,2,6,2,4,Returning_Visitor,False,True
27.0,3398.75,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,May,1,1,1,2,Returning_Visitor,False,True
4.0,46.132847,0.0,0.0,2.9752326,107.82754,0.0,0.044559527,0.0,0.0,Oct,1,1,1,2,Returning_Visitor,False,True
0.0,0.0,2.0,210.98338,32.0,951.38324,0.022614032,0.033346884,93.612915,0.0,Sep,4,2,3,4,Returning_Visitor,False,True
4.0,97.3032,0.0,0.0,39.0,2014.8262,0.0,0.007941742,37.628887,0.0,May,2,2,1,2,Returning_Visitor,False,True
8.0,1829.8805,1.0,0.0,81.109955,1282.4185,0.0,0.0,361.76373,0.0,Sep,2,5,1,2,New_Visitor,False,True
9.0,160.24246,2.0,79.19088,306.66022,7661.128,0.0,0.0050846576,21.950155,0.0,Oct,2,5,1,3,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,24.91078,1786.2482,0.0,0.010531734,37.15198,0.0,Nov,2,2,1,11,Returning_Visitor,True,True
4.0,33.819046,3.0,78.44765,17.0,818.0075,0.013540689,0.022222223,57.151894,0.0,Nov,3,2,9,2,Returning_Visitor,False,True
27.0,3398.75,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,May,1,1,1,2,Returning_Visitor,False,True
6.0,52.650654,0.0,0.0,20.0,894.4947,0.007299743,0.029806176,10.60403,0.0,May,1,1,3,20,Returning_Visitor,False,True
1.0,41.14976,0.0,0.0,22.0,1199.8201,0.027860591,0.026552316,23.254173,0.0,Dec,3,2,4,1,Returning_Visitor,False,True
11.3968,251.64189,0.0,0.0,24.0,538.85974,0.0,0.0032131632,13.174248,0.0,Dec,1,1,1,2,New_Visitor,False,True
0.0,19.767632,1.0,56.889385,10.0,704.26575,0.0,0.025018094,11.7454195,0.0,Mar,1,1,2,2,Returning_Visitor,False,True
27.0,3398.75,0.0,2549.2922,0.0,0.0,0.2,0.2,0.0,0.0,May,1,1,1,2,Returning_Visitor,False,True
19.75072,762.0785,3.0,53.106045,230.0039,9622.191,0.0,0.011111111,13.059548,0.0,Nov,2,2,1,8,Returning_Visitor,True,True
8.0,178.76486,0.0,0.0,15.187397,350.37015,0.0,0.018185401,24.787714,0.0,Dec,4,1,1,1,Returning_Visitor,True,True
27.0,3398.75,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,May,1,1,1,2,Returning_Visitor,False,True
1.7728641,33.304398,0.0,0.0,39.0,1303.558,0.0,0.005331882,29.738773,0.0,Dec,2,2,1,20,Returning_Visitor,False,True
4.0,93.439026,2.0,0.0,40.0,1215.9113,0.010033376,0.024994625,38.134552,0.0,Nov,1,2,9,3,Returning_Visitor,True,True
3.0,189.2175,0.0,0.0,74.23958,2638.2168,0.0,0.009897593,17.76498,0.0,May,1,2,3,2,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,15.0,538.72766,0.0,0.016666668,31.587654,0.6,May,2,2,3,5,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,42.0,1068.2277,0.0,0.013240397,21.549902,0.0,May,2,2,1,4,Returning_Visitor,False,True
27.0,3398.75,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,May,1,1,1,2,Returning_Visitor,False,True
27.0,3398.75,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,May,1,1,1,3,Returning_Visitor,False,True
4.0,64.642365,5.0,828.7229,93.44221,5186.547,0.0,0.012647498,7.151326,0.0,Dec,2,4,1,2,Returning_Visitor,False,True
27.0,3398.75,0.0,2549.375,0.0,0.0,0.2,0.2,0.0,0.0,May,1,1,1,2,Returning_Visitor,False,True
8.0,180.0431,0.0,0.0,61.01485,4433.2725,0.022222223,0.02599611,0.0,0.0,Nov,1,2,1,8,Returning_Visitor,True,True
7.012165,144.67229,0.0,0.0,18.0,468.46558,0.0,0.014506733,33.091793,0.0,Nov,2,2,1,11,Returning_Visitor,False,True
27.0,3398.75,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,May,1,1,1,3,Returning_Visitor,False,True
1.0,53.461044,0.0,0.0,26.0,670.816,0.0,0.002504771,63.92298,0.0,Nov,2,2,4,2,New_Visitor,True,True
4.0,58.06689,1.0,49.414326,53.92927,1197.1936,0.0,0.012276951,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,True,True
0.0,0.0,0.0,0.0,12.0,1716.4637,0.0,0.016194928,19.434143,0.0,Nov,2,4,1,2,Returning_Visitor,False,True
5.0,134.06007,0.0,0.0,37.634533,1618.2998,0.0,0.0058912756,30.31691,0.0,Mar,2,2,2,3,Returning_Visitor,True,True
3.0,25.443102,0.0,0.0,23.195065,614.5182,0.0043817516,0.032748215,24.612822,0.0,May,2,2,3,4,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,18.0,470.91028,0.0,0.004847585,8.716181,0.0,Jul,2,2,1,2,Returning_Visitor,False,True
4.0,61.56156,0.0,0.0,19.0,582.78467,0.0,0.025666025,37.564953,0.0,May,2,2,8,5,Returning_Visitor,False,True
3.0,40.861485,0.0,0.0,19.48993,1120.008,0.0,0.007461352,0.0,0.0,Sep,2,10,8,1,Returning_Visitor,False,True
4.0,117.86032,1.0,8.56787,105.613655,4138.1797,0.0,0.0068376516,26.896961,0.0,Dec,2,2,1,2,Returning_Visitor,True,True
27.0,3398.75,16.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,May,1,1,1,2,Returning_Visitor,False,True
0.0,149.75664,0.0,0.0,24.0,956.4224,0.0,0.00978449,34.28636,0.0,May,2,2,9,2,Returning_Visitor,True,True
8.0,220.34886,0.0,0.0,87.94144,1836.4021,0.0,0.003764281,44.228027,0.0,Oct,2,2,7,1,Returning_Visitor,False,True
27.0,3398.75,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,May,1,1,1,2,Returning_Visitor,False,True
4.0,147.98106,0.0,0.0,15.0,629.89276,0.022222223,0.05,31.777706,0.0,Sep,2,2,1,13,Returning_Visitor,True,True
27.0,3398.75,16.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,May,1,1,2,9,Returning_Visitor,False,True
27.0,3398.75,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,May,1,1,1,2,Returning_Visitor,False,True
2.0,80.69104,2.0,0.0,8.0,227.55145,0.0,0.025,11.159958,0.0,May,2,2,3,1,Returning_Visitor,False,True
0.0,0.0,16.0,2549.375,0.0,0.0,0.2,0.2,361.76373,0.0,May,1,1,6,2,New_Visitor,False,True
27.0,3398.75,16.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,May,2,1,1,9,Returning_Visitor,False,True
27.0,3398.75,0.0,2549.375,0.0,0.0,0.2,0.2,0.0,0.0,May,1,1,1,3,Returning_Visitor,False,True
0.0,0.0,16.0,2549.375,0.0,0.0,0.2,0.2,361.76373,0.0,May,1,1,1,2,New_Visitor,False,True
0.0,0.0,0.0,0.0,6.0,165.66286,0.0,0.014109687,74.753,0.0,Nov,2,5,1,2,Returning_Visitor,False,True
1.0,42.207653,0.0,0.0,58.60065,1640.9348,0.0,0.004343406,40.83618,0.0,Aug,2,2,7,1,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,11.0,471.17868,0.0,0.028249424,22.495483,0.0,Dec,2,2,1,3,Returning_Visitor,False,True
27.0,3398.75,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,May,1,1,1,2,Returning_Visitor,False,True
3.0,40.245815,0.0,0.0,72.593956,3113.9336,0.011912764,0.03333333,0.0,0.0,Aug,2,2,3,3,Returning_Visitor,False,True
27.0,3398.75,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,May,1,1,1,2,Returning_Visitor,False,True
6.0,891.3825,2.0,24.389275,55.830208,1799.178,0.006084716,0.0074996743,47.217045,0.0,May,3,2,7,4,Returning_Visitor,False,True
8.0,320.91068,0.0,0.0,32.0,2509.5168,0.0,0.0124988295,16.30222,0.0,Mar,3,2,7,1,Returning_Visitor,False,True
27.0,3398.75,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,May,1,1,1,2,Returning_Visitor,False,True
12.930999,566.0645,2.0,108.10067,21.0,1278.7876,0.0,0.019140627,25.985184,0.0,Dec,2,2,8,2,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,50.0,1788.224,0.0,0.00588307,19.954605,0.0,Oct,1,1,1,2,Returning_Visitor,False,True
27.0,3398.75,16.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,May,1,1,1,2,Returning_Visitor,False,True
2.0,99.2911,1.0,282.97736,28.0,471.05902,0.0035207751,0.022870157,6.1998444,0.0,Mar,3,2,3,3,Returning_Visitor,False,True
27.0,3398.75,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,May,1,1,1,2,Returning_Visitor,False,True
0.0,1115.9065,16.0,2549.375,0.00067950186,0.0,0.0,0.0,361.76373,1.0,May,4,5,1,4,New_Visitor,False,True
5.206393,51.915646,0.0,0.0,29.0,1607.6394,0.005914957,0.03328366,48.975803,0.0,Dec,2,4,3,2,Returning_Visitor,False,True
2.0,137.75148,3.0,122.46037,96.00992,2984.2622,0.0064898706,0.00983168,0.22965352,0.0,June,2,2,1,13,Returning_Visitor,False,True
0.0,3398.75,16.0,461.0344,0.0,0.0,0.0,0.0,361.76373,0.0,May,4,5,1,4,New_Visitor,False,True
4.0,131.37376,2.0,57.793144,42.103096,2551.877,0.0061170775,0.014285714,8.884495,0.0,Mar,3,2,1,6,Returning_Visitor,False,True
27.0,3398.75,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,May,1,1,1,3,Returning_Visitor,False,True
27.0,3398.75,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,May,1,1,1,3,Returning_Visitor,False,True
9.0,213.61568,0.0,0.0,27.0,1551.2081,0.0050900336,0.03758863,0.0,0.0,Nov,2,4,4,1,Returning_Visitor,False,True
27.0,3398.75,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,May,1,1,1,2,Returning_Visitor,False,True
27.0,3398.75,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,May,1,1,1,2,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,54.026943,1964.7076,0.0,0.01615737,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,False,True
0.0,44.80752,0.0,0.0,20.0,317.9159,0.007739227,0.019940525,104.029366,0.0,Mar,2,2,1,4,Returning_Visitor,False,True
1.0,20.271322,0.0,0.0,40.096764,2815.6262,0.0,0.0029504658,35.54498,0.0,Mar,2,2,8,2,New_Visitor,True,True
6.0,228.6775,0.0,0.0,40.18684,1351.385,0.0,0.0030414383,0.0,0.0,Nov,2,2,1,2,New_Visitor,False,True
3.0,5.0,3.0,56.827805,66.97681,2411.8694,0.008843172,0.010521888,0.9453865,0.6,May,2,2,7,3,Returning_Visitor,False,True
27.0,3398.75,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,May,1,1,1,2,Returning_Visitor,False,True
3.0,30.003075,0.0,0.0,84.9554,2337.3716,0.0,0.011089041,11.827028,0.0,May,2,2,6,4,Returning_Visitor,False,True
3.0,32.48847,0.0,0.0,55.270943,2269.171,0.015486031,0.034963418,9.471139,0.0,May,1,1,3,2,Returning_Visitor,False,True
4.2807355,144.9946,0.0,0.0,55.561157,2127.0273,0.0,0.002962329,13.276312,0.0,Nov,2,2,4,2,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,3.0,21.06183,0.0,0.013816255,0.0,0.0,Dec,2,2,1,1,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,76.31239,1340.296,0.0076545253,0.019699456,51.160313,0.0,Nov,4,1,1,3,Returning_Visitor,False,True
0.0,3398.75,16.0,893.00323,0.000275335,0.0,0.0,0.0,361.76373,0.0,Sep,4,2,1,2,New_Visitor,False,True
6.0,312.07437,0.0,0.0,27.0,710.5145,0.009829935,0.019999081,0.0,0.0,May,1,1,6,2,Returning_Visitor,False,True
4.0,134.89883,0.0,0.0,17.0,1250.3783,0.0065803984,0.030605981,14.357463,0.0,May,2,2,3,1,Returning_Visitor,True,True
11.465443,514.97144,0.0,0.0,141.45036,4473.63,0.0031810526,0.007521501,21.057318,0.0,Nov,2,2,1,2,Returning_Visitor,False,True
0.0,0.0,2.0,109.008316,44.48443,1305.1812,0.0,0.004057914,58.126896,0.0,Nov,4,2,9,2,New_Visitor,False,True
0.0,0.0,0.0,0.0,17.0,223.09608,0.0,0.0042040255,24.840002,0.0,Sep,2,2,7,1,Returning_Visitor,False,True
27.0,3398.75,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,May,1,1,1,2,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,20.0,46.120827,0.0,0.0,361.76373,0.0,Nov,1,2,4,2,New_Visitor,False,True
13.0,524.69696,3.9457479,215.50221,243.56444,9441.076,0.015623303,0.03395734,2.555259,0.0,Nov,2,2,4,13,Returning_Visitor,True,True
3.0,44.388626,0.0,0.0,11.0,106.16438,0.0,0.0024161476,23.097116,0.0,Aug,2,2,3,1,Returning_Visitor,False,True
9.0,1167.2786,4.0,2142.4373,118.741264,3035.6677,0.006354495,0.01616476,14.821978,0.0,Nov,3,2,1,13,Returning_Visitor,False,True
6.0,335.88284,4.0,229.79955,37.79661,1541.5359,0.0,0.0041379966,45.35746,0.0,Mar,2,2,1,2,New_Visitor,False,True
1.0,34.238876,0.0,0.0,4.0,0.0,0.028586237,0.03335131,0.0,0.0,Nov,1,4,8,8,New_Visitor,True,True
2.0,59.543076,0.0,0.0,22.0,2424.6672,0.0055287634,0.011475593,6.9669,0.0,Nov,2,2,3,8,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,8.0,362.33826,0.0,0.02,29.997976,0.0,Jul,2,2,3,4,Returning_Visitor,False,True
9.0,333.09738,2.0,96.66734,26.0,1353.5066,0.0,0.009401984,0.0,0.0,Dec,1,1,9,8,Returning_Visitor,True,True
4.0,148.58548,0.0,0.0,6.0,258.8846,0.0,0.034117993,53.444614,0.0,Nov,2,2,7,1,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,76.86517,3967.218,0.0042710644,0.012779576,0.0,0.0,Nov,3,2,3,2,Returning_Visitor,True,True
8.0,96.0442,0.0,0.0,18.981974,452.67136,0.0,0.02179267,21.039583,0.0,May,2,2,9,4,Returning_Visitor,False,True
1.0,14.3471985,0.0,0.0,26.0,610.9938,0.005315383,0.01618807,37.96782,0.0,Mar,3,2,3,2,Returning_Visitor,False,True
27.0,3398.75,0.0,2549.375,0.0,0.0,0.2,0.2,0.0,0.0,May,1,1,1,2,Returning_Visitor,False,True
3.0,60.710217,0.0,0.0,22.0,502.0376,0.010482531,0.0125,0.0,0.0,Jul,1,1,1,4,Returning_Visitor,False,True
4.0,204.28941,0.0,0.0,152.84016,3932.5898,0.0,0.0034012778,13.600399,0.0,Oct,2,5,2,2,Returning_Visitor,False,True
27.0,3398.75,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,May,1,1,1,3,Returning_Visitor,False,True
9.0,157.65541,3.0,81.663185,34.710236,835.33636,0.0045584044,0.022234345,15.301269,0.0,Dec,2,2,1,1,Returning_Visitor,False,True
