CreditScore,Age,Tenure,Balance,EstimatedSalary,Geography,Gender,NumOfProducts,HasCrCard,IsActiveMember,Exited
597.68408203125,40.95994186401367,3.044363260269165,58860.71484375,122335.8671875,Germany,Male,3,0,0,1
492.8501281738281,54.196205139160156,6.951502323150635,72891.7890625,177401.203125,Germany,Female,4,1,1,1
607.80859375,38.729209899902344,8.140665054321289,-2690.8681640625,32625.169921875,Spain,Female,3,1,0,1
626.9503784179688,42.58610916137695,4.083688735961914,137218.90625,174182.515625,Germany,Male,1,0,0,1
775.4974365234375,32.44118118286133,8.001317024230957,92592.5859375,63475.66796875,France,Female,1,1,0,1
601.9105224609375,43.000221252441406,5.021733283996582,-2176.46484375,148750.28125,Germany,Female,4,1,0,1
667.9986572265625,37.303016662597656,6.969285011291504,126231.9921875,157044.296875,Germany,Female,1,0,0,1
658.92041015625,62.34548568725586,3.0049829483032227,67085.0859375,109991.421875,Germany,Female,1,1,0,1
621.6300659179688,43.2959098815918,2.0664048194885254,84350.0859375,146890.796875,Germany,Male,4,0,1,1
591.2412109375,37.24223327636719,6.017193794250488,-611.41064453125,125614.5234375,France,Female,2,1,1,1
789.6693725585938,30.297849655151367,6.030664920806885,92557.1171875,180985.609375,France,Female,4,0,1,1
594.6304931640625,54.8430290222168,4.00562858581543,113746.453125,115840.0859375,Spain,Female,3,1,1,1
708.1228637695312,55.365966796875,3.989647388458252,90697.8046875,124610.203125,Germany,Male,1,1,0,1
824.7554321289062,35.13998794555664,3.934210777282715,95169.109375,195627.5,Germany,Female,1,1,1,1
619.3048706054688,38.279632568359375,7.041040420532227,128801.1015625,160343.40625,Germany,Female,3,1,0,1
578.60009765625,29.142942428588867,0.4839722216129303,147730.375,207728.703125,Germany,Female,2,1,0,1
691.7463989257812,24.889026641845703,6.9077630043029785,104123.65625,178406.5,Germany,Female,1,0,1,1
665.6051025390625,38.77975845336914,8.928034782409668,124519.71875,171384.234375,France,Female,1,0,0,1
556.0731201171875,38.86832809448242,0.963814377784729,96397.8828125,155510.140625,Germany,Male,1,1,0,1
704.2817993164062,35.55451583862305,2.9813990592956543,101441.75,213841.953125,Germany,Female,1,1,0,1
568.5008544921875,40.21048355102539,4.1460041999816895,131774.46875,90522.0703125,France,Female,1,0,0,1
763.3788452148438,38.61899185180664,1.9710065126419067,82090.8671875,92026.8984375,Spain,Female,2,1,1,1
772.284912109375,38.54515075683594,2.9395430088043213,99243.2578125,32556.083984375,Germany,Male,1,1,1,1
577.6219482421875,45.69669723510742,3.0348048210144043,98319.84375,175146.984375,Germany,Female,2,1,0,1
526.4453125,49.745445251464844,6.988150596618652,80949.34375,146582.65625,Germany,Female,4,1,0,1
577.7216796875,40.576332092285156,2.018247604370117,104474.8046875,153300.3125,Germany,Female,1,1,0,1
745.993408203125,41.685123443603516,7.049312114715576,134975.1875,96080.3125,France,Male,1,1,0,1
730.4332275390625,34.655364990234375,3.9739532470703125,118535.0546875,168393.703125,France,Female,1,1,0,1
784.0684814453125,56.201377868652344,2.991509437561035,-470.9339904785156,171924.375,Germany,Female,3,1,1,1
701.7731323242188,26.6232852935791,3.0328850746154785,132442.203125,38834.73046875,Germany,Female,1,1,0,1
771.0215454101562,34.632686614990234,1.0625425577163696,-2816.2275390625,197759.03125,Germany,Female,3,1,1,1
594.962646484375,53.77268600463867,7.0986504554748535,99161.40625,58530.625,Germany,Female,1,0,0,1
607.4234008789062,46.36771774291992,6.951366901397705,119844.46875,110145.875,Germany,Female,3,0,1,1
674.1356201171875,47.89784622192383,2.938105344772339,91663.109375,143751.140625,Germany,Male,1,0,1,1
671.4104614257812,38.313533782958984,5.99638032913208,101409.25,165528.46875,Germany,Female,1,1,0,1
615.9494018554688,47.27340316772461,6.993947982788086,99665.578125,28575.974609375,Germany,Female,2,1,0,1
604.746337890625,46.8953742980957,2.0782876014709473,109762.5078125,141933.953125,France,Female,3,1,1,1
561.3381958007812,32.084407806396484,8.033445358276367,443.5943298339844,126811.71875,France,Female,3,1,0,1
683.94775390625,36.466712951660156,7.144832134246826,45.394805908203125,163861.296875,Germany,Male,3,1,0,1
509.7702941894531,49.602508544921875,2.973970413208008,129353.5078125,79324.6171875,Spain,Male,1,1,1,1
595.4202880859375,52.86566925048828,5.981428623199463,90641.5078125,107545.7421875,Germany,Female,1,1,0,1
558.5830688476562,32.984066009521484,2.917391061782837,82983.0859375,166429.75,Germany,Female,1,1,0,1
498.94439697265625,56.264060974121094,4.037067890167236,83135.0703125,107872.6171875,Germany,Female,1,1,0,1
762.4545288085938,39.236515045166016,2.9170522689819336,117930.734375,85064.5078125,Germany,Female,1,1,1,1
625.6110229492188,37.499267578125,5.983309268951416,64630.01171875,172458.5625,Spain,Female,2,1,0,1
807.1360473632812,37.46411895751953,7.010997772216797,93648.4140625,26740.421875,Spain,Female,1,0,1,1
709.35302734375,38.8558464050293,7.004984378814697,120349.375,154586.921875,Germany,Male,1,1,0,1
573.1988525390625,39.837158203125,5.972126007080078,-1146.9461669921875,198454.765625,France,Male,2,1,1,1
559.2691650390625,60.849952697753906,5.072725772857666,-940.013427734375,196052.359375,France,Male,3,1,1,1
765.1300048828125,37.43516540527344,4.93324089050293,-876.6278076171875,68997.9921875,France,Male,2,1,0,1
786.8343505859375,36.970123291015625,0.7124187350273132,74037.0703125,133570.9375,France,Female,1,1,0,1
615.1881713867188,45.113075256347656,4.037503719329834,-2989.672607421875,145502.09375,France,Female,1,1,1,1
584.2056274414062,41.538089752197266,2.082242488861084,118367.421875,160506.390625,Germany,Male,1,1,0,1
549.4191284179688,44.97377395629883,1.948593020439148,-1661.94775390625,111003.96875,Spain,Female,3,1,1,1
750.622802734375,49.0778694152832,1.980285406112671,103590.2890625,136352.34375,Germany,Male,1,1,0,1
575.319091796875,44.32307815551758,4.058606147766113,96133.328125,120429.8203125,Germany,Male,4,1,0,1
709.3427734375,44.63478088378906,4.034763813018799,86949.6328125,149960.15625,Germany,Female,3,1,1,1
589.8970336914062,48.358516693115234,4.0530805587768555,127944.4453125,190175.28125,Spain,Female,3,1,1,1
543.5712280273438,55.03213119506836,1.996159553527832,73603.109375,159260.734375,Germany,Male,1,1,0,1
616.619384765625,60.42422103881836,1.9862565994262695,97156.4375,127479.7421875,France,Male,2,1,0,1
816.1812133789062,27.184377670288086,0.49853700399398804,96350.65625,143304.671875,Germany,Female,1,0,1,1
674.9743041992188,33.01517105102539,3.0421411991119385,-941.6289672851562,128428.4453125,Spain,Female,3,0,1,1
567.8325805664062,30.08135986328125,2.981909990310669,111618.4609375,128142.3984375,France,Female,1,1,0,1
643.4381713867188,46.48749923706055,0.8165021538734436,116445.5703125,74904.0859375,Germany,Female,1,1,0,1
772.622802734375,62.95055389404297,1.9921101331710815,93572.2109375,149570.765625,France,Male,4,1,0,1
587.3377075195312,43.19976806640625,3.0064127445220947,66735.71875,174410.46875,Germany,Female,1,1,0,1
770.042236328125,29.513477325439453,10.022847175598145,118799.53125,43679.69921875,Spain,Male,1,0,0,1
789.2665405273438,41.3481559753418,3.0595450401306152,87446.46875,133731.6875,Germany,Male,4,0,0,1
784.4786376953125,46.05857849121094,2.134082794189453,105338.6015625,127993.5625,France,Female,3,0,0,1
807.845458984375,37.67121887207031,1.168377161026001,103893.8984375,124500.53125,Germany,Female,2,1,0,1
755.905517578125,58.294517517089844,4.089958667755127,124021.953125,88277.65625,Germany,Female,1,1,0,1
847.7528076171875,31.457473754882812,2.0302748680114746,114143.171875,20746.048828125,Spain,Female,1,1,1,1
604.8944702148438,31.673372268676758,8.063579559326172,-2160.481689453125,101616.6328125,France,Female,3,1,0,1
592.5311889648438,45.16960906982422,3.0201265811920166,104764.9453125,155877.40625,Spain,Male,1,0,0,1
615.78955078125,55.17886734008789,4.105991363525391,77640.4921875,118086.8125,Germany,Male,3,1,1,1
540.6038208007812,44.98647689819336,3.993666648864746,93605.1328125,121876.484375,Germany,Female,4,1,0,1
610.0531005859375,30.12580108642578,2.0239157676696777,113078.640625,187437.515625,Germany,Female,2,0,0,1
543.6927490234375,40.57988357543945,6.012493133544922,-750.071533203125,193803.125,Spain,Female,3,1,0,1
744.46435546875,39.69831085205078,3.001418113708496,87724.578125,138029.65625,Germany,Female,3,1,1,1
688.8822021484375,32.62982940673828,8.076972961425781,-418.3831787109375,145909.46875,Spain,Male,3,0,1,1
752.1696166992188,41.63288497924805,2.9187698364257812,80921.6015625,133707.484375,Germany,Male,4,0,1,1
741.1522827148438,43.0461540222168,3.0538501739501953,101705.1015625,138493.78125,France,Male,1,1,0,1
584.7100830078125,38.74135208129883,5.95281982421875,108628.4609375,157427.515625,Spain,Male,1,1,0,1
618.057861328125,35.756717681884766,3.0068323612213135,109501.1875,163893.140625,France,Female,3,1,0,1
745.0358276367188,55.596256256103516,2.9509437084198,-2752.644287109375,115942.8828125,Germany,Male,3,0,1,1
801.6947021484375,40.741416931152344,2.0600647926330566,-2328.145751953125,195041.46875,Spain,Female,3,1,1,1
746.48291015625,50.9100456237793,7.102261543273926,95741.6328125,36795.5234375,Spain,Female,3,0,1,1
645.9928588867188,40.08993148803711,3.024569511413574,52509.62890625,30894.646484375,Germany,Female,1,1,1,1
642.657470703125,35.68528366088867,5.868549823760986,108961.6484375,29918.671875,Germany,Female,2,1,1,1
681.8179321289062,36.28293991088867,7.094445705413818,122366.5546875,106424.4453125,Germany,Male,3,0,0,1
784.4022827148438,41.35926818847656,7.102841854095459,75083.375,136383.09375,France,Male,1,1,0,1
782.4281005859375,44.219566345214844,3.069401264190674,100427.640625,134389.28125,Germany,Male,1,0,0,1
808.6992797851562,41.721065521240234,4.032215118408203,93527.78125,72476.140625,France,Female,1,1,0,1
650.4414672851562,43.9374885559082,8.080949783325195,95794.2265625,23967.306640625,France,Male,4,0,0,1
639.172607421875,38.41086959838867,2.9965760707855225,-2344.192626953125,31768.11328125,Germany,Male,3,0,1,1
712.450927734375,41.934383392333984,2.976632833480835,109091.546875,120992.625,Germany,Female,1,1,0,1
636.6913452148438,35.572349548339844,5.994555473327637,99035.1796875,64631.03125,France,Female,1,0,0,1
616.0792236328125,39.38849639892578,3.99460506439209,131803.484375,148970.65625,Germany,Female,1,1,0,1
730.009765625,53.94517517089844,3.004894495010376,103045.9921875,189345.6875,Germany,Female,1,0,0,1
659.169677734375,51.82319259643555,4.157505512237549,-484.7629089355469,171828.109375,France,Male,3,1,1,1
531.3849487304688,77.96504974365234,9.935187339782715,95060.015625,112125.953125,Germany,Male,1,1,1,1
785.9824829101562,40.57575607299805,6.136257648468018,142991.84375,129060.703125,France,Male,4,1,0,1
765.56982421875,50.011688232421875,5.021913051605225,522.7953491210938,97713.8125,France,Female,3,1,1,1
714.9090576171875,44.389610290527344,3.005329132080078,103132.484375,47302.57421875,Spain,Female,1,1,0,1
576.2764282226562,51.33049774169922,3.958524703979492,91.24994659423828,15434.189453125,Germany,Female,2,1,1,1
727.3442993164062,43.8796272277832,4.128268718719482,94980.6328125,141334.640625,Germany,Female,3,1,0,1
624.2265625,45.603790283203125,4.060074329376221,99161.234375,189821.921875,France,Male,1,1,1,1
611.5231323242188,38.17515563964844,4.022507667541504,84162.984375,112432.6328125,Germany,Female,1,1,0,1
662.775634765625,41.481937408447266,5.94758415222168,106594.4140625,202446.671875,Germany,Male,2,1,0,1
747.947998046875,41.68601989746094,8.046858787536621,-1402.742431640625,165147.765625,France,Female,3,1,0,1
547.6297607421875,42.7064323425293,3.943657636642456,99303.9609375,184335.171875,Germany,Male,3,1,0,1
743.8900146484375,43.21409606933594,4.006487846374512,-2308.351806640625,21227.59765625,France,Male,2,1,1,1
748.6864624023438,31.307043075561523,5.940767288208008,100233.6796875,203950.953125,Germany,Female,2,0,0,1
727.2759399414062,46.42594909667969,2.929861068725586,116200.46875,28204.791015625,France,Female,1,1,0,1
584.9571533203125,42.00407409667969,3.9466357231140137,125335.1796875,135303.953125,Germany,Male,1,1,0,1
520.6988525390625,42.28045654296875,5.000926494598389,103104.6875,102027.53125,France,Male,3,1,0,1
665.9638671875,45.61133575439453,3.025139093399048,113132.96875,172767.3125,Germany,Male,1,0,0,1
615.3285522460938,44.20899963378906,8.099740028381348,121033.140625,168408.3125,Germany,Female,3,0,0,1
719.1929321289062,39.48368453979492,7.0873823165893555,108082.7734375,130343.4453125,France,Male,3,1,1,1
740.693115234375,67.13609313964844,5.944821834564209,452.553466796875,54784.234375,France,Female,1,1,0,1
650.11865234375,45.79667663574219,5.982478141784668,89774.765625,24679.35546875,Germany,Female,2,1,0,1
761.4642333984375,45.16937255859375,3.079059362411499,110632.0859375,204395.171875,Germany,Female,1,1,0,1
691.8541870117188,38.77822494506836,2.885514974594116,82129.7734375,123733.3515625,Germany,Female,2,1,1,1
618.0804443359375,44.81532287597656,3.008192300796509,110660.7578125,157795.703125,Germany,Female,1,0,0,1
585.311279296875,40.72015380859375,2.0422449111938477,65863.3984375,117916.71875,Germany,Male,1,1,0,1
712.777587890625,36.03428649902344,1.9527071714401245,113264.59375,200157.625,Germany,Male,4,1,0,1
503.6390380859375,42.39387512207031,7.9247541427612305,94213.9921875,111639.1953125,Germany,Female,3,1,0,1
625.8179321289062,38.75553512573242,7.953679084777832,82473.171875,163153.671875,Germany,Female,1,1,0,1
716.6801147460938,34.70569610595703,5.905263900756836,91943.171875,143989.25,France,Female,3,0,1,1
812.6692504882812,49.271934509277344,2.016531467437744,100643.828125,177224.8125,Germany,Female,1,0,1,1
571.3060302734375,38.05083084106445,7.028541088104248,112987.7734375,104327.9375,Germany,Male,4,0,1,1
748.2739868164062,49.461151123046875,7.0006279945373535,67416.1953125,57885.5078125,France,Male,1,1,0,1
638.9672241210938,41.5941162109375,3.977856397628784,122760.3125,135324.703125,Germany,Male,1,0,0,1
671.6100463867188,68.19475555419922,5.998785495758057,120704.1796875,190900.765625,Spain,Male,1,1,1,1
779.9047241210938,61.149391174316406,2.0917210578918457,113312.421875,180383.015625,France,Female,3,1,0,1
576.2001953125,41.31814193725586,0.35478511452674866,128256.65625,59214.640625,Germany,Female,1,1,0,1
588.9222412109375,58.28282928466797,2.0897793769836426,198.30262756347656,174357.25,France,Female,3,1,1,1
773.8935546875,64.0887451171875,7.99030876159668,-376.40228271484375,131999.546875,France,Male,2,1,0,1
518.965576171875,46.33357238769531,3.0877814292907715,73888.609375,148158.578125,Germany,Female,3,1,0,1
510.3428039550781,60.33022689819336,7.973617076873779,115148.8515625,113257.0625,Germany,Female,1,1,0,1
839.406982421875,25.349794387817383,6.002506732940674,102821.7109375,161884.59375,Spain,Female,1,1,1,1
730.4603271484375,40.823001861572266,3.973222017288208,106764.3515625,135774.265625,Germany,Female,1,0,0,1
689.7655029296875,27.77568817138672,3.980241537094116,113369.3828125,200787.40625,Germany,Male,1,0,0,1
584.1520385742188,38.20904541015625,4.073652744293213,106782.109375,156618.21875,Germany,Female,4,1,0,1
827.5543212890625,71.87042999267578,9.911706924438477,124930.9296875,69585.2265625,Germany,Female,1,1,0,1
659.2489013671875,38.677433013916016,3.978867530822754,124725.6796875,157518.703125,Germany,Female,1,1,0,1
753.76611328125,39.47145080566406,3.0246341228485107,96728.0703125,131571.984375,Germany,Female,1,0,0,1
775.580810546875,54.69375228881836,8.049939155578613,72872.8984375,181717.796875,France,Male,1,1,0,1
795.7623901367188,54.096893310546875,10.028053283691406,81034.84375,119395.1953125,France,Female,1,0,0,1
745.65625,60.95257568359375,7.074835300445557,77381.640625,49438.80859375,Germany,Male,4,1,1,1
601.965087890625,50.11984634399414,7.981642723083496,86250.28125,150038.296875,Germany,Female,1,1,0,1
553.6651611328125,36.32944869995117,8.057731628417969,116880.265625,23613.0078125,Germany,Female,3,1,0,1
634.4517822265625,36.25388717651367,4.93141508102417,-1498.15576171875,141788.046875,France,Male,1,0,1,1
707.937255859375,45.8559684753418,6.017676830291748,78580.8203125,93298.671875,Germany,Female,4,1,1,1
515.3217163085938,53.67463302612305,2.1160480976104736,-1399.70458984375,165945.03125,France,Female,3,1,1,1
578.8533935546875,47.816837310791016,4.084314346313477,65215.1796875,135515.59375,Germany,Female,1,1,0,1
598.82470703125,51.34600067138672,6.925075531005859,111495.7734375,70261.3828125,Germany,Male,1,0,0,1
788.742919921875,39.9238166809082,7.981313705444336,123411.03125,128764.59375,Germany,Female,1,1,1,1
646.1172485351562,45.40873718261719,7.97758150100708,86037.0625,157663.046875,Germany,Female,1,1,0,1
797.0396118164062,35.965084075927734,3.999988555908203,104976.015625,193227.828125,France,Female,3,1,0,1
707.9857788085938,40.52774429321289,0.37857720255851746,114335.2421875,183767.8125,Germany,Female,4,0,0,1
771.757080078125,49.289459228515625,3.078472137451172,121688.2890625,136037.90625,Germany,Male,4,1,0,1
633.0673217773438,48.84783935546875,2.0355401039123535,88289.9921875,182380.5,France,Male,4,1,1,1
758.1364135742188,41.735870361328125,7.93446683883667,101288.40625,137441.140625,Spain,Female,1,1,1,1
650.6080932617188,27.064857482910156,3.956085681915283,111937.34375,196455.15625,Germany,Female,1,0,0,1
774.0814819335938,59.25965118408203,4.052562713623047,67335.515625,191924.3125,Germany,Male,1,0,0,1
785.7139892578125,61.45176315307617,2.093177318572998,113586.5078125,156308.8125,France,Male,2,1,1,1
581.2559814453125,31.949560165405273,5.007694244384766,122547.5,60290.6796875,France,Female,2,1,0,1
604.4736328125,48.6124267578125,6.953794956207275,82201.8046875,82263.625,France,Female,1,0,0,1
619.5429077148438,38.717281341552734,3.1010489463806152,89387.0234375,163589.65625,France,Female,1,1,0,1
595.1455078125,33.41495895385742,2.9909448623657227,121383.5,149634.046875,France,Male,1,0,0,1
801.02783203125,49.641563415527344,4.97004508972168,-1321.4681396484375,173293.625,Spain,Female,3,1,1,1
855.2973022460938,39.16425704956055,7.980687141418457,108379.53125,132829.703125,France,Female,1,0,0,1
595.650146484375,38.78402328491211,1.2515002489089966,-1005.7098999023438,128440.765625,France,Female,3,1,0,1
564.63916015625,50.977378845214844,6.004121780395508,117112.453125,121185.015625,France,Female,1,1,0,1
561.841552734375,49.734413146972656,3.989384651184082,101455.9375,144746.5625,Germany,Female,1,0,0,1
695.3067016601562,37.9157600402832,2.9050567150115967,91007.6953125,184187.5,Germany,Female,2,1,1,1
601.4454956054688,45.92953872680664,8.086113929748535,97141.109375,155855.703125,Germany,Male,1,1,0,1
778.1553344726562,29.720603942871094,1.9952884912490845,-1057.1871337890625,191502.640625,France,Female,1,0,0,1
827.4885864257812,54.68673324584961,7.000916957855225,104809.640625,170238.34375,Germany,Female,1,1,0,1
582.07373046875,37.16173553466797,0.5352266430854797,-666.6380615234375,195252.21875,Spain,Female,2,1,1,1
711.37158203125,35.06575393676758,5.950680732727051,112108.2734375,39338.23046875,Germany,Female,2,0,0,1
711.243408203125,40.12287902832031,3.035919189453125,-564.06396484375,114227.7890625,France,Female,3,1,0,1
650.23828125,41.149574279785156,3.089360237121582,103371.0546875,190842.390625,Spain,Male,1,1,0,1
640.3018798828125,37.266780853271484,4.982257843017578,124829.7109375,168114.984375,Germany,Male,4,1,1,1
640.5032958984375,30.594011306762695,3.9651668071746826,140874.84375,38512.23046875,Germany,Male,1,1,0,1
697.3421630859375,36.913970947265625,5.943597793579102,96872.671875,87773.328125,Germany,Female,1,0,1,1
635.288818359375,44.4859733581543,3.013507843017578,90862.984375,159479.453125,Germany,Male,1,0,1,1
728.7047119140625,42.86186599731445,6.016469478607178,-2862.45166015625,150938.140625,Spain,Female,1,0,0,1
724.2025146484375,33.99521255493164,3.0049211978912354,107662.0546875,156948.84375,Germany,Female,1,1,1,1
674.0160522460938,32.07653045654297,0.8062043190002441,-1731.707275390625,80847.0546875,France,Female,2,1,0,1
651.3175659179688,39.04441833496094,6.968118667602539,124349.265625,84260.8203125,Germany,Female,1,1,0,1
576.2373046875,49.047245025634766,6.993174076080322,712.4317016601562,133553.203125,France,Male,3,1,0,1
603.7146606445312,41.46171188354492,6.004069805145264,78158.5390625,34967.375,Germany,Male,1,0,0,1
735.6600341796875,42.21040344238281,6.106845855712891,-1039.1785888671875,140477.734375,Germany,Female,3,1,1,1
658.529052734375,24.159643173217773,3.9587655067443848,93656.0703125,157354.359375,Germany,Female,1,0,0,1
517.8897094726562,27.053421020507812,8.051482200622559,125507.0,10530.01953125,Germany,Male,1,1,1,1
832.5732421875,45.26727294921875,2.0268940925598145,92368.0625,148822.0625,Spain,Male,1,1,1,1
850.104248046875,52.2146110534668,4.0279622077941895,100349.3203125,4838.96484375,France,Female,4,1,0,1
505.3933410644531,41.157081604003906,9.006951332092285,104379.40625,16140.3935546875,Germany,Female,1,1,0,1
759.281982421875,44.481544494628906,5.912012100219727,59169.99609375,118958.109375,Spain,Female,1,1,0,1
544.177734375,38.07051086425781,2.9506049156188965,85797.15625,167260.703125,Germany,Female,3,1,1,1
688.7061767578125,48.61467742919922,3.015164375305176,99038.53125,127749.96875,Germany,Female,4,1,1,1
644.3162231445312,46.39632797241211,2.1029021739959717,110798.90625,139731.140625,France,Female,1,0,0,1
543.353515625,51.05967330932617,8.110103607177734,96666.625,114964.125,France,Female,1,1,0,1
553.984130859375,47.42289733886719,5.040275573730469,111787.109375,169138.921875,France,Female,2,1,0,1
691.962646484375,42.575653076171875,5.930337429046631,108914.6875,152447.09375,Germany,Female,1,1,1,1
597.5670166015625,30.76849937438965,7.009459972381592,114463.1953125,53845.1015625,Germany,Male,1,1,0,1
737.8258056640625,36.18244552612305,2.94364857673645,115268.6171875,159887.09375,Germany,Male,1,1,0,1
768.450439453125,64.278564453125,6.007932662963867,81764.078125,57746.5859375,Germany,Female,1,0,1,1
626.3375854492188,39.37112045288086,3.8908541202545166,109852.453125,173831.34375,Germany,Female,1,1,0,1
694.6557006835938,38.059085845947266,5.941774368286133,101222.5390625,105423.25,Spain,Female,1,0,0,1
758.1849975585938,38.71602249145508,2.9459621906280518,71628.375,73970.109375,Germany,Male,3,0,0,1
607.4070434570312,29.493982315063477,6.051036357879639,126809.0234375,178468.046875,Germany,Female,1,0,0,1
530.2607421875,40.43500900268555,3.9359049797058105,113538.328125,151527.359375,Germany,Female,1,1,0,1
702.326904296875,35.971038818359375,2.88397216796875,107331.765625,85708.5546875,Germany,Female,1,1,0,1
578.1094360351562,52.51200485229492,4.99568510055542,-238.82737731933594,126302.046875,Spain,Male,1,0,0,1
616.0457763671875,42.54781723022461,7.972993850708008,70012.2421875,131966.203125,France,Female,1,1,1,1
567.2012939453125,59.738468170166016,7.099294662475586,97112.484375,60795.27734375,France,Female,1,1,1,1
648.5185546875,33.695838928222656,7.022486686706543,105628.7578125,144645.578125,Spain,Female,2,1,0,1
516.6376342773438,36.07547378540039,7.997255802154541,116593.8359375,148691.78125,Germany,Female,1,1,0,1
559.2366943359375,40.85116958618164,4.094919681549072,95600.359375,163396.84375,France,Female,1,1,0,1
573.4969482421875,47.456695556640625,2.965635299682617,99238.9375,56783.03515625,Germany,Female,1,0,1,1
675.1409301757812,44.205406188964844,6.00667142868042,98804.1640625,192530.875,Germany,Female,1,1,0,1
756.0502319335938,59.97119903564453,4.030534267425537,117359.421875,123542.6953125,France,Male,1,1,0,1
632.2669677734375,58.47553253173828,0.572303831577301,124018.8671875,12715.4951171875,Germany,Male,1,1,0,1
706.4295654296875,41.60301971435547,4.020967483520508,138900.65625,9383.8427734375,Germany,Male,1,0,0,1
749.3651733398438,59.36905288696289,0.9932694435119629,83759.765625,105520.6015625,Germany,Female,3,0,1,1
590.2676391601562,48.42876434326172,2.109363079071045,-305.7838134765625,201466.6875,France,Female,3,1,0,1
625.9512329101562,43.56623840332031,3.0072317123413086,118793.8046875,112493.2890625,Germany,Female,1,1,0,1
637.3804321289062,36.529266357421875,1.9929052591323853,95466.9375,144390.921875,Germany,Male,1,0,1,1
651.135498046875,54.41436004638672,8.005341529846191,56398.921875,155934.640625,Germany,Male,3,1,1,1
695.0408325195312,41.07819366455078,6.9583282470703125,67057.2109375,207482.046875,Germany,Female,1,1,0,1
566.2788696289062,40.65617370605469,2.9415791034698486,53303.72265625,170285.734375,Germany,Male,1,1,0,1
544.016357421875,42.097476959228516,3.9700937271118164,114949.84375,188873.65625,Spain,Female,1,1,0,1
692.1331176757812,35.75497817993164,6.0229339599609375,127637.609375,193148.109375,Germany,Female,1,0,0,1
826.7855834960938,48.619441986083984,4.98961877822876,106429.15625,81424.734375,Germany,Female,1,0,1,1
558.5439453125,46.797149658203125,3.0531115531921387,111996.5078125,170283.5625,France,Male,2,0,0,1
603.11328125,37.365333557128906,3.0074996948242188,82578.484375,64285.21484375,France,Male,1,1,0,1
694.73193359375,58.87177276611328,3.983058214187622,-771.6779174804688,73894.84375,France,Male,1,1,0,1
645.5115966796875,66.21631622314453,3.9914867877960205,104879.328125,150293.046875,Germany,Male,1,1,1,1
