CreditScore,Age,Tenure,Balance,EstimatedSalary,Geography,Gender,NumOfProducts,HasCrCard,IsActiveMember,Exited
779,71,3,0.0,146895.36,France,Male,2,1,1,1
529,38,7,99842.5,90256.06,Spain,Male,2,1,0,1
535,30,5,122924.75,62390.59,Spain,Female,1,0,0,1
559,45,8,24043.45,169781.45,France,Male,1,0,1,1
714,49,4,93059.34,7571.51,Germany,Female,1,1,0,1
707,40,1,0.0,14090.4,France,Male,2,1,0,1
597,53,4,88381.21,69384.71,France,Female,1,1,0,1
612,62,8,140745.33,193437.89,Germany,Female,1,1,0,1
786,33,0,83036.05,154990.58,France,Female,1,0,1,1
676,49,1,0.0,79342.31,France,Female,1,1,0,1
655,32,6,130935.56,9241.83,Germany,Female,1,1,0,1
634,48,2,107247.69,103712.05,Germany,Male,1,1,1,1
619,42,2,0.0,101348.88,France,Female,1,1,1,1
601,48,9,163630.76,41816.49,Germany,Male,1,0,1,1
835,20,4,124365.42,180197.74,Germany,Male,1,0,0,1
598,59,8,118210.42,60192.14,Germany,Male,2,0,0,1
678,41,1,143443.61,196622.28,France,Female,1,1,0,1
715,34,9,102277.52,177852.57,Germany,Female,1,0,0,1
535,48,9,0.0,149892.79,France,Female,1,1,0,1
654,32,2,0.0,51972.92,Spain,Female,1,1,1,1
663,52,0,136298.65,144593.3,Spain,Male,1,1,0,1
523,41,0,119276.31,122284.38,Germany,Male,1,0,0,1
513,45,0,164649.52,49915.52,France,Female,3,1,0,1
648,43,1,107963.38,186438.86,Germany,Female,1,0,0,1
844,56,5,99529.7,157230.06,Spain,Male,1,0,1,1
551,50,1,121399.98,84508.44,Germany,Male,1,0,1,1
568,36,10,153610.61,54083.8,Spain,Female,1,1,1,1
713,53,6,115029.4,191521.32,France,Male,1,0,0,1
702,40,1,103549.24,9712.52,France,Female,1,0,0,1
618,46,6,150213.71,120668.46,France,Female,1,1,0,1
676,26,1,108348.66,60231.74,Germany,Female,1,0,0,1
786,33,0,122325.58,34712.34,Germany,Female,1,0,0,1
626,47,2,103108.8,166475.44,Germany,Female,1,0,1,1
710,51,4,93656.95,141400.51,Spain,Female,1,0,1,1
699,64,9,113109.52,27980.8,France,Male,1,1,0,1
539,47,2,127286.04,166929.43,France,Female,2,1,1,1
710,24,2,110407.44,15832.43,Germany,Female,2,0,0,1
637,51,1,104682.83,55266.96,Germany,Male,1,1,0,1
790,46,9,0.0,14679.81,Spain,Female,1,0,0,1
501,43,6,104533.24,81123.59,Spain,Male,1,0,0,1
628,50,4,143054.56,109608.81,France,Female,1,0,1,1
789,53,1,158271.74,5036.39,France,Female,1,1,1,1
656,34,6,59877.33,14032.62,Spain,Female,1,1,0,1
799,63,1,110314.21,37464.0,France,Female,2,1,0,1
651,29,3,121890.06,54530.51,Germany,Male,1,1,0,1
584,66,5,0.0,49553.38,France,Female,1,1,0,1
721,40,6,100275.88,138564.48,Germany,Male,1,1,0,1
773,47,2,118079.47,143007.49,Germany,Male,4,1,1,1
605,57,2,0.0,66652.75,Spain,Female,3,1,0,1
721,32,10,0.0,136119.96,Spain,Female,1,1,0,1
651,35,7,74623.5,129451.29,France,Male,3,1,0,1
537,46,5,100727.5,140857.76,Germany,Female,1,0,1,1
618,49,9,44301.43,89729.3,France,Female,3,1,1,1
401,48,8,128140.17,175753.55,Germany,Male,1,1,0,1
644,40,9,137285.26,77063.63,France,Female,4,1,0,1
559,38,3,145874.35,56311.39,Spain,Male,1,1,0,1
663,58,5,216109.88,74176.71,Spain,Female,1,0,1,1
606,39,3,0.0,50560.45,France,Female,2,1,0,1
637,30,1,122185.53,102566.46,Germany,Male,1,1,0,1
737,36,9,0.0,188670.9,France,Male,1,0,1,1
565,58,3,108888.24,135875.51,Germany,Female,3,0,1,1
749,54,3,144768.94,93336.3,Germany,Male,1,1,0,1
824,26,7,146266.0,21903.62,France,Male,1,1,0,1
768,48,3,122831.58,24533.89,Germany,Male,1,1,1,1
723,30,1,0.0,164647.72,Spain,Male,3,1,0,1
817,44,8,0.0,65501.91,France,Male,1,0,0,1
420,55,4,91893.32,144870.28,Spain,Female,1,1,0,1
589,45,1,0.0,125939.22,Spain,Female,1,0,0,1
610,41,6,0.0,56118.81,France,Male,3,0,0,1
720,46,3,97042.6,133516.51,Germany,Male,1,1,1,1
771,56,2,0.0,25222.6,Spain,Female,1,1,1,1
750,37,6,0.0,117948.0,France,Female,1,1,1,1
529,43,0,123815.86,78463.99,France,Female,1,1,1,1
714,51,4,88308.87,5862.53,France,Female,3,0,0,1
674,44,4,131593.85,171345.02,Germany,Female,1,0,1,1
548,46,1,0.0,104469.06,France,Female,1,1,1,1
644,18,7,0.0,59645.24,Spain,Male,1,0,1,1
465,53,1,117438.17,74898.8,Germany,Male,1,0,0,1
684,63,3,81245.79,69643.31,Germany,Female,1,1,0,1
788,49,4,137455.99,184178.29,Germany,Female,1,1,0,1
606,48,4,132403.56,36091.91,Germany,Male,1,0,0,1
815,56,3,0.0,94248.16,France,Female,3,1,1,1
625,45,3,0.0,184474.15,France,Female,1,1,1,1
628,51,10,115280.49,12628.61,Germany,Female,2,0,0,1
628,46,1,46870.43,31272.14,France,Female,4,1,0,1
568,43,5,87612.64,107155.4,Germany,Male,4,1,1,1
482,48,2,69329.47,102640.52,Germany,Female,1,0,0,1
517,56,9,142147.32,39488.04,France,Male,1,0,0,1
724,31,5,0.0,134889.95,France,Male,1,1,0,1
602,26,8,113674.2,197861.16,Germany,Female,1,1,0,1
576,55,6,44582.07,67539.85,France,Female,3,0,1,1
630,39,10,105473.74,58854.88,Spain,Male,1,0,0,1
474,54,3,0.0,108409.17,France,Male,1,1,0,1
651,35,0,181821.96,36923.67,France,Male,2,0,1,1
590,54,4,0.0,93820.49,France,Female,2,1,1,1
850,40,9,99816.46,163989.66,France,Female,1,1,1,1
706,48,10,104478.12,158248.71,Germany,Female,3,0,1,1
555,46,4,120392.99,177719.88,Germany,Female,1,1,0,1
583,57,3,238387.56,147964.99,France,Female,1,0,1,1
725,36,4,118520.26,131173.9,Spain,Female,1,0,0,1
667,23,6,136100.69,169669.33,Spain,Female,2,0,0,1
467,28,10,126315.26,32349.29,Germany,Male,1,1,0,1
382,36,0,0.0,179540.73,Spain,Male,1,1,1,1
376,29,4,115046.74,119346.88,Germany,Female,4,1,0,1
585,35,2,0.0,98621.04,France,Female,2,1,0,1
688,51,5,0.0,91624.11,France,Female,1,1,0,1
641,35,2,103711.56,192464.21,Germany,Male,1,0,1,1
793,54,2,128966.13,18633.4,Germany,Male,1,0,0,1
713,33,6,94598.48,197519.66,France,Male,1,0,0,1
635,58,1,0.0,58907.08,France,Female,1,1,1,1
569,41,4,120243.49,163150.03,France,Male,1,1,0,1
710,62,9,148214.36,48571.14,Germany,Female,1,1,0,1
552,49,4,0.0,190296.76,France,Male,1,1,1,1
540,22,4,0.0,186233.26,France,Male,3,1,1,1
651,46,4,89743.05,156425.57,Spain,Female,1,1,0,1
667,43,8,190227.46,97508.04,France,Male,1,1,0,1
661,47,5,0.0,107243.31,France,Male,1,0,1,1
735,38,1,0.0,92220.12,France,Female,3,0,0,1
569,28,3,100032.52,5159.21,Germany,Female,1,1,0,1
742,44,8,107926.02,17375.27,Germany,Female,1,0,1,1
513,44,1,63562.02,52629.73,France,Male,2,0,1,1
655,41,5,0.0,36548.0,France,Female,1,0,0,1
666,50,7,109062.28,140136.1,Germany,Female,1,1,1,1
710,43,9,128284.45,32996.89,France,Male,1,1,0,1
773,41,5,0.0,28266.9,Spain,Female,1,1,0,1
706,46,2,127660.46,150156.82,Spain,Female,2,1,0,1
557,42,6,177822.03,150944.31,France,Male,1,1,0,1
812,39,5,115730.71,185599.34,Germany,Male,3,1,1,1
569,42,1,0.0,83629.6,Spain,Female,1,1,1,1
603,35,1,123407.69,152541.89,Germany,Male,1,1,0,1
575,36,7,0.0,55868.97,France,Male,1,1,1,1
549,41,9,95020.8,131710.59,Germany,Male,3,1,1,1
499,57,1,0.0,131372.38,France,Female,1,0,0,1
738,43,9,121152.05,64166.7,Germany,Male,2,1,0,1
664,44,7,77526.66,57338.56,Spain,Male,3,0,0,1
610,49,6,113882.33,195813.81,Germany,Male,1,1,0,1
725,45,8,116917.07,173464.43,Germany,Male,1,0,0,1
399,46,2,127655.22,139994.68,Germany,Male,1,1,0,1
756,60,2,0.0,166513.49,France,Male,1,1,1,1
780,37,10,95196.26,126310.39,Germany,Female,1,1,0,1
698,56,1,112414.81,93982.02,Germany,Male,2,0,0,1
539,38,8,105435.74,80575.44,Germany,Female,1,0,0,1
614,41,7,179915.85,14666.35,Spain,Female,1,0,0,1
644,44,5,73348.56,157166.79,France,Male,1,1,0,1
727,37,9,101191.83,34551.35,Germany,Male,1,1,1,1
742,60,4,0.0,13161.66,France,Female,1,1,1,1
610,50,1,113957.01,196526.55,Germany,Male,2,1,0,1
850,35,1,211774.31,188574.12,France,Female,1,1,0,1
625,43,8,201696.07,133020.9,France,Male,1,1,0,1
712,33,3,153819.58,79176.09,France,Male,1,1,0,1
430,60,7,73937.02,161937.62,France,Female,1,1,0,1
655,50,10,0.0,179267.94,France,Female,4,1,0,1
496,55,4,125292.53,31532.96,Germany,Female,1,1,1,1
587,35,5,121863.61,23481.69,Germany,Male,1,1,1,1
743,43,5,0.0,113079.19,France,Male,2,0,0,1
571,42,4,108825.34,55558.51,France,Female,3,1,0,1
561,56,7,152759.0,133167.11,France,Male,2,1,0,1
750,52,6,107467.56,126233.18,Germany,Female,1,1,0,1
604,33,3,0.0,42171.13,France,Male,1,1,0,1
800,40,5,97764.41,98640.15,France,Female,1,1,0,1
772,48,6,108736.52,184564.67,Germany,Female,1,1,0,1
675,40,8,79035.95,142783.98,Spain,Female,1,1,0,1
591,51,8,132508.3,161304.68,Germany,Female,1,1,1,1
722,43,1,0.0,44560.17,Spain,Male,1,1,0,1
474,33,5,0.0,181945.52,France,Male,2,1,0,1
746,30,1,112666.67,11710.4,Spain,Male,1,0,0,1
676,37,5,89634.69,169583.18,France,Female,1,1,1,1
609,71,6,113317.1,108258.22,Germany,Female,1,1,0,1
667,48,1,97133.92,113316.77,Germany,Female,2,0,0,1
797,55,10,0.0,49418.87,France,Female,4,1,1,1
650,41,3,128808.65,113677.53,Spain,Male,3,0,0,1
549,54,5,92877.33,2619.64,Germany,Male,1,1,0,1
547,49,2,0.0,65466.93,France,Female,1,0,0,1
617,37,4,116471.43,175324.74,Germany,Female,2,1,0,1
783,58,3,127539.3,96590.39,Germany,Female,1,1,1,1
590,51,3,154962.99,191932.27,Spain,Female,3,0,1,1
545,47,8,105792.49,67830.2,France,Male,1,0,1,1
688,35,6,0.0,25488.43,Spain,Female,1,1,0,1
629,39,10,0.0,43174.49,France,Female,2,1,1,1
620,61,5,0.0,31641.52,France,Male,1,0,0,1
563,41,2,100520.92,19412.8,Germany,Male,1,1,1,1
689,28,5,95328.6,6129.61,Spain,Female,1,1,0,1
770,70,9,110738.89,22666.77,France,Female,1,1,0,1
712,36,2,100749.5,70758.37,France,Male,3,0,0,1
612,30,9,142910.15,105890.55,Germany,Male,1,1,0,1
550,40,8,150490.32,166468.21,France,Female,1,0,0,1
516,27,9,0.0,142680.64,France,Male,1,1,0,1
749,47,9,110022.74,135655.29,Germany,Male,1,0,1,1
740,40,4,114318.78,129333.69,Germany,Male,2,1,0,1
673,34,8,42157.08,20598.59,France,Female,1,1,0,1
772,42,3,75075.31,92888.52,Germany,Male,2,1,0,1
737,43,1,125537.38,138510.01,Germany,Female,1,1,0,1
523,73,7,0.0,130883.9,France,Female,2,0,0,1
709,36,7,0.0,42085.58,France,Female,1,0,1,1
677,34,3,126729.41,26106.39,Germany,Male,1,1,1,1
526,33,8,114634.63,110114.38,Spain,Female,2,1,0,1
807,28,7,165969.26,156122.13,Spain,Female,3,1,0,1
597,60,0,131778.08,10703.53,France,Female,1,0,0,1
582,38,9,135979.01,76582.95,France,Female,4,1,1,1
633,40,4,150578.0,34670.62,France,Male,1,0,1,1
689,38,5,75075.14,8651.92,Spain,Male,1,1,1,1
795,56,5,0.0,35418.69,Spain,Female,1,1,0,1
605,51,3,136188.78,67110.59,France,Female,1,1,1,1
562,51,1,124662.54,65390.46,France,Female,1,1,1,1
738,58,2,133745.44,28373.86,Germany,Male,4,1,0,1
551,27,2,113873.22,85129.77,Spain,Male,1,1,1,1
844,40,7,113348.14,31904.31,France,Male,1,1,0,1
507,31,2,134237.07,166423.66,Germany,Male,1,1,1,1
815,45,7,0.0,52885.23,France,Male,1,0,1,1
483,44,5,136836.49,192359.9,France,Female,1,1,0,1
807,47,9,167664.83,125440.11,France,Female,1,0,0,1
641,65,6,38340.02,32607.77,France,Male,1,1,0,1
663,22,9,0.0,29135.89,Spain,Female,1,1,0,1
635,40,10,123497.58,131953.23,France,Female,1,1,0,1
351,57,4,163146.46,169621.69,Germany,Female,1,1,0,1
469,31,6,0.0,146213.75,Spain,Female,1,1,0,1
510,44,4,123070.89,28461.29,Germany,Female,1,1,0,1
785,61,4,129855.72,170214.82,Spain,Female,2,1,0,1
732,50,6,145338.76,91936.1,Germany,Male,1,0,0,1
447,43,2,0.0,33879.26,France,Male,2,1,0,1
556,46,3,131764.96,108500.66,Spain,Male,1,1,1,1
651,56,4,0.0,84383.22,France,Female,1,0,0,1
581,40,0,101016.53,7926.35,Germany,Male,1,0,1,1
850,28,4,147972.19,60708.72,Germany,Male,1,1,0,1
517,62,1,43772.66,187756.24,France,Male,3,1,0,1
438,59,7,127197.14,51565.98,Germany,Male,1,1,0,1
735,43,9,98807.45,184570.04,Germany,Female,1,0,0,1
794,57,3,117056.46,93336.93,Germany,Male,1,1,0,1
752,35,2,0.0,44335.54,Spain,Female,1,1,0,1
625,36,9,108546.16,133807.77,France,Male,3,1,0,1
635,65,5,117325.54,155799.86,Germany,Female,1,1,0,1
581,38,1,133105.47,105732.9,Germany,Male,1,1,0,1
631,48,1,106396.48,150661.42,Germany,Male,1,1,1,1
655,44,6,146498.76,64853.51,Germany,Female,1,1,0,1
532,43,9,0.0,190573.91,France,Male,2,0,0,1
641,40,9,0.0,151648.66,France,Female,1,0,0,1
610,45,3,0.0,38276.84,Spain,Female,1,1,0,1
658,40,7,140596.95,135459.02,France,Female,1,0,1,1
781,27,7,186558.55,175071.29,France,Female,1,1,1,1
580,24,1,133811.78,17185.95,Germany,Male,1,1,0,1
729,39,6,127415.85,184977.2,Germany,Male,1,1,1,1
743,59,5,108585.35,192127.22,Germany,Male,1,1,1,1
649,56,8,156974.26,89405.26,France,Female,1,1,0,1
543,42,4,89838.71,85983.54,France,Male,3,1,0,1
705,43,10,146547.78,10072.55,Germany,Female,1,0,1,1
572,48,3,152827.99,38411.79,Germany,Female,1,1,0,1
778,33,9,151772.63,180249.94,France,Female,2,0,0,1
621,55,7,131033.76,75685.59,Germany,Female,1,0,1,1
660,42,5,0.0,189016.24,Spain,Female,3,1,1,1
683,40,4,95053.1,116816.54,Spain,Male,1,1,1,1
850,44,7,89118.26,104240.77,Spain,Male,1,1,0,1
781,48,9,82794.18,124720.68,Germany,Female,1,1,0,1
648,46,9,127209.0,77405.95,Spain,Male,2,1,0,1
566,65,4,120100.41,107563.16,Germany,Male,1,1,0,1
524,32,6,0.0,132861.9,Spain,Female,1,1,1,1
703,51,3,0.0,77294.56,France,Female,3,1,1,1
777,32,2,0.0,136458.19,France,Female,1,1,0,1
622,42,9,115766.26,72155.85,Germany,Male,1,0,0,1
834,49,2,131394.56,194365.76,France,Female,1,0,0,1
640,43,7,132412.38,69584.3,France,Male,1,0,0,1
672,53,9,169406.33,147311.47,France,Female,4,1,1,1
645,49,5,110132.55,187689.91,Spain,Female,3,0,1,1
529,38,2,0.0,146388.85,France,Female,1,1,0,1
671,51,3,96891.46,176403.33,Germany,Male,1,1,0,1
711,51,7,0.0,38409.79,France,Male,3,1,0,1
668,39,0,122104.79,112946.67,Germany,Female,1,1,0,1
668,53,10,110240.04,183980.56,France,Female,1,0,0,1
641,48,3,147341.43,157458.61,France,Female,1,1,1,1
677,28,0,143988.0,8755.69,Germany,Male,2,1,0,1
685,44,2,119657.53,145387.05,Germany,Female,1,1,0,1
792,59,9,101609.77,161479.19,Germany,Female,1,0,0,1
817,55,10,117561.49,95941.55,France,Female,1,1,0,1
486,62,9,118356.89,168034.83,Germany,Male,2,1,0,1
692,45,6,142084.04,188305.85,Germany,Male,4,1,0,1
547,41,3,151191.31,175295.89,Germany,Male,1,1,0,1
533,51,6,127545.56,79559.02,Germany,Male,2,0,0,1
768,47,5,104552.61,48137.08,Germany,Female,1,1,0,1
612,35,1,0.0,83256.26,Spain,Male,1,1,1,1
522,34,9,126436.29,174248.52,Spain,Male,1,1,0,1
638,55,2,155828.22,108987.25,Spain,Female,1,0,1,1
493,54,3,167831.88,150159.95,France,Male,2,1,0,1
736,42,7,117280.23,41921.06,France,Female,3,0,0,1
595,45,9,106000.12,191448.96,Germany,Female,1,0,0,1
850,70,1,96947.58,62282.99,Germany,Female,3,1,0,1
598,40,9,0.0,68462.59,France,Female,1,1,0,1
556,52,9,0.0,175149.2,France,Female,1,1,0,1
706,46,4,105214.58,108699.59,Germany,Female,1,1,0,1
698,45,5,164450.94,141970.02,Spain,Male,1,1,0,1
653,37,3,125734.2,134625.09,Germany,Female,2,1,0,1
498,42,3,152039.7,53445.17,Germany,Male,1,1,1,1
546,45,2,0.0,197789.83,Spain,Female,1,0,0,1
526,50,5,124233.24,159456.87,Germany,Male,1,0,1,1
554,30,6,135370.12,179689.05,Spain,Male,1,1,1,1
834,36,8,142882.49,89983.02,France,Male,1,1,0,1
582,46,8,67563.31,44506.09,Spain,Female,1,1,0,1
717,35,1,0.0,174770.14,Spain,Male,3,0,0,1
791,42,10,113657.41,139946.68,Germany,Female,2,0,1,1
651,45,1,0.0,67740.08,France,Male,1,1,0,1
620,70,3,87926.24,33350.26,France,Female,2,1,0,1
699,40,7,0.0,152876.13,France,Male,1,0,1,1
637,48,7,130806.99,132005.85,France,Female,2,1,1,1
625,57,7,0.0,84106.17,Spain,Female,1,0,0,1
430,66,6,135392.31,172852.06,Germany,Female,2,1,1,1
666,47,5,0.0,166650.9,Spain,Female,1,0,0,1
655,38,3,250898.09,81054.0,Spain,Male,3,0,1,1
753,40,0,3768.69,177065.24,France,Female,2,1,0,1
490,40,1,0.0,49594.19,France,Female,1,1,1,1
642,48,9,118317.27,78702.98,France,Male,4,0,0,1
731,49,4,88826.07,33759.41,Germany,Female,1,1,1,1
705,47,3,63488.7,28640.92,Spain,Female,1,0,1,1
809,50,10,118098.62,100720.02,Germany,Male,1,1,1,1
667,39,2,0.0,40721.24,Spain,Female,2,1,0,1
790,46,8,182364.53,139266.48,Spain,Male,1,0,0,1
641,33,2,146193.6,55796.83,France,Male,2,1,1,1
701,63,3,120916.52,144727.45,Germany,Male,3,0,0,1
583,40,3,54428.37,109638.78,Spain,Female,1,1,0,1
491,68,1,95039.12,116471.14,Germany,Female,1,0,1,1
621,40,8,174126.75,172490.78,Germany,Male,3,1,0,1
633,47,0,0.0,6342.84,France,Female,1,1,1,1
591,56,9,128882.49,196241.94,France,Female,1,1,1,1
670,40,2,164948.98,177028.0,Germany,Male,3,0,0,1
404,54,4,125456.07,83715.66,Germany,Female,1,1,0,1
536,53,2,143923.96,2019.78,Spain,Male,1,1,0,1
544,53,9,0.0,125692.07,Spain,Female,1,1,0,1
543,57,1,106138.33,120657.32,Germany,Female,2,1,1,1
776,33,8,115130.34,129525.5,Germany,Male,1,0,0,1
691,37,7,123067.63,98162.44,Germany,Female,1,1,1,1
739,54,8,126418.14,134420.75,Germany,Male,1,1,0,1
516,50,5,0.0,146145.93,Spain,Male,1,0,1,1
682,52,5,112670.48,21085.17,France,Female,1,1,0,1
692,33,9,0.0,113505.93,France,Male,1,1,0,1
689,55,1,76296.81,42364.75,Germany,Female,1,1,0,1
659,49,1,0.0,116249.72,France,Female,1,1,0,1
520,46,10,85216.61,117369.52,France,Female,1,1,0,1
805,45,9,116585.97,189428.75,Germany,Female,1,1,0,1
581,54,2,152508.99,187597.98,Germany,Female,1,1,0,1
706,67,1,123276.69,86507.88,Germany,Male,2,1,1,1
645,43,9,140121.17,11302.7,Germany,Male,1,1,0,1
727,31,0,0.0,121751.04,Spain,Female,1,1,0,1
637,55,1,123378.2,81431.99,Germany,Female,1,1,0,1
569,66,2,0.0,130784.2,France,Male,1,1,0,1
686,47,5,170935.94,173179.79,Germany,Female,1,1,0,1
511,45,5,68375.27,193160.25,France,Male,1,1,0,1
688,36,0,89772.3,177383.68,Spain,Male,1,1,0,1
529,67,8,103101.56,154002.02,France,Male,2,1,1,1
648,43,7,81153.82,144532.85,Spain,Female,1,1,1,1
659,50,3,0.0,183399.12,France,Female,1,1,0,1
600,43,8,133379.41,177378.66,Germany,Male,1,1,0,1
495,34,9,117160.32,116069.24,Germany,Female,1,1,1,1
726,56,8,123110.9,130113.78,Spain,Female,3,0,1,1
614,40,6,0.0,20339.79,France,Male,1,1,1,1
738,44,2,0.0,43018.82,Spain,Male,2,1,0,1
744,50,1,121498.11,106061.47,Germany,Female,2,0,1,1
493,31,3,0.0,176570.28,France,Female,1,1,1,1
459,46,7,110356.42,4969.13,Germany,Male,1,1,0,1
546,74,8,114888.74,66732.63,Germany,Female,2,1,1,1
611,52,7,0.0,73585.18,Spain,Male,1,0,1,1
850,55,10,98488.08,155879.57,France,Female,1,1,0,1
637,45,2,157929.45,145134.49,Spain,Female,1,1,1,1
805,50,9,130023.38,62989.82,Germany,Male,1,1,0,1
580,45,8,103741.14,47428.73,Germany,Male,1,1,0,1
667,43,1,103018.45,32462.39,Germany,Male,1,1,0,1
665,45,5,155447.65,51871.95,Germany,Female,2,1,0,1
720,64,3,45752.78,79623.28,Spain,Male,2,1,0,1
600,49,6,0.0,148087.88,France,Female,1,0,1,1
706,53,3,0.0,88479.02,Spain,Female,3,0,0,1
785,47,9,122031.55,33823.5,France,Female,1,1,1,1
650,25,3,86605.5,16649.31,Spain,Female,3,1,0,1
606,35,7,0.0,106837.06,Spain,Male,1,1,0,1
742,55,5,155196.17,121207.66,Germany,Male,1,0,1,1
690,40,9,77641.99,189051.59,France,Female,1,0,0,1
703,45,1,0.0,182784.11,Spain,Female,1,1,0,1
762,34,4,88815.56,68562.26,Germany,Male,2,1,0,1
670,40,3,47364.45,148579.43,France,Female,1,1,1,1
580,44,9,143391.07,146891.07,Germany,Male,1,0,0,1
581,43,5,93259.57,141035.65,Germany,Female,3,1,0,1
750,40,5,168286.81,20451.99,Germany,Male,3,1,0,1
850,37,9,122506.38,199693.84,Germany,Male,1,0,1,1
666,51,2,148222.65,156953.54,France,Male,1,0,0,1
535,49,3,0.0,61820.41,France,Female,1,0,0,1
586,35,7,164769.02,119814.25,France,Female,3,1,0,1
705,54,3,125889.3,96013.5,Germany,Female,3,1,0,1
599,45,10,103583.05,132127.69,Germany,Male,1,1,0,1
722,48,10,138311.76,3472.63,Germany,Female,1,1,1,1
819,49,1,120656.86,166164.3,Germany,Female,4,0,0,1
681,42,3,118199.97,9452.88,Germany,Male,2,1,0,1
698,57,6,136325.48,72549.27,France,Male,2,1,1,1
623,46,4,0.0,5549.11,Spain,Male,1,1,0,1
584,37,10,134171.8,70927.11,Germany,Female,4,1,1,1
677,29,3,86616.35,91903.9,France,Female,1,0,0,1
544,47,5,105245.21,99922.08,Germany,Male,1,0,0,1
457,41,8,73700.12,185750.02,France,Male,3,1,1,1
702,60,5,138597.54,41536.59,Germany,Female,2,1,1,1
607,33,2,108431.87,109291.39,Spain,Female,2,0,1,1
555,42,6,107104.5,41304.44,Germany,Male,1,1,1,1
589,19,9,83495.11,143022.31,Germany,Female,1,1,1,1
620,39,9,159492.79,80582.34,Germany,Male,1,1,0,1
826,56,8,174506.1,161802.82,Spain,Female,2,0,1,1
505,33,3,106506.77,45445.78,Germany,Female,3,1,0,1
437,43,6,0.0,148330.97,France,Female,1,1,0,1
788,57,8,93716.72,180150.49,Germany,Female,1,1,1,1
434,55,6,0.0,73562.05,Spain,Male,1,0,1,1
713,32,1,117094.02,149558.83,France,Female,1,0,0,1
626,38,7,141074.59,52795.56,France,Male,1,1,0,1
734,43,3,55853.33,94811.85,Spain,Female,2,0,1,1
608,44,5,126147.84,132424.69,Germany,Female,1,0,1,1
517,59,8,154110.99,101240.08,Germany,Female,2,1,0,1
781,38,2,117810.79,65632.33,France,Male,1,0,1,1
578,38,4,113150.44,176712.59,Germany,Female,2,1,0,1
530,55,4,120905.03,123475.88,France,Female,1,0,1,1
850,49,8,98649.55,119174.88,Germany,Male,1,1,0,1
595,53,7,0.0,41371.68,France,Female,2,1,0,1
735,46,2,106344.95,114371.33,Germany,Male,1,1,0,1
718,52,8,79475.3,32421.32,France,Male,3,1,1,1
376,46,6,0.0,157333.69,France,Female,1,1,0,1
822,38,6,128289.7,9149.96,France,Male,3,1,0,1
583,54,6,115988.86,57553.98,Germany,Female,1,1,0,1
