CreditScore,Age,Tenure,Balance,EstimatedSalary,Geography,Gender,NumOfProducts,HasCrCard,IsActiveMember,Exited
606.8807,38.0,3.0,146678.88,131037.086,Spain,Male,1,1,0,1
628.78174,35.71209,2.0,116728.23,24027.182,France,Female,1,1,0,1
753.62286,34.0,6.0,0.0,121630.52,France,Female,1,0,0,1
575.4256,32.0,6.0,0.0,51426.887,Spain,Male,1,1,1,1
600.1994,55.914936,3.0,107175.05,78449.66,Germany,Female,3,0,1,1
682.0798,43.0,8.0,183413.8,51353.223,Spain,Male,1,0,0,1
572.7351,24.0,5.0,94431.516,131195.39,Germany,Female,2,1,0,1
650.2157,34.0,7.0,0.0,107446.84,France,Male,1,1,1,1
610.55133,42.0,7.0,170741.81,127314.48,Spain,Male,2,0,0,1
699.7105,43.719147,6.0,128535.375,17291.078,Germany,Male,1,0,0,1
509.2281,52.0,8.0,115506.234,143840.44,France,Female,3,1,0,1
764.79065,34.0,3.0,0.0,77759.68,France,Female,1,1,0,1
778.9841,34.810177,8.0,129716.72,84911.875,Germany,Female,1,0,1,1
460.02548,33.0,8.0,105648.69,198313.47,Germany,Female,1,1,0,1
689.8262,38.0,5.0,143101.36,102041.99,France,Female,2,1,0,1
628.64404,40.0,10.0,0.0,136782.88,Spain,Male,1,1,0,1
652.7641,50.74793,10.0,0.0,173160.4,France,Female,4,1,0,1
788.8069,44.0,8.0,127126.484,112375.49,Germany,Male,1,0,1,1
737.4545,45.0,2.0,126658.375,13229.621,Germany,Female,1,0,0,1
711.21783,37.0,7.0,115625.945,126694.625,Germany,Male,1,1,1,1
787.02527,26.0,6.0,134446.14,8367.709,France,Male,1,1,0,1
822.8302,38.0,6.0,137421.27,11876.27,France,Female,3,1,0,1
770.8053,22.82983,7.0,152253.36,25669.504,France,Male,1,1,0,1
645.84216,44.0,1.0,108599.445,28129.646,Germany,Male,1,1,0,1
631.2278,31.0,8.0,133116.56,19227.547,Germany,Female,1,1,0,1
598.7293,54.0,1.0,151073.3,188048.97,Germany,Female,1,1,0,1
605.86633,56.0,5.221828,141549.47,90932.734,Germany,Female,1,1,0,1
469.31885,40.0,7.0,120842.94,121438.016,Germany,Female,2,1,0,1
504.7952,41.0,2.0,80728.77,191399.81,Spain,Female,2,1,0,1
548.5086,33.0,6.7584586,0.0,156927.44,Spain,Female,1,0,1,1
454.7509,40.0,4.0,115742.17,99321.75,Germany,Female,2,1,0,1
777.4637,54.04031,9.0,118245.11,82732.84,Germany,Male,1,1,0,1
689.45654,45.0,0.0,26395.938,196338.08,Spain,Female,1,1,0,1
705.1065,37.0,3.0,91859.12,93678.3,France,Male,2,0,0,1
602.4886,34.0,2.0,0.0,144529.36,France,Female,3,1,0,1
705.58624,29.0,3.0,143909.1,170170.6,France,Female,2,1,0,1
555.4932,44.0,2.0,105060.805,88325.36,Germany,Male,1,1,0,1
563.5333,41.0,4.0,0.0,85176.59,France,Male,4,0,0,1
627.3098,34.0,4.0,116274.305,29862.781,Germany,Male,1,1,1,1
614.031,25.0,7.0,110733.44,39208.63,Germany,Female,1,1,0,1
682.99835,49.0,3.0,108716.37,165170.17,Germany,Female,1,1,0,1
537.04803,46.0,1.0,78940.52,149421.53,France,Male,1,1,0,1
653.5836,27.0,8.0,149226.05,167824.94,Spain,Female,3,0,0,1
650.5862,46.633728,8.0,141867.92,74922.8,Germany,Male,1,0,1,1
822.5499,27.0,4.0,130842.86,80049.914,Germany,Female,1,1,0,1
611.2915,47.0,6.0,109770.734,167828.47,Germany,Female,3,1,1,1
632.8168,52.400574,6.0,122505.18,149166.9,France,Female,3,1,0,1
651.2084,49.0,2.0,153667.84,78279.6,Germany,Female,2,1,1,1
794.9887,40.0,5.0,0.0,5350.487,France,Female,3,1,0,1
702.4988,47.0,9.0,0.0,150842.53,France,Female,2,0,0,1
749.7387,31.0,6.1013083,123534.8,70603.67,Germany,Male,2,1,1,1
557.137,60.694134,8.0,130394.68,786.9911,Germany,Female,2,0,0,1
569.10034,57.203598,4.0,108366.86,142412.11,Germany,Female,3,0,1,1
621.8463,40.0,7.0,0.0,128432.45,France,Female,2,0,1,1
525.6633,37.0,5.0,96894.61,181871.88,France,Male,1,0,0,1
584.4882,45.0,1.0,112878.22,174448.3,France,Male,1,1,0,1
618.2072,58.55317,5.036273,137305.77,64151.75,Germany,Female,2,1,1,1
647.5275,40.0,5.0,141318.11,1538.4956,Germany,Female,1,1,1,1
657.6896,36.755302,1.0,0.0,118256.836,France,Male,3,0,0,1
591.2716,50.56585,1.0,137094.34,123906.67,France,Male,1,0,0,1
584.25446,48.45143,5.0,100685.94,195594.19,Germany,Male,1,1,0,1
676.65247,32.0,6.0,0.0,100099.43,France,Female,1,1,0,1
634.98517,51.25793,1.0,166604.83,183126.69,Spain,Male,2,1,0,1
705.0997,46.0,6.0,69277.19,133638.33,Spain,Female,1,0,0,1
633.54224,47.03424,7.0,108838.68,160340.7,Germany,Female,1,1,1,1
719.98615,28.0,5.0,204491.34,62896.203,France,Female,1,1,0,1
756.6293,50.134804,2.0,84629.4,30872.4,Germany,Female,1,1,1,1
666.2406,41.0,8.0,93266.234,149762.36,Germany,Female,3,1,1,1
726.3,44.0,0.0,122820.33,56597.2,Germany,Female,1,1,1,1
699.49554,44.127804,2.0,118755.56,23027.646,Germany,Female,1,0,0,1
850.0,35.0,8.0,145974.81,69529.66,Germany,Female,1,1,0,1
712.1206,46.0,0.0,186969.55,67468.98,Spain,Male,1,1,0,1
615.5048,54.3169,8.0,0.0,131897.2,Spain,Female,1,1,0,1
610.84143,55.866978,6.0,0.0,27933.318,France,Female,3,1,0,1
707.45544,42.0,7.0,0.0,73346.414,Spain,Female,2,0,0,1
462.55725,50.0,6.0,91631.17,66050.22,Germany,Female,1,1,0,1
540.48535,40.0,7.0,95307.26,130459.29,France,Female,1,1,0,1
798.83527,52.314693,4.0,98286.17,21930.842,France,Male,2,1,1,1
503.75867,40.0,6.0,148769.08,53787.707,France,Male,1,0,1,1
736.2628,41.0,1.0,115585.31,166741.67,Germany,Female,1,0,0,1
833.52515,47.0,9.0,0.0,29414.479,Spain,Male,1,0,0,1
597.1856,54.0,6.0,92515.49,52406.66,Spain,Male,1,1,0,1
633.72296,43.0,7.0,167421.52,133188.36,France,Male,1,1,0,1
617.6085,48.210716,8.0,100144.86,130962.49,Spain,Male,1,1,1,1
574.0285,52.0,7.0,176132.14,115865.92,France,Male,1,1,0,1
543.5552,51.0,8.0,105136.25,115590.08,Spain,Male,1,0,1,1
649.02026,35.0,2.0,109608.08,171738.14,Germany,Male,1,0,1,1
696.55865,55.272144,1.0,129457.01,79420.695,Germany,Female,1,0,0,1
755.8405,40.0,1.0,101538.3,126686.42,Germany,Male,2,1,0,1
502.79086,41.0,0.0,133987.44,27064.916,Germany,Female,1,0,1,1
706.897,60.01734,3.0,138495.58,45459.56,Germany,Male,2,1,1,1
629.0912,36.0,8.443074,0.0,55957.617,Spain,Female,1,1,0,1
685.5241,47.806248,10.0,0.0,84610.44,France,Female,1,1,0,1
681.80817,43.0,2.0,0.0,89192.016,France,Male,1,1,0,1
512.7073,52.0,3.0,114691.88,44469.28,Germany,Male,1,1,1,1
773.1672,56.872135,8.0,97845.95,73911.38,Spain,Male,1,0,0,1
728.4097,35.0,8.932778,0.0,42059.582,Spain,Male,1,1,1,1
662.01465,58.365906,3.0,116619.086,21883.537,Germany,Female,1,0,0,1
658.71857,41.0,0.0,0.0,91911.95,France,Female,1,0,1,1
755.11993,63.400497,6.0,116237.305,66156.35,Germany,Male,1,1,1,1
620.8441,33.0,5.0,0.0,167718.03,France,Male,1,1,0,1
637.0,46.0,5.0,48178.004,126623.28,France,Male,1,1,0,1
708.8781,58.0,3.0,0.0,167314.42,France,Male,1,0,1,1
798.57544,49.8119,4.0,102026.766,159594.4,Germany,Male,1,1,0,1
532.94574,52.998573,3.0,114213.47,35697.45,Germany,Female,3,1,0,1
586.2474,46.0,6.0,102459.97,78791.81,Germany,Female,3,0,1,1
728.2604,42.135143,6.0,0.0,69733.69,France,Male,2,1,1,1
705.0,48.0,0.0,176037.69,95517.98,Spain,Male,1,1,0,1
552.2633,43.0,1.0,114930.66,146094.48,Germany,Female,1,1,0,1
651.8777,55.962772,4.0,131151.0,66696.95,Germany,Female,3,1,1,1
578.86975,57.951214,1.0,0.0,81336.42,France,Male,1,1,0,1
615.44684,48.0,4.0,97239.375,72598.29,Spain,Female,1,0,0,1
646.0,43.0,8.0,98703.11,62751.754,France,Male,1,1,0,1
580.37415,52.987373,1.0,0.0,60167.168,France,Female,1,1,1,1
647.3186,45.0,9.0,84047.76,122554.1,France,Female,1,0,0,1
556.77203,54.0,6.0,0.0,12777.146,France,Female,1,1,0,1
708.5299,42.0,4.0,140541.23,25405.434,France,Female,1,1,0,1
589.0865,39.0,9.0,115962.06,19879.168,Germany,Male,1,1,0,1
754.5173,45.0,2.0,125868.695,174166.84,Germany,Male,1,0,0,1
844.27795,33.0,6.0,0.0,33064.566,France,Male,1,1,1,1
613.76086,36.0,8.0,121902.64,62830.242,Spain,Female,2,1,0,1
728.40173,52.0,3.0,101474.086,151209.38,France,Female,1,0,0,1
424.8301,23.0,3.0,167881.55,152218.58,Spain,Female,2,0,1,1
688.61786,55.275166,8.0,0.0,144941.98,Spain,Female,1,1,0,1
666.28674,39.0,7.0,134225.5,99116.125,Germany,Female,1,1,0,1
652.11426,48.0,8.0,109876.25,51355.31,France,Male,4,0,0,1
591.83984,38.0,1.0,122288.695,129193.625,Germany,Female,1,1,0,1
850.0,35.0,1.0,211362.12,183338.6,France,Female,1,1,0,1
733.8039,40.0,2.0,0.0,113266.07,Spain,Male,1,1,0,1
549.1113,42.0,6.0,0.0,103300.89,France,Male,2,1,0,1
688.2012,51.0,3.0,117176.41,182779.77,Germany,Male,1,1,0,1
628.0218,42.0,9.0,110605.8,140491.92,Germany,Male,1,1,0,1
484.15588,50.0,3.0,125517.65,30244.734,Germany,Male,1,1,1,1
608.6553,44.710472,7.6522164,106810.9,136346.28,Spain,Male,3,1,0,1
577.43,47.875774,5.0,115334.016,107676.82,Germany,Male,4,1,1,1
594.95435,55.0,3.0,155200.4,114167.57,France,Female,1,1,0,1
676.4262,37.0,6.0,83718.01,105341.24,Germany,Male,2,1,1,1
728.88007,44.0,3.0,0.0,44919.715,Spain,Male,2,1,0,1
811.16205,34.0,5.0,124810.44,94617.516,Germany,Male,1,1,0,1
511.62915,40.620964,7.0,97987.33,164228.61,France,Male,3,1,1,1
742.6698,39.0,7.0,109094.8,57962.863,Spain,Female,2,0,0,1
741.94415,49.0,8.0,0.0,85913.6,France,Male,3,1,0,1
705.37695,52.99968,9.0,138646.75,80009.61,Germany,Female,1,1,0,1
744.5454,44.0,2.0,125447.984,193030.78,Germany,Female,1,1,0,1
671.0115,44.0,8.0,107936.0,84069.695,Germany,Male,2,1,1,1
732.4994,31.744741,1.0,0.0,154475.92,Spain,Male,3,1,0,1
711.5852,44.0,3.0,133265.9,145572.7,Germany,Female,1,1,0,1
822.58856,51.0,9.0,121354.58,112538.055,Germany,Male,1,1,0,1
591.8741,51.0,1.0,106130.52,27506.688,Germany,Male,1,1,0,1
755.9005,46.139084,4.0,159935.27,154394.9,Spain,Male,1,1,0,1
759.13214,33.0,6.0,105919.625,94879.8,Germany,Male,2,1,0,1
571.55774,28.0,8.0,98274.14,126528.17,Germany,Female,1,0,1,1
585.37915,51.301476,6.0,106840.99,148901.17,Germany,Male,1,1,0,1
641.1034,47.97096,3.0,0.0,118168.125,Spain,Female,1,1,0,1
646.0,51.0,6.0,109953.38,16801.264,France,Female,3,0,0,1
526.4856,56.402035,1.0,118199.02,74024.59,Spain,Female,1,1,1,1
607.3329,50.0,3.0,141179.77,83546.72,France,Female,1,0,1,1
545.9089,26.0,6.0,117668.234,101319.78,France,Male,1,1,1,1
584.37885,42.0,4.0,127438.64,74184.375,Germany,Female,1,0,1,1
754.68854,45.0,0.0,96795.086,183607.56,France,Female,1,1,0,1
707.1467,46.0,7.0,0.0,33982.86,France,Female,1,1,0,1
779.9043,39.0,9.0,123354.484,53772.332,France,Female,1,1,1,1
700.4289,32.0,7.0,164822.75,114576.91,France,Male,3,1,0,1
713.6806,45.0,5.0,119896.83,86052.11,Germany,Female,1,1,0,1
600.78735,32.0,5.0,95142.27,163361.86,Germany,Male,4,0,0,1
805.49884,52.989178,4.0,103109.69,85258.63,France,Male,1,1,1,1
647.724,54.29085,3.0,101527.67,34012.65,Spain,Male,1,0,1,1
634.95184,42.0,6.0,154983.39,145636.53,Spain,Male,1,1,0,1
495.23306,52.990376,4.0,194505.6,20117.902,France,Male,1,1,1,1
664.2455,38.0,4.0,83037.69,180703.17,France,Female,1,0,1,1
717.16284,31.0,7.0,145367.47,171864.89,Germany,Female,3,1,0,1
693.49274,42.0,2.6380205,119752.18,86489.93,France,Male,1,1,0,1
537.78656,55.0,1.0,96431.04,92430.375,France,Female,1,1,0,1
506.75928,40.0,7.0,0.0,162385.89,France,Male,2,1,0,1
749.3187,51.0,0.0,125459.164,36135.12,France,Female,1,1,1,1
551.70844,43.0,1.0,118708.33,125721.414,Germany,Female,1,1,0,1
850.0,36.0,8.0,133739.03,13815.338,Germany,Male,1,1,0,1
680.1568,46.0,7.0,138339.28,171756.02,France,Female,1,1,0,1
801.74005,57.033,0.0,117524.72,27266.008,Spain,Male,1,1,0,1
647.3255,34.0,8.0,123268.766,50948.688,Germany,Female,1,1,1,1
657.97614,43.0,5.0,137745.36,60290.78,France,Female,1,1,0,1
634.442,26.0,8.0,0.0,161976.6,France,Female,3,1,0,1
606.5205,52.990993,6.0,77008.1,83786.28,France,Female,3,0,1,1
850.0,35.72762,3.0,125892.516,50287.715,France,Female,4,1,0,1
725.2508,56.389206,2.0,101887.87,120461.61,Germany,Female,1,1,0,1
728.50354,43.0,1.0,0.0,55008.387,Spain,Male,1,1,0,1
686.5507,26.0,5.0,83866.27,161070.67,France,Male,1,1,1,1
487.58917,48.0,6.0,101222.03,65231.496,Germany,Female,1,1,0,1
637.0,42.030373,10.0,145337.03,25340.244,France,Female,1,1,0,1
689.09656,50.0,6.0,0.0,9827.051,France,Male,1,1,0,1
724.2535,36.0,3.0,91425.164,137813.44,France,Female,1,1,1,1
773.75134,39.0,2.0,109071.47,98513.19,Spain,Female,1,1,0,1
746.945,40.0,6.0,164589.0,27823.365,Germany,Male,3,1,0,1
579.1312,38.0,9.0,139141.6,70513.28,France,Female,4,1,1,1
589.53644,24.349264,7.0,141941.23,57028.066,France,Male,1,1,0,1
597.1968,66.32533,3.0,89839.555,104679.28,France,Male,2,1,1,1
697.7012,32.0,2.0,129232.01,107799.59,Germany,Male,3,1,1,1
575.70514,31.0,0.0,107115.96,53071.04,Spain,Male,1,1,1,1
520.1443,48.0,2.0,0.0,136524.92,France,Female,1,1,0,1
778.8986,41.0,6.0,0.0,161950.61,Spain,Female,1,1,0,1
543.5936,25.284645,8.0,116444.46,69588.125,Germany,Female,1,1,0,1
663.8646,40.0,10.0,123408.46,11184.532,Germany,Male,1,1,0,1
727.84467,43.0,1.0,132252.53,144259.9,Germany,Female,1,1,0,1
550.9494,52.96633,2.0,0.0,11994.708,France,Female,1,0,0,1
779.60126,55.0,5.0,111614.914,43166.895,Germany,Female,1,0,1,1
738.8323,33.0,8.0,124479.05,182153.52,Germany,Female,1,0,1,1
499.29755,34.0,8.0,102995.836,198486.92,Germany,Female,1,0,1,1
549.1911,51.0,3.0,113958.95,123516.836,Germany,Male,1,1,1,1
743.6658,41.0,3.230712,90545.93,88709.04,Germany,Female,1,0,1,1
675.1045,49.646336,0.0,124876.734,176142.81,Spain,Female,1,0,0,1
648.45905,39.0,2.0,0.0,69124.24,Spain,Male,1,1,1,1
607.7096,30.0,8.0,137549.03,147910.6,Spain,Female,1,1,1,1
561.94086,40.0,6.0,115464.91,13980.901,Germany,Female,3,0,0,1
514.9402,38.0,2.0,110227.21,12842.847,France,Male,1,1,0,1
532.8106,42.0,0.0,128975.4,89952.9,France,Female,1,1,1,1
606.2783,43.0,4.0,103295.84,59040.234,Germany,Female,3,1,0,1
544.8064,52.99756,2.0,0.0,64886.55,France,Female,1,0,0,1
627.4176,52.993813,6.0,112333.02,97634.02,Germany,Female,3,1,1,1
850.0,45.0,7.0,121003.78,52906.145,Germany,Female,1,1,0,1
528.4023,41.0,5.9977603,126730.766,12414.342,Germany,Male,1,1,0,1
637.0,49.0,7.0,142872.14,104615.98,France,Female,1,0,1,1
629.36725,58.0,0.0,122178.58,147374.11,France,Female,1,0,0,1
757.76514,35.0,4.0,101138.12,82077.52,Germany,Male,1,0,0,1
713.9664,45.0,6.0,128537.59,180094.88,France,Male,3,0,0,1
597.7281,57.001247,0.0,93496.34,136673.16,Spain,Female,1,1,1,1
624.8279,48.0,9.0,124436.375,77459.766,Germany,Female,1,0,0,1
575.0682,49.6726,0.0,137547.62,53908.516,France,Female,1,1,1,1
750.5899,56.0,1.0,127330.97,97620.09,Germany,Female,1,1,0,1
752.2507,43.0,7.0,119153.76,68013.4,Germany,Male,2,1,0,1
819.1156,56.0,4.0,0.0,149977.1,France,Female,1,0,0,1
518.2881,42.0,10.0,121234.7,123795.63,Germany,Female,1,1,0,1
535.12897,46.0,5.0,128428.7,135329.22,Germany,Male,2,0,0,1
772.94855,37.0,5.0,104931.89,12717.39,Germany,Female,1,0,1,1
638.9497,51.24549,4.0,0.0,123976.445,France,Female,2,1,1,1
622.5397,45.0,3.0,138170.44,30408.848,Germany,Female,1,0,1,1
681.1846,58.0,6.0,94290.17,79313.65,France,Male,1,1,0,1
604.1967,55.255768,3.0,105080.336,30083.379,France,Female,2,1,0,1
634.1222,41.0,1.0,99289.33,22188.307,Germany,Male,1,1,0,1
474.10983,46.0,3.0,0.0,171394.45,France,Female,1,0,1,1
661.8116,51.566345,1.0,124683.67,84321.27,France,Male,2,1,1,1
547.374,56.0,8.0,130795.81,133148.36,Germany,Male,2,1,0,1
633.0,42.0,2.0,0.0,28355.254,France,Female,1,1,0,1
765.15454,42.0,1.0,0.0,7302.315,Spain,Female,1,1,0,1
696.36475,33.0,3.0,0.0,126368.914,France,Female,1,1,1,1
592.00946,57.28034,7.0,140566.7,79921.34,Germany,Female,1,0,0,1
605.2767,45.896816,6.0,63987.62,185675.4,France,Female,1,1,0,1
506.09668,49.0,6.0,134792.78,168024.33,Germany,Female,1,1,0,1
564.446,41.0,8.0,136070.17,48084.39,Germany,Female,3,0,1,1
539.8627,51.0,7.132701,0.0,122042.1,Germany,Female,1,1,0,1
571.4242,48.546978,9.0,0.0,151014.53,France,Male,1,0,1,1
710.83575,49.0,7.0,181714.08,165668.45,France,Male,2,1,0,1
527.2922,29.0,9.0,99628.1,138632.9,France,Male,1,1,0,1
626.58795,52.988537,5.0,122245.19,27640.11,Germany,Female,2,0,0,1
767.4326,50.021996,5.0,84966.22,61168.44,Spain,Male,2,0,1,1
634.66345,41.0,2.0,0.0,114687.12,France,Female,4,0,0,1
691.7074,44.0,2.0,0.0,108124.33,France,Male,3,1,0,1
633.34235,51.0,3.6940398,90180.37,130002.5,Germany,Female,1,1,0,1
769.61487,42.0,1.0,0.0,19934.059,Spain,Female,1,1,0,1
769.56134,46.0,6.0,0.0,76918.73,Spain,Female,1,0,0,1
636.023,40.0,3.0,94379.31,126504.13,Germany,Female,2,1,1,1
651.4129,47.0,2.0,118565.15,5266.9185,Germany,Female,1,1,0,1
588.71533,54.662395,1.0,129789.54,106925.84,Germany,Male,1,1,1,1
741.13525,48.316284,3.0,114954.48,140314.19,Spain,Male,1,1,0,1
710.8308,30.0,2.0,188588.9,73502.28,France,Female,1,0,0,1
645.7722,43.56941,4.0,173309.83,123523.984,France,Male,1,1,0,1
634.4583,36.0,2.0,117169.64,56743.69,Germany,Female,1,0,1,1
391.71567,50.0,5.0,0.0,147220.88,France,Female,1,1,0,1
512.9532,30.0,8.923419,0.0,142004.67,France,Male,1,1,0,1
486.3813,60.127808,8.0,116366.77,145168.38,Germany,Male,2,1,0,1
624.3282,55.0,6.0,153237.52,118324.17,France,Female,1,1,0,1
623.29376,40.0,8.0,110973.1,2609.641,Germany,Male,1,1,0,1
790.3621,55.0,9.0,120975.43,157126.84,Germany,Male,1,0,0,1
753.89655,46.0,1.0,123969.63,136382.86,France,Male,1,1,1,1
635.6381,37.0,9.0,135007.52,104170.52,France,Male,3,1,0,1
587.72375,54.93088,6.0,122236.93,140748.31,France,Female,1,0,0,1
761.4613,56.018635,5.0,0.0,133772.12,France,Male,1,1,0,1
537.5551,41.0,1.0,119226.93,22648.54,Germany,Female,1,1,0,1
600.3848,54.928032,9.0,181133.88,116984.516,France,Male,1,1,0,1
598.0196,54.647106,6.0,135541.5,174913.58,Germany,Female,1,0,1,1
590.41187,56.46142,7.0,122324.2,72961.484,Germany,Male,2,0,0,1
850.0,31.0,5.0,140828.0,39146.207,France,Male,1,1,0,1
753.29083,45.0,3.0,153618.58,94572.78,Spain,Male,2,0,0,1
768.3791,33.0,7.0,111817.34,92608.17,Germany,Male,1,0,0,1
742.5665,48.0,5.0,146308.83,62607.71,Germany,Male,1,0,0,1
753.09564,24.620667,9.0,155469.6,147586.11,France,Female,1,1,0,1
678.13855,46.0,1.0,111072.7,74028.18,Germany,Female,1,0,0,1
503.54825,52.0,2.0,153077.2,75630.8,France,Female,1,1,1,1
634.37897,49.0,2.0,106806.91,91971.484,Spain,Female,3,0,0,1
609.1901,51.306416,8.0,93317.24,61143.12,France,Male,3,0,1,1
660.8435,40.0,4.0,69679.15,145274.73,Spain,Female,1,0,1,1
693.1289,52.0,6.0,172773.2,84479.195,Germany,Male,1,0,0,1
