length(m),height(cm),condition,color_type,X1,X2,breed_category,pet_category
0.93,37.064564,3.0,Red,7,1,2.0,category0
0.6,19.521309,3.0,Gray,18,4,2.0,category0
0.51,24.324724,3.0,Gray,18,4,2.0,category0
0.17835547,20.177845,2.0,Tan,3,9,1.0,category0
0.36,42.89517,3.0,Gray,0,1,2.0,category0
0.42,32.514812,3.0,Black,18,4,2.0,category0
0.52,18.371988,2.0,Black,18,4,1.0,category0
0.37,38.354866,3.0,White,18,4,2.0,category0
0.32344788,11.477906,2.0,Black,0,1,0.0,category0
0.84,30.239359,3.0,Gray,0,7,2.0,category0
0.2,11.187588,2.0,Brown,0,1,0.0,category0
0.21,21.79063,3.0,White,18,4,2.0,category0
0.97,40.502422,3.0,Gray,0,1,2.0,category0
0.38,19.975819,3.0,Yellow,0,1,2.0,category0
0.59052736,27.773989,3.0,White,18,4,2.0,category0
0.44,30.661373,2.0,White,13,9,0.0,category0
0.94,16.099468,2.0,Black,0,1,0.0,category0
0.67,5.734187,2.0,Black,0,1,0.0,category0
0.9,38.751907,3.0,Red,0,1,2.0,category0
0.02,6.434529,2.0,Blue,13,9,0.0,category0
0.82,29.695786,3.0,Brown,18,4,2.0,category0
0.36,36.908245,2.0,Black,7,1,1.0,category0
0.20709698,16.612448,3.0,Gray,18,4,2.0,category0
0.23,18.351864,2.0,Gray,18,4,1.0,category0
0.3,19.956783,2.0,Green,0,1,0.0,category0
0.96558875,38.331734,3.0,Red,7,1,2.0,category0
0.98,24.059814,3.0,White,7,1,2.0,category0
0.7379714,21.825586,3.0,Red,12,1,2.0,category0
0.96,41.78076,3.0,Brown,0,1,2.0,category0
0.977606,42.434772,2.0,Sable,7,1,0.0,category0
0.81,41.96838,2.0,Red,0,1,0.0,category0
0.40557492,24.652096,3.0,Red,0,1,2.0,category0
0.97,15.419881,2.0,Brown,0,1,0.0,category0
0.9346835,25.596983,3.0,Yellow,7,1,2.0,category0
0.37,32.168304,3.0,Black,11,4,2.0,category0
0.11,10.316504,3.0,Gray,18,4,2.0,category0
0.18,20.947275,3.0,Yellow,0,1,2.0,category0
0.15775767,43.876167,3.0,Blue,18,4,2.0,category0
0.66024125,7.077535,2.0,Black,13,9,0.0,category0
0.71118313,20.565441,3.0,White,0,1,2.0,category0
0.26,29.898932,3.0,Yellow,0,1,2.0,category0
0.19,16.455082,3.0,Brown,11,4,2.0,category0
0.22,15.783483,2.0,Sable,0,1,0.0,category0
0.76,26.109917,3.0,Yellow,7,1,2.0,category0
0.18495709,10.926416,2.0,Gray,13,9,0.0,category0
0.83,24.950657,3.0,Green,0,1,2.0,category0
0.56,31.347755,3.0,Black,18,4,2.0,category0
0.74,18.923265,3.0,White,0,1,2.0,category0
0.19,42.823284,3.0,Brown,18,4,2.0,category0
0.31,16.959461,3.0,Gray,0,1,2.0,category0
0.43,21.158157,3.0,Tan,0,7,2.0,category0
0.5496626,39.884212,3.0,Yellow,18,4,2.0,category0
0.97,32.19746,2.0,Black,7,1,0.0,category0
0.41,6.9037256,2.0,Red,0,1,1.0,category0
0.77,17.955547,3.0,Brown,0,1,2.0,category0
0.67,38.786877,3.0,Yellow,0,1,2.0,category0
0.88,27.785896,2.0,Black,0,1,1.0,category0
0.665412,10.938513,2.0,Black,18,4,1.0,category0
0.45,32.37496,3.0,Red,7,1,2.0,category0
0.91,13.056241,3.0,Yellow,7,1,2.0,category0
0.98,19.665495,2.0,Cream Tabby,0,1,0.0,category0
0.34314722,24.41664,2.0,Cream Tabby,0,1,0.0,category0
0.66,37.6389,3.0,Red,0,1,2.0,category0
0.16,35.3212,3.0,Red,0,1,2.0,category0
0.44,15.956181,2.0,Black,13,9,0.0,category0
0.27027425,15.694899,3.0,Gray,0,1,2.0,category0
0.82,35.191017,3.0,Gray,0,1,2.0,category0
0.26,44.076927,2.0,White,0,3,0.0,category0
0.6420346,32.143295,2.0,Blue,0,3,0.0,category0
0.12,47.755367,2.0,White,0,3,0.0,category0
0.48,42.146267,3.0,Red,0,1,2.0,category0
0.76,28.749887,3.0,Gray,0,1,2.0,category0
0.67,30.39265,2.0,White,0,3,0.0,category0
0.76,29.125399,3.0,Yellow,18,4,2.0,category0
0.76,36.725857,3.0,Yellow,0,1,2.0,category0
0.88,26.791222,3.0,White,7,1,2.0,category0
0.43442962,29.102583,3.0,Red,0,1,2.0,category0
0.04,31.937218,3.0,Gray,18,4,2.0,category0
0.34,23.07802,2.0,Brown,13,9,0.0,category0
0.46,35.667778,3.0,Red,0,1,2.0,category0
0.65,9.365347,2.0,Red,0,1,0.0,category0
0.65,32.392773,3.0,Green,0,7,2.0,category0
0.28516343,7.857785,2.0,Tan,13,9,0.0,category0
0.29,14.019846,3.0,Gray,0,3,2.0,category0
0.72,17.774288,2.0,Blue,7,1,1.0,category0
0.9,7.662994,2.0,Black,0,1,0.0,category0
0.63,15.361499,2.0,Black,0,1,0.0,category0
0.87,14.126262,2.0,Black,18,4,1.0,category0
0.93,24.697268,3.0,Black,18,4,2.0,category0
0.96,20.305182,2.0,Blue,0,1,0.0,category0
0.72,34.75817,3.0,White,0,1,2.0,category0
0.14,15.711919,3.0,Green,0,1,2.0,category0
0.63,46.300938,3.0,Gray,0,1,2.0,category0
0.47,11.289645,3.0,Red,0,1,2.0,category0
0.21,31.058523,2.0,White,13,9,0.0,category0
0.36,27.483204,2.0,Blue,0,1,0.0,category0
0.9,24.272793,3.0,Tricolor,0,1,2.0,category0
0.813073,29.360876,3.0,Red,7,1,2.0,category0
0.68,22.93298,3.0,Gray,0,1,2.0,category0
0.6696543,36.41786,3.0,Sable,0,1,2.0,category0
0.9500262,14.505548,3.0,Gray,0,1,2.0,category0
0.9280775,12.348706,2.0,Brown,0,1,1.0,category0
0.8412187,25.855116,3.0,Brown,18,4,2.0,category0
0.25,30.3307,3.0,Gray,0,1,2.0,category0
0.62,12.518442,2.0,Black,18,4,1.0,category0
0.63,23.45335,3.0,Brown,0,1,2.0,category0
0.8,35.824924,3.0,Brown,18,4,2.0,category0
0.27,31.663406,2.0,Brown,13,9,0.0,category0
0.77,8.604194,2.0,Fawn,13,9,0.0,category0
0.51,5.451713,2.0,Brown Brindle,13,9,1.0,category0
0.63,20.796053,3.0,Yellow,7,1,2.0,category0
0.55,24.643202,3.0,White,0,1,2.0,category0
0.97,40.72472,2.0,Yellow,0,3,0.0,category0
0.30385223,18.07432,3.0,Gray,0,7,2.0,category0
0.75,37.824223,3.0,White,0,1,2.0,category0
0.15,8.443791,3.0,Red,0,7,2.0,category0
0.73,34.47294,3.0,Black,18,4,2.0,category0
0.45834845,13.962729,3.0,White,0,1,2.0,category0
0.57,20.96313,2.0,Black,18,4,1.0,category0
0.15,19.337505,2.0,White,7,1,0.0,category0
0.73,32.969746,2.0,Blue,0,1,0.0,category0
0.70370007,17.230364,2.0,Black,0,1,0.0,category0
0.60198265,30.94493,3.0,Gray,17,9,2.0,category0
0.7,43.762047,2.0,Blue Tabby,7,1,0.0,category0
0.55064225,31.152843,3.0,Gray,0,1,2.0,category0
0.19,20.327782,3.0,Blue,0,7,2.0,category0
0.12,31.806204,2.0,Red,0,1,1.0,category0
0.21,9.498336,2.0,White,13,9,0.0,category0
0.12,35.134644,3.0,White,0,1,2.0,category0
0.95,7.168116,3.0,Gray,18,4,2.0,category0
0.9816797,41.484074,2.0,Brown Tabby,0,1,0.0,category0
0.63,14.501937,3.0,Gray,0,1,2.0,category0
0.45781738,17.703026,3.0,Red,7,1,2.0,category0
0.94,22.96484,2.0,White,0,1,1.0,category0
0.94,18.15991,3.0,Gray,18,4,2.0,category0
0.98,24.681383,3.0,Brown,18,4,2.0,category0
0.64,8.961648,3.0,Red,0,1,2.0,category0
0.51,13.967614,3.0,Red,13,9,2.0,category0
0.25,46.86574,3.0,Gray,18,4,2.0,category0
0.84,37.04763,3.0,Black,18,4,2.0,category0
0.86,5.6381035,2.0,Red,0,1,1.0,category0
0.72,13.827391,2.0,Black,0,1,0.0,category0
0.37,5.950881,2.0,Blue,0,1,0.0,category0
0.8885704,29.484997,3.0,Yellow,7,1,2.0,category0
0.26,25.191666,3.0,White,0,1,2.0,category0
0.62,36.908436,3.0,Gray,0,1,2.0,category0
0.7527384,11.687131,2.0,Brown Brindle,0,1,1.0,category0
1.0,9.256003,3.0,Gray,0,7,2.0,category0
0.4221626,12.972401,2.0,Blue,0,1,1.0,category0
0.83,38.701374,3.0,Tan,0,6,2.0,category0
0.93,22.147995,2.0,Blue,0,1,0.0,category0
0.72,33.655823,3.0,Yellow,0,7,2.0,category0
0.64,11.982709,3.0,White,7,1,2.0,category0
0.5,11.774275,3.0,White,13,9,2.0,category0
0.59,42.60985,3.0,Black,18,4,2.0,category0
0.22,22.20098,2.0,Blue,0,1,0.0,category0
0.89,34.30503,2.0,Brown,13,9,1.0,category0
0.83,21.537605,2.0,Black,0,1,0.0,category0
0.26,8.911513,2.0,Black,13,9,0.0,category0
0.15,5.0919647,2.0,Tan,13,9,1.0,category0
0.52641255,20.65016,3.0,White,0,3,2.0,category0
0.84,15.716047,2.0,White,0,1,0.0,category0
0.83,21.676119,2.0,Black,0,1,0.0,category0
0.3784451,8.534423,2.0,Tan,13,9,0.0,category0
0.99,35.229675,3.0,Gray,0,1,2.0,category0
0.55,24.964207,3.0,Yellow,0,1,2.0,category0
0.31,42.432064,3.0,Red,7,1,2.0,category0
0.36,28.420858,3.0,Gray,0,1,2.0,category0
0.99,20.529642,3.0,White,7,1,2.0,category0
0.46,22.419685,2.0,Red Tick,0,1,0.0,category0
0.7797704,34.15614,3.0,Tan,18,4,2.0,category0
0.34,15.215997,2.0,Tan,13,9,0.0,category0
0.7,28.93126,3.0,Yellow,7,1,2.0,category0
0.67,8.103944,3.0,Gray,18,4,2.0,category0
0.13,15.364221,2.0,Brown Brindle,0,1,0.0,category0
0.83,16.806599,2.0,Brown Tabby,7,1,0.0,category0
0.66,42.67963,3.0,Black,18,4,2.0,category0
0.42,41.01981,3.0,Yellow,0,1,2.0,category0
0.63,28.48448,3.0,Black,0,2,2.0,category0
0.8249055,27.076998,2.0,Brown,0,1,0.0,category0
0.91,30.52192,2.0,Yellow,0,1,0.0,category0
0.91,20.200945,2.0,Black,0,1,0.0,category0
0.65799475,14.302684,2.0,Brown,13,9,0.0,category0
0.15,34.341446,3.0,Green,0,1,2.0,category0
0.27,14.188907,2.0,Tricolor,0,3,0.0,category0
0.63,39.804703,3.0,White,0,3,2.0,category0
0.96,22.663277,3.0,Gray,0,1,2.0,category0
0.66,37.136818,3.0,Brown,18,4,2.0,category0
0.17182311,6.369225,2.0,Tan,13,9,0.0,category0
0.99,26.510584,3.0,Gray,0,7,2.0,category0
0.67900145,17.24499,3.0,Yellow,0,1,2.0,category0
0.42,10.370313,2.0,Brown,13,9,1.0,category0
0.7,7.9543424,3.0,Gray,0,6,2.0,category0
0.86,32.016754,2.0,Black,0,1,0.0,category0
0.81,15.537673,3.0,Black,18,4,2.0,category0
0.66,21.238441,3.0,Blue,0,1,2.0,category0
0.46095258,22.713043,2.0,Black,0,1,0.0,category0
0.69,42.75784,2.0,White,11,4,1.0,category0
0.95,24.99831,2.0,Red,0,1,1.0,category0
0.91,17.539793,2.0,Black,0,1,0.0,category0
0.5,44.715878,3.0,White,0,1,2.0,category0
0.8964936,10.758964,2.0,White,0,1,0.0,category0
0.71,35.04351,3.0,Gray,0,7,2.0,category0
0.92,39.96341,2.0,Tricolor,0,1,0.0,category0
0.46,35.906456,3.0,Blue,0,3,2.0,category0
0.9,11.005716,3.0,Gray,0,7,2.0,category0
0.55,9.480197,2.0,Red,0,1,0.0,category0
0.43,14.285482,2.0,Cream,13,9,0.0,category0
0.9,14.703146,2.0,Red,0,1,0.0,category0
0.62,13.029064,3.0,Gray,0,7,2.0,category0
0.65,28.56705,3.0,Green,0,7,2.0,category0
0.5,24.739597,2.0,Black,7,1,1.0,category0
1.0,15.531377,3.0,Gray,0,1,2.0,category0
0.96,38.00294,3.0,White,0,7,2.0,category0
0.55,33.81296,3.0,Brown,11,4,2.0,category0
0.74,18.715633,2.0,Chocolate,0,1,0.0,category0
0.2,14.713791,2.0,White,13,9,0.0,category0
0.26,27.754705,3.0,White,0,1,2.0,category0
0.6312213,31.060379,3.0,White,0,7,2.0,category0
0.81,45.20255,3.0,Gray,0,3,2.0,category0
0.38,13.097625,2.0,White,17,9,0.0,category0
0.24,21.10946,3.0,Blue,0,3,2.0,category0
0.15896924,47.90379,3.0,Brown,18,4,2.0,category0
0.19,27.84975,3.0,Brown,18,4,2.0,category0
0.98,33.458652,3.0,White,0,1,2.0,category0
0.24192624,34.27975,3.0,Black,18,4,2.0,category0
0.62,28.206324,3.0,Gray,18,4,2.0,category0
0.15,21.255468,2.0,Black,1,4,1.0,category0
0.7460881,14.326123,3.0,Tricolor,0,3,2.0,category0
0.52,13.369367,3.0,Gray,0,7,2.0,category0
0.842653,24.95771,2.0,Black,0,1,0.0,category0
0.8830791,43.75463,2.0,White,0,3,0.0,category0
0.3647049,28.144205,3.0,Blue,0,3,2.0,category0
0.83,31.872019,3.0,White,0,2,2.0,category0
0.78,23.08439,2.0,Brown,13,9,0.0,category0
0.75,33.344143,2.0,White,0,3,0.0,category0
0.34,7.9289775,3.0,Gray,18,4,2.0,category0
0.53,7.4306254,2.0,Brown,13,9,0.0,category0
0.89,20.186556,3.0,Tricolor,0,1,2.0,category0
0.76,32.731647,3.0,Yellow,0,7,2.0,category0
0.75,17.446024,3.0,Red,0,1,2.0,category0
0.39,19.13163,3.0,Gray,18,4,2.0,category0
0.49,8.121835,2.0,Black,13,9,0.0,category0
0.82,38.375786,3.0,Blue,0,2,2.0,category0
0.75,6.965149,2.0,White,18,4,1.0,category0
0.25,12.103165,3.0,Tan,0,1,2.0,category0
0.49,38.76684,2.0,White,13,9,0.0,category0
0.07,37.38497,3.0,Black,18,4,2.0,category0
0.77,26.96423,2.0,Brown,0,1,0.0,category0
0.8,27.701435,3.0,Gray,0,1,2.0,category0
0.86,17.173601,3.0,White,7,1,2.0,category0
0.22,9.00821,2.0,White,11,4,1.0,category0
0.11,34.674183,3.0,Yellow,0,1,2.0,category0
0.79,26.97586,3.0,Gray,18,4,2.0,category0
0.73,7.6204886,3.0,Yellow,12,1,2.0,category0
0.48,44.406837,3.0,White,11,4,2.0,category0
0.87,33.564392,3.0,Yellow,0,1,2.0,category0
0.85,14.978918,2.0,Black,0,1,1.0,category0
0.97,13.323828,2.0,Black,0,1,1.0,category0
0.22364444,48.50032,3.0,Black,18,4,2.0,category0
0.6,44.049026,3.0,Gray,7,1,2.0,category0
0.19760899,26.483181,3.0,Green,0,1,2.0,category0
0.07,6.7242637,2.0,Black,11,4,1.0,category0
0.59,6.0918417,2.0,Tricolor,13,9,0.0,category0
0.41,13.995628,3.0,Blue,0,3,2.0,category0
0.32,32.84698,3.0,Tricolor,0,1,2.0,category0
0.38,13.569186,2.0,White,13,9,0.0,category0
0.79,34.319084,3.0,Brown,7,1,2.0,category0
0.76,31.176197,3.0,Tan,0,1,2.0,category0
0.82,22.212786,3.0,Gray,11,4,2.0,category0
0.7,7.5576143,2.0,Sable,13,9,0.0,category0
0.79,16.582964,3.0,Gray,0,3,2.0,category0
0.23,23.284105,3.0,Red,0,1,2.0,category0
0.81,39.29871,3.0,Black,18,4,2.0,category0
0.67,13.063158,2.0,Blue,13,9,0.0,category0
0.16617502,14.040865,3.0,Gray,11,4,2.0,category0
