length(m),height(cm),condition,color_type,X1,X2,breed_category,pet_category
0.49,38.3,0.0,Black Brindle,0,7,1.0,Aother
0.2,46.7,0.0,Buff,0,1,1.0,Aother
0.5,45.95,1.0,Brown,13,9,0.0,Aother
0.27,46.67,0.0,Red,0,1,1.0,Aother
0.26,28.67,1.0,Blue,13,9,0.0,Aother
0.02,32.41,1.0,Brown,0,7,0.0,Aother
0.85,18.44,2.0,Black,0,7,0.0,Aother
0.7,43.54,3.0,Brown,15,4,2.0,Aother
0.22,21.39,2.0,Black,13,9,0.0,Aother
0.43,21.97,1.0,Black,13,9,0.0,Aother
0.28,6.88,0.0,Blue,0,7,1.0,Aother
0.01,5.74,1.0,White,7,1,0.0,Aother
0.87,43.74,0.0,White,0,1,1.0,Aother
0.72,45.05,0.0,Blue Tabby,0,1,1.0,Aother
0.72,35.08,1.0,Yellow,0,1,0.0,Aother
0.41,30.09,0.0,Calico,0,1,1.0,Aother
0.15,32.04,1.0,Seal Point,18,4,0.0,Aother
0.38,15.17,1.0,Black,0,1,0.0,Aother
0.28,12.09,2.0,Brown,13,9,0.0,Aother
0.09,29.83,1.0,White,0,1,0.0,Aother
0.7,25.43,3.0,Brown,11,4,2.0,Aother
0.88,18.12,0.0,Brown Tabby,17,9,1.0,Aother
0.5,25.88,1.0,Blue,13,9,0.0,Aother
0.82,17.69,0.0,Blue,0,7,1.0,Aother
0.32,26.16,0.0,White,0,1,1.0,Aother
0.7,14.6,0.0,Red,0,7,1.0,Aother
0.15,17.16,1.0,Chocolate,13,9,0.0,Aother
0.57,36.43,0.0,Seal Point,13,9,1.0,Aother
0.33,16.27,1.0,Blue,0,7,0.0,Aother
0.86,19.1,1.0,Tan,0,1,0.0,Aother
0.0,9.93,1.0,Tricolor,0,7,0.0,Aother
0.07,12.56,2.0,Torbie,16,9,1.0,Aother
0.03,17.46,1.0,Brown Tabby,13,9,0.0,Aother
0.23,43.3,1.0,Brown,0,7,0.0,Aother
0.21,19.23,1.0,Black,0,1,0.0,Aother
0.3,5.75,3.0,Black,15,4,2.0,Aother
0.25,27.83,1.0,Tan,0,1,0.0,Aother
0.04,47.01,0.0,Brown,0,7,1.0,Aother
0.74,16.69,2.0,Black,13,9,0.0,Aother
0.39,30.71,3.0,Brown,15,4,2.0,Aother
0.74,39.7,2.0,Tan,13,9,1.0,Aother
0.71,43.42,0.0,Tricolor,0,1,1.0,Aother
0.98,47.53,1.0,Tan,0,7,0.0,Aother
0.74,24.7,1.0,Sable,0,7,0.0,Aother
0.84,26.15,0.0,Chocolate,0,1,1.0,Aother
0.42,27.15,1.0,Black,16,9,0.0,Aother
0.28,29.07,2.0,Tan,0,7,0.0,Aother
0.25,11.8,1.0,Blue,7,1,0.0,Aother
0.26,46.22,2.0,Red,0,7,0.0,Aother
0.99,26.34,0.0,White,0,7,1.0,Aother
0.82,21.31,0.0,Brown Brindle,0,7,1.0,Aother
0.66,17.03,1.0,Cream,0,1,0.0,Aother
0.63,24.99,0.0,Tortie,0,1,1.0,Aother
0.71,6.15,2.0,Brown,13,9,0.0,Aother
0.41,12.08,2.0,Blue,0,7,1.0,Aother
0.11,49.35,0.0,Tan,0,7,1.0,Aother
0.05,6.57,2.0,Black,16,9,1.0,Aother
0.95,45.62,0.0,Black,0,1,1.0,Aother
0.4,37.73,0.0,White,7,1,1.0,Aother
0.03,29.65,2.0,Yellow,0,7,0.0,Aother
0.76,6.46,1.0,Black,0,7,0.0,Aother
0.99,39.4,0.0,Black,0,1,1.0,Aother
0.13,42.62,2.0,Black,13,9,0.0,Aother
0.41,37.54,2.0,Black,13,9,1.0,Aother
0.96,33.81,1.0,Brown Tabby,0,1,0.0,Aother
0.64,27.82,2.0,Gold,13,9,0.0,Aother
0.34,26.16,1.0,Brown Tabby,0,8,0.0,Aother
0.86,5.8,0.0,Black,7,1,1.0,Aother
0.51,20.46,2.0,Tricolor,0,1,1.0,Aother
0.15,31.86,2.0,White,13,9,1.0,Aother
0.38,7.01,3.0,Gray,18,4,2.0,Aother
0.83,14.0,0.0,Black,7,1,1.0,Aother
0.04,24.31,3.0,Brown,15,4,2.0,Aother
0.33,19.61,1.0,Tan,0,1,0.0,Aother
0.17,9.86,0.0,Brown Brindle,0,1,1.0,Aother
0.18,47.3,0.0,Black,13,9,1.0,Aother
0.04,24.31,2.0,Black,13,9,1.0,Aother
0.4,39.06,0.0,Black,0,1,1.0,Aother
0.94,37.64,1.0,Brown Brindle,0,7,0.0,Aother
0.67,42.6,0.0,Brown Tabby,0,1,1.0,Aother
0.25,47.32,1.0,Brown,0,1,0.0,Aother
0.06,7.75,2.0,Gray,0,7,0.0,Aother
0.35,32.16,2.0,Black,0,7,0.0,Aother
0.77,37.52,2.0,Red,0,7,0.0,Aother
0.04,10.02,1.0,Black,0,1,0.0,Aother
0.3,41.47,1.0,Blue,0,1,0.0,Aother
0.23,26.51,1.0,White,0,1,0.0,Aother
0.38,32.15,1.0,Orange Tabby,16,9,0.0,Aother
0.14,20.66,1.0,Red,0,1,0.0,Aother
0.97,24.54,1.0,Tricolor,0,1,0.0,Aother
0.7,43.84,0.0,Calico,7,1,1.0,Aother
0.28,12.77,0.0,Brown Tabby,7,1,1.0,Aother
0.68,39.82,3.0,Brown,15,4,2.0,Aother
0.51,38.88,2.0,Cream Tabby,0,1,1.0,Aother
0.36,15.78,2.0,Tortie,13,9,1.0,Aother
0.76,29.08,2.0,Brown Brindle,18,4,1.0,Aother
0.8,47.16,2.0,White,13,9,1.0,Aother
0.92,32.7,1.0,Black,0,7,0.0,Aother
0.14,35.64,0.0,Black,7,1,1.0,Aother
0.18,48.59,1.0,Brown,0,7,0.0,Aother
0.31,32.71,0.0,Tan,0,1,1.0,Aother
0.52,11.43,2.0,Brown Brindle,13,9,0.0,Aother
0.49,44.89,0.0,White,0,1,1.0,Aother
0.07,24.8,2.0,White,0,7,1.0,Aother
0.97,27.33,0.0,Tan,0,1,1.0,Aother
0.13,30.17,2.0,Black,13,9,1.0,Aother
0.07,17.81,2.0,Blue,0,1,0.0,Aother
0.45,9.14,2.0,Flame Point,0,1,0.0,Aother
0.34,20.69,0.0,Flame Point,13,9,1.0,Aother
0.3,16.93,2.0,Black,13,9,0.0,Aother
0.67,39.85,1.0,Black,0,7,0.0,Aother
0.32,29.56,0.0,Black,0,1,1.0,Aother
0.91,29.6,1.0,Black,0,7,0.0,Aother
0.41,37.84,1.0,White,0,1,0.0,Aother
0.75,47.32,2.0,Black,0,1,1.0,Aother
0.59,41.54,1.0,Black,13,9,0.0,Aother
0.19,28.84,1.0,Chocolate,0,1,0.0,Aother
0.85,16.59,2.0,Tortie,16,9,1.0,Aother
0.38,44.77,1.0,Brown,0,7,0.0,Aother
0.66,8.04,1.0,Red,13,9,0.0,Aother
0.58,34.39,0.0,Blue,13,9,1.0,Aother
0.35,48.89,2.0,White,13,9,1.0,Aother
0.44,31.18,0.0,Tan,0,1,1.0,Aother
0.17,45.12,2.0,Cream Tabby,13,9,0.0,Aother
0.58,26.02,2.0,Red,0,7,1.0,Aother
0.46,27.83,0.0,Orange Tabby,0,1,1.0,Aother
0.12,10.65,2.0,Orange Tabby,13,9,0.0,Aother
0.38,38.65,2.0,Tortie,7,1,1.0,Aother
0.4,11.06,2.0,Black,0,1,1.0,Aother
0.66,23.52,0.0,White,0,1,1.0,Aother
0.94,46.3,3.0,Calico,13,9,2.0,Aother
0.64,24.47,1.0,Blue Tabby,16,9,0.0,Aother
0.53,35.44,1.0,Brown,13,9,0.0,Aother
0.07,11.85,0.0,White,7,1,1.0,Aother
0.11,33.92,0.0,Blue,0,1,1.0,Aother
0.24,49.29,2.0,Brown Tabby,16,9,1.0,Aother
0.99,47.25,2.0,Black,18,4,0.0,Aother
0.98,14.23,0.0,Blue Tick,0,7,1.0,Aother
0.59,15.72,2.0,Tricolor,0,7,0.0,Aother
0.95,27.83,1.0,Black,0,1,0.0,Aother
0.68,6.45,1.0,Black,7,1,0.0,Aother
0.21,16.71,1.0,Brown Brindle,0,1,0.0,Aother
0.06,33.92,1.0,Orange Tabby,7,1,0.0,Aother
0.08,49.78,2.0,Gray Tabby,17,9,1.0,Aother
0.36,19.05,2.0,Black,13,9,0.0,Aother
0.25,7.1,0.0,Brown Tabby,13,9,1.0,Aother
0.32,39.94,0.0,Tan,0,7,1.0,Aother
0.65,26.65,0.0,Brown Tabby,0,1,1.0,Aother
0.04,38.71,0.0,Black,0,7,1.0,Aother
1.0,44.09,0.0,Tricolor,13,9,1.0,Aother
0.91,35.69,0.0,Black,0,7,1.0,Aother
0.8,40.52,2.0,Brown,0,7,0.0,Aother
0.64,20.24,0.0,Tricolor,0,1,1.0,Aother
0.26,31.39,1.0,Tan,0,1,0.0,Aother
0.61,17.24,2.0,Tan,18,4,0.0,Aother
0.77,19.47,2.0,White,0,7,0.0,Aother
0.69,41.62,1.0,Tan,13,9,0.0,Aother
0.31,29.31,1.0,Tan,13,9,0.0,Aother
0.49,31.58,1.0,Black,0,1,0.0,Aother
0.37,31.37,0.0,Orange Tabby,8,5,1.0,Aother
0.99,17.2,2.0,Gray Tabby,17,9,1.0,Aother
0.85,20.89,1.0,Black,0,7,0.0,Aother
0.26,17.56,0.0,Black,13,9,1.0,Aother
0.61,37.35,2.0,Tan,0,1,0.0,Aother
0.43,20.03,2.0,Orange Tabby,13,9,0.0,Aother
0.7,47.38,2.0,Brown,13,9,1.0,Aother
0.93,7.63,1.0,Tricolor,0,7,0.0,Aother
0.56,30.82,1.0,Orange Tabby,0,7,0.0,Aother
0.54,7.15,2.0,Cream,0,1,1.0,Aother
0.42,27.98,1.0,Black,0,1,0.0,Aother
0.9,40.1,1.0,Black,0,1,0.0,Aother
0.16,13.18,0.0,Orange Tabby,0,1,1.0,Aother
0.65,33.91,1.0,White,0,1,0.0,Aother
0.35,43.52,1.0,Black,0,1,0.0,Aother
0.09,44.36,0.0,White,0,1,1.0,Aother
0.61,25.07,2.0,Brown Tabby,18,4,0.0,Aother
0.15,32.89,3.0,Black,13,9,2.0,Aother
0.28,18.99,1.0,Black,0,1,0.0,Aother
0.58,29.43,2.0,Black,13,9,1.0,Aother
0.36,22.09,0.0,White,13,9,1.0,Aother
0.78,13.45,2.0,Brown Tabby,17,9,1.0,Aother
0.21,23.49,3.0,Cream,13,9,2.0,Aother
0.52,35.65,1.0,Red,0,7,0.0,Aother
0.4,5.89,0.0,Tan,0,7,1.0,Aother
0.3,19.77,2.0,Blue,0,7,0.0,Aother
0.64,27.91,1.0,Black,0,1,0.0,Aother
0.89,11.89,2.0,Torbie,16,9,1.0,Aother
0.49,41.77,1.0,Black,0,1,0.0,Aother
0.6,43.14,2.0,White,13,9,1.0,Aother
0.2,26.4,1.0,Blue,0,1,0.0,Aother
0.46,18.79,2.0,Red,0,5,1.0,Aother
0.14,43.41,1.0,Sable,0,7,0.0,Aother
0.94,14.19,1.0,Brown,13,9,0.0,Aother
0.43,19.21,1.0,Brown,0,1,0.0,Aother
0.28,7.29,2.0,Blue Tabby,0,1,1.0,Aother
0.07,8.95,2.0,Blue,0,7,0.0,Aother
0.1,25.45,1.0,Chocolate,0,1,0.0,Aother
0.39,44.93,0.0,Black,0,1,1.0,Aother
0.57,33.74,1.0,Brown Tabby,0,1,0.0,Aother
0.2,10.8,1.0,White,0,1,0.0,Aother
0.91,49.82,1.0,Black,0,7,0.0,Aother
0.49,15.82,1.0,Black,0,7,0.0,Aother
0.87,44.66,0.0,Tortie,0,1,1.0,Aother
0.41,41.12,0.0,Calico,7,1,1.0,Aother
0.38,33.78,0.0,Black,16,9,1.0,Aother
0.72,9.87,0.0,Black,13,9,1.0,Aother
0.44,22.91,2.0,Cream Tabby,13,9,1.0,Aother
0.85,35.82,1.0,Brown,0,7,0.0,Aother
0.1,33.32,0.0,Torbie,0,1,1.0,Aother
0.54,9.33,3.0,Blue Tabby,16,9,2.0,Aother
0.47,21.14,0.0,White,0,7,1.0,Aother
0.42,16.6,2.0,White,18,4,0.0,Aother
0.99,29.53,0.0,White,13,9,1.0,Aother
0.79,23.59,2.0,Orange Tabby,13,9,0.0,Aother
0.08,19.0,0.0,Cream,0,1,1.0,Aother
0.0,20.62,0.0,Tortie,0,1,1.0,Aother
0.04,47.14,0.0,Black,0,1,1.0,Aother
0.31,45.6,1.0,Brown,0,1,0.0,Aother
0.91,29.46,3.0,Brown,15,4,2.0,Aother
0.98,41.78,1.0,Brown Brindle,13,9,0.0,Aother
0.76,9.56,2.0,Brown Tabby,13,9,1.0,Aother
0.77,29.34,1.0,Orange Tabby,0,1,0.0,Aother
0.61,41.48,2.0,Brown Tabby,9,2,0.0,Aother
0.93,6.45,2.0,Black,13,9,1.0,Aother
0.23,21.99,0.0,Blue Tabby,0,1,1.0,Aother
0.98,27.3,2.0,Cream Tabby,16,9,1.0,Aother
0.88,37.16,0.0,Sable,0,1,1.0,Aother
0.31,12.21,1.0,Gold,0,1,0.0,Aother
0.69,27.08,0.0,Black,0,7,1.0,Aother
0.44,5.48,0.0,Tan,0,1,1.0,Aother
0.36,47.5,2.0,Black,13,9,1.0,Aother
0.58,47.38,0.0,Black,0,1,1.0,Aother
0.49,46.68,1.0,Blue,0,1,0.0,Aother
0.46,37.39,1.0,Black,18,4,0.0,Aother
0.39,24.03,2.0,Black,17,9,0.0,Aother
0.94,22.47,1.0,Brown Tabby,13,9,0.0,Aother
0.52,40.78,1.0,Brown Tabby,0,7,0.0,Aother
0.69,47.33,0.0,Red,0,1,1.0,Aother
0.51,11.5,0.0,Black,0,1,1.0,Aother
0.4,39.81,2.0,Black,13,9,0.0,Aother
0.29,13.45,0.0,Brown,0,1,1.0,Aother
0.14,28.14,3.0,Black,15,4,2.0,Aother
0.01,13.68,1.0,Brown,0,1,0.0,Aother
0.27,26.61,2.0,Black,17,9,1.0,Aother
0.9,48.54,1.0,Black,0,1,0.0,Aother
1.0,29.9,2.0,Yellow,0,7,1.0,Aother
0.74,27.37,0.0,Torbie,7,1,1.0,Aother
0.52,48.22,1.0,White,0,1,0.0,Aother
0.02,20.71,2.0,Brown Tabby,16,9,1.0,Aother
0.33,17.12,1.0,Black,0,1,0.0,Aother
0.79,23.72,2.0,Black,13,9,1.0,Aother
0.83,26.05,2.0,Tan,0,7,0.0,Aother
0.4,16.62,0.0,Cream,0,1,1.0,Aother
0.07,20.91,0.0,Tricolor,0,1,1.0,Aother
0.5,10.45,1.0,Black,13,9,0.0,Aother
0.35,12.72,0.0,White,0,1,1.0,Aother
0.29,29.46,1.0,Brown Tabby,0,7,0.0,Aother
0.54,24.2,2.0,Blue,0,1,0.0,Aother
0.08,47.77,0.0,Black,0,1,1.0,Aother
0.76,38.68,0.0,Tricolor,0,1,1.0,Aother
0.19,24.83,1.0,White,13,9,0.0,Aother
0.88,34.04,0.0,Tan,0,1,1.0,Aother
0.41,37.79,3.0,Black,13,9,2.0,Aother
0.97,9.94,1.0,White,13,9,0.0,Aother
0.08,22.29,0.0,Tricolor,0,1,1.0,Aother
0.36,8.85,0.0,White,0,1,1.0,Aother
0.42,14.84,2.0,White,0,7,1.0,Aother
0.25,49.96,2.0,Blue,0,7,1.0,Aother
0.14,14.29,1.0,White,0,7,0.0,Aother
0.69,29.6,1.0,Chocolate,0,1,0.0,Aother
0.75,35.05,0.0,Brown,13,9,1.0,Aother
0.48,23.29,1.0,Brown,0,1,0.0,Aother
0.38,20.44,1.0,White,0,1,0.0,Aother
0.13,13.96,0.0,Tortie,13,9,1.0,Aother
0.91,46.38,1.0,Tan,0,1,0.0,Aother
0.31,49.62,2.0,Black,13,9,0.0,Aother
0.76,23.19,3.0,Black,13,9,2.0,Aother
0.11,45.36,1.0,Black,13,9,0.0,Aother
0.42,32.15,1.0,Orange Tabby,0,7,0.0,Aother
0.24,28.01,1.0,Black,13,9,0.0,Aother
0.99,22.13,3.0,Gray,0,7,2.0,category0
0.26,21.68,0.0,Sable,12,1,1.0,Aother
0.5,10.78,0.0,Black Tabby,16,9,1.0,Aother
0.93,37.71,3.0,Blue,18,4,2.0,Aother
0.84,24.71,1.0,Brown Tabby,0,1,0.0,Aother
0.84,48.15,1.0,Black,0,1,0.0,Aother
0.46,24.59,1.0,Tan,0,7,0.0,Aother
0.21,49.12,1.0,Black,0,1,0.0,Aother
0.76,5.93,1.0,Tan,0,7,0.0,Aother
0.92,22.09,1.0,Orange Tabby,0,1,0.0,Aother
0.74,43.9,2.0,Tortie,16,9,1.0,Aother
0.38,5.37,0.0,Black,0,7,1.0,Aother
0.35,44.11,0.0,Brown Brindle,0,1,1.0,Aother
0.09,38.05,1.0,Tan,0,1,0.0,Aother
0.2,28.07,0.0,Sable,0,1,1.0,Aother
0.43,37.97,0.0,Tan,0,1,1.0,Aother
0.54,40.94,1.0,Brown,0,1,0.0,Aother
0.51,9.67,1.0,Black,0,7,0.0,Aother
0.23,22.24,2.0,Black,13,9,1.0,Aother
0.07,25.8,1.0,Orange Tabby,0,1,0.0,Aother
0.4,19.31,2.0,Apricot,13,9,0.0,Aother
0.78,36.21,1.0,Black,0,1,0.0,Aother
0.95,22.27,0.0,White,0,1,1.0,Aother
0.47,28.45,1.0,White,0,1,0.0,Aother
0.98,46.03,0.0,Tricolor,0,1,1.0,Aother
0.56,22.89,2.0,Seal Point,13,9,1.0,Aother
0.52,10.52,2.0,Orange Tabby,9,2,0.0,Aother
0.69,19.3,1.0,Black,0,1,0.0,Aother
0.75,37.93,2.0,White,13,9,1.0,Aother
0.42,29.8,1.0,Red,0,1,0.0,Aother
0.13,30.59,1.0,Tan,0,1,0.0,Aother
0.59,40.79,1.0,Chocolate,0,1,0.0,Aother
0.59,25.54,0.0,Brown Tabby,16,9,1.0,Aother
0.94,21.71,2.0,Gray Tabby,16,9,0.0,Aother
0.79,23.43,2.0,Black,16,9,1.0,Aother
0.85,21.05,0.0,Brown,7,1,1.0,Aother
0.74,30.05,2.0,White,13,9,1.0,Aother
0.46,49.33,3.0,Black,15,4,2.0,Aother
0.23,39.9,1.0,Black,7,1,0.0,Aother
0.39,13.94,2.0,Tan,0,7,1.0,Aother
0.0,19.59,1.0,Blue Merle,0,1,0.0,Aother
0.82,44.34,1.0,Tan,0,7,0.0,Aother
0.09,45.4,0.0,White,0,1,1.0,Aother
0.58,7.9,0.0,Brown,0,7,1.0,Aother
0.91,29.51,0.0,Blue,0,1,1.0,Aother
0.1,28.01,1.0,Brown Tiger,0,7,0.0,Aother
0.41,29.09,0.0,Tan,12,1,1.0,Aother
0.86,36.19,3.0,Brown,15,4,2.0,Aother
