Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0.0,0.0,0.0,0.0,11.0,207.7171,0.0,0.022222223,22.844904,0.0,May,2,2,3,5,Returning_Visitor,True,True
2.0,19.393744,2.0,228.73587,103.486946,3713.467,0.0054172454,0.030949073,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,14.0,505.06015,0.0,0.008584737,83.54955,0.0,Oct,2,4,3,1,Returning_Visitor,False,True
0.0,0.0,3.0,176.16463,64.28975,4068.9026,0.0069792145,0.026704261,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,False,True
10.0,106.751,2.0,83.168365,543.1816,62121.562,0.0026847818,0.018181818,2.1257517,0.0,Nov,2,2,3,1,Returning_Visitor,False,True
0.0,0.0,1.0,174.81537,64.63778,2103.6494,0.0036059911,0.006666667,96.126274,0.0,Nov,2,2,4,8,New_Visitor,False,True
3.0,96.37016,1.0,29.734331,70.331604,3669.3608,0.0045772856,0.02,8.439905,0.0,Dec,2,2,2,10,Returning_Visitor,False,True
2.0,124.0714,0.0,0.0,20.0,1675.9331,0.0,0.007459223,0.0,0.0,Nov,2,2,8,2,New_Visitor,True,True
2.0,19.149702,0.0,0.0,34.767418,1337.3231,0.0,0.016263692,43.45084,0.0,Nov,3,2,4,13,Returning_Visitor,False,True
3.0,317.35168,0.0,0.0,12.0,761.1968,0.0,0.008830957,0.0,0.0,Oct,2,2,8,13,New_Visitor,False,True
2.0,48.146378,2.0,126.86525,25.0,751.0915,0.0,0.011233137,59.527782,0.0,Sep,3,2,1,2,New_Visitor,False,True
5.0,165.9293,0.0,0.0,26.0,2118.1357,0.011780499,0.017464062,44.208042,0.0,Dec,2,1,1,1,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,8.0,250.37907,0.0,0.018639224,60.52561,0.0,Mar,2,2,3,2,Returning_Visitor,False,True
4.0,376.8019,0.0,0.0,45.16758,1651.1721,0.0038170246,0.013333333,10.8805485,0.0,Nov,2,2,2,2,Returning_Visitor,True,True
1.0,53.139,0.0,0.0,2.0,267.09897,0.0,0.021123802,12.445983,0.0,Dec,2,2,2,5,Returning_Visitor,False,True
1.0,32.539352,0.0,0.0,36.20573,1977.4115,0.013206832,0.028051702,18.837164,0.0,Nov,2,2,4,10,Returning_Visitor,False,True
2.0,64.43724,0.0,0.0,16.0,813.08325,0.0022296698,0.01904865,12.530204,0.0,Dec,2,2,9,6,Returning_Visitor,True,True
13.611143,324.09277,0.0,0.0,134.24539,3312.8386,0.0,0.005771981,13.283251,0.0,Dec,2,2,1,3,Returning_Visitor,False,True
3.0,179.53578,0.0,0.0,27.0,740.1795,0.0,0.008875806,46.435043,0.0,Nov,2,2,3,15,Returning_Visitor,False,True
2.0,50.971542,0.0,0.0,59.560574,2662.8389,0.0065983864,0.013786843,13.046159,0.0,Dec,3,2,3,2,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,30.0,531.72864,0.0,0.011111111,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,14.0,845.03033,0.015384615,0.01630462,223.02277,0.0,May,1,1,6,2,New_Visitor,True,True
11.0,308.9245,1.0,89.61566,83.188965,2760.3608,0.0016874671,0.022286335,4.8784003,0.0,Nov,2,2,8,2,Returning_Visitor,True,True
0.0,0.0,0.0,0.0,21.44826,671.1576,0.0,0.007185803,0.0,0.0,Mar,2,2,6,2,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,13.0,440.1459,0.0,0.025,12.920316,0.0,May,2,6,4,4,Returning_Visitor,True,True
3.0,73.36944,0.0,0.0,31.0,1237.1694,0.0,0.020051394,13.729588,0.0,Aug,4,2,3,3,Returning_Visitor,False,True
2.0,51.31084,0.0,0.0,10.144836,323.13043,0.0,0.0023667316,25.386116,0.0,Mar,2,2,1,2,Returning_Visitor,False,True
10.0,405.8247,1.0,127.7044,124.45082,4281.8047,0.0,0.025151625,0.0,0.0,Nov,2,4,3,1,Returning_Visitor,False,True
3.0,31.855402,1.0,16.022345,31.0,671.5572,0.0,0.006441131,15.950352,0.0,May,3,2,4,1,Returning_Visitor,True,True
7.0,198.5033,2.0,70.927475,50.026505,2466.4863,0.009273794,0.027587695,0.0,0.0,June,2,5,1,2,Returning_Visitor,False,True
9.0,259.17993,1.0,222.12971,133.49915,4702.181,0.004715385,0.010993673,6.6817513,0.0,Nov,2,2,8,2,New_Visitor,False,True
2.0,174.11688,0.0,0.0,18.0,917.6303,0.0,0.0025378822,13.836323,0.0,Nov,3,2,9,10,Returning_Visitor,False,True
4.0,295.08948,0.0,0.0,39.0,2700.745,0.0,0.01109848,18.043056,0.0,Aug,2,4,1,4,Returning_Visitor,False,True
1.0,103.02257,0.0,0.0,26.0,703.8701,0.0,0.014728466,110.28804,0.0,Oct,2,2,4,4,Returning_Visitor,False,True
6.5289145,112.45114,0.0,372.6316,23.0,416.57465,0.0,0.003325381,68.48824,0.0,Mar,1,1,7,10,Returning_Visitor,True,True
3.0,79.59638,1.0,104.52128,28.889654,938.345,0.0038998874,0.00730447,57.57646,0.6,May,1,1,4,2,Returning_Visitor,False,True
11.468815,354.80472,6.6836696,295.80057,177.64941,4295.124,0.021008996,0.028571429,9.458746,0.0,Dec,3,2,1,2,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,11.144176,435.4241,0.0,0.0152119575,40.640083,0.8,May,2,2,1,3,Returning_Visitor,False,True
4.9989376,106.24742,2.0,174.47197,17.452755,922.3716,0.0,0.027152516,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,25.8698,1272.386,0.0,0.014449317,51.971172,0.0,Nov,2,4,2,4,New_Visitor,True,True
2.0,51.49337,0.0,0.0,13.0,469.68243,0.03687777,0.045534804,0.0,0.0,Sep,1,1,1,3,Returning_Visitor,False,True
2.0,49.97141,0.0,0.0,34.0,2581.4539,0.0,0.0063458774,36.383724,0.0,Sep,2,6,1,4,Returning_Visitor,True,True
9.890085,158.62035,5.0,191.56839,86.48673,3201.983,0.0051830187,0.015849825,49.78273,0.0,Dec,2,2,1,2,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,58.341736,1555.7703,0.0053905826,0.01551547,0.0,0.0,Oct,2,2,3,3,Returning_Visitor,True,True
0.0,0.0,0.0,0.0,43.0,1197.1445,0.0,0.0,111.52512,0.0,Oct,2,2,5,2,New_Visitor,True,True
0.0,0.0,0.0,0.0,7.0,1055.0281,0.0,0.041144654,0.0,0.0,Nov,2,2,3,2,New_Visitor,False,True
6.0,189.44356,2.1749878,237.04665,61.183174,1290.2406,0.0,0.01531377,5.572795,0.0,Oct,2,5,3,1,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,95.80032,4628.4297,0.009726202,0.022222223,0.0,0.0,Nov,1,1,1,2,Returning_Visitor,True,True
1.0,0.0,0.0,0.0,11.0,275.4647,0.012785748,0.07961599,0.0,0.0,Sep,2,2,8,6,Returning_Visitor,False,True
7.0,94.26442,0.0,0.0,8.0,229.1798,0.0059773303,0.011754785,0.0,0.0,Aug,2,2,1,8,Returning_Visitor,True,True
1.0,14.129402,0.0,0.0,13.0,1658.9708,0.0,0.020684754,0.0,0.0,Nov,3,2,1,13,Returning_Visitor,False,True
1.0,14.900268,0.0,0.0,11.0,586.4454,0.0,0.015384615,23.648554,0.0,May,1,1,1,2,Returning_Visitor,False,True
2.0,298.39398,0.0,0.0,100.67691,3486.2847,0.0048225117,0.014163168,24.419363,0.0,Oct,2,2,4,2,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,7.0,222.7657,0.0,0.05985052,0.0,0.0,Nov,2,4,9,2,Returning_Visitor,False,True
1.0,114.12905,0.0,0.0,24.0,1421.9387,0.01454588,0.037613966,13.984354,0.0,May,3,2,2,3,Returning_Visitor,False,True
4.0,87.36735,1.0,0.0,81.38951,3689.8723,0.0060902988,0.014285714,0.0,0.0,Jul,2,4,9,4,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Nov,3,2,3,1,Returning_Visitor,True,True
3.0,173.95921,2.0,312.9882,138.53856,6946.4644,0.0,0.0053705946,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,True,True
2.0,102.42271,0.0,0.0,19.0,468.8128,0.0,0.0040825466,4.904038,0.0,May,2,2,7,6,Returning_Visitor,False,True
1.0,48.56113,0.0,0.0,20.0,946.7018,0.0,0.013875224,0.0,0.0,Oct,2,2,1,2,Returning_Visitor,False,True
13.0,646.1383,3.0,139.6974,60.708744,3106.7314,0.016666668,0.044484902,4.9198294,0.0,Nov,2,5,4,1,Returning_Visitor,False,True
2.0,19.68936,0.0,0.0,49.854576,1193.9843,0.0,0.00952381,16.700798,0.0,Nov,2,2,1,10,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,11.0,98.84102,0.023670865,0.05,28.80164,0.0,Nov,2,2,1,6,Returning_Visitor,False,True
6.0,134.6964,0.0,0.0,71.03137,2743.2288,0.0,0.016090317,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,True
7.0,244.04242,0.0,0.0,17.0,722.5277,0.0,0.021634575,11.018168,0.0,Dec,2,10,1,2,Returning_Visitor,False,True
8.0,624.79425,2.717744,82.226974,134.51273,8593.49,0.0,0.018299498,2.7474508,0.0,Nov,2,4,1,10,Returning_Visitor,False,True
8.330707,185.6455,1.0,170.34679,56.426777,2588.214,0.0038900357,0.0175135,12.167334,0.6,May,2,2,5,2,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,8.0,351.49963,0.031231867,0.04,0.0,0.0,Mar,2,2,1,6,Returning_Visitor,False,True
4.0,50.610386,0.0,0.0,19.0,245.35266,0.0,0.0032519863,15.71122,0.0,Nov,2,2,2,3,Returning_Visitor,False,True
0.0,0.0,2.0,0.0,7.0,87.797325,0.0,0.02618737,0.0,0.0,Aug,2,2,1,3,Returning_Visitor,False,True
3.0,73.687744,0.0,0.0,13.0,387.244,0.0,0.005261654,60.60228,0.0,May,2,6,1,2,New_Visitor,True,True
0.0,0.0,0.0,0.0,16.0,873.0149,0.0,0.0056864643,0.0,0.0,Mar,1,1,1,10,Returning_Visitor,False,True
2.0,35.999783,0.0,0.0,41.0,1892.2911,0.0,0.0103488155,34.344597,0.0,Mar,2,2,3,2,Returning_Visitor,False,True
7.0,200.65315,5.0,243.91742,67.17244,3284.839,0.0016022384,0.011111111,20.976795,0.0,May,2,4,7,2,Returning_Visitor,False,True
3.0,36.665005,2.0,0.0,38.935425,662.8143,0.000655675,0.042168934,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,True
1.0,112.10818,0.0,0.0,29.656458,998.202,0.0034157368,0.007585096,5.738914,0.0,Nov,2,2,6,3,Returning_Visitor,False,True
1.0,43.935448,0.0,0.0,14.0,898.26373,0.008896575,0.025,58.80816,0.0,Dec,2,6,7,20,Returning_Visitor,False,True
4.0,52.097355,2.0,45.95009,70.94308,1747.0171,0.005745058,0.01,23.401726,0.0,Nov,3,2,4,2,Returning_Visitor,False,True
2.0,69.42246,1.0,64.974304,29.510977,1389.8528,0.0,0.0134003,9.310931,0.0,May,2,2,1,2,Returning_Visitor,True,True
0.0,0.0,0.0,0.0,5.825143,269.5811,0.0,0.0066851494,62.812283,0.0,Dec,1,1,8,2,Returning_Visitor,True,True
11.633294,287.28223,4.0,425.57877,135.07541,5479.8438,0.0053918157,0.010995158,12.654161,0.0,Nov,2,2,2,2,New_Visitor,False,True
8.0,168.31877,1.0,59.27462,7.0,184.58385,0.03333333,0.04135884,11.028881,0.0,Jul,1,1,1,5,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,11.00713,1049.1605,0.0115029495,0.0056430185,5.9960833,0.0,June,3,2,4,3,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,36.48448,662.59955,0.007233762,0.00012337117,8.761782,0.0,Aug,1,1,4,1,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,6.0,172.471,0.13219428,0.1,0.0,0.0,Nov,2,2,3,1,Returning_Visitor,False,True
13.0,215.62405,4.0,145.4794,24.0,516.7749,0.0,0.013678971,9.1363735,0.0,Aug,2,2,1,2,Returning_Visitor,True,True
12.0,411.1121,0.0,0.0,81.04158,2445.1309,0.0034494442,0.02295314,23.163197,0.0,Dec,2,2,6,1,Returning_Visitor,True,True
0.0,0.0,0.0,0.0,18.327415,2339.811,0.0,0.04,0.0,0.0,Dec,2,2,9,2,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,22.0,655.8059,0.0,0.014875286,0.0,1.0,Feb,2,4,4,6,Returning_Visitor,True,True
5.0,113.86397,0.0,0.0,46.0,1535.5413,0.0,0.0038355242,33.70382,0.0,Nov,2,2,1,8,New_Visitor,False,True
0.0,0.0,0.0,0.0,10.0,1583.5222,0.0,0.010925274,15.278272,0.0,Mar,2,2,1,2,Returning_Visitor,True,True
6.0,130.38603,1.0,46.30458,11.0,313.8005,0.02224736,0.04,0.0,0.0,May,1,1,2,2,Returning_Visitor,False,True
2.0,58.276257,1.0,14.777472,4.0,131.56894,0.0,0.03333333,0.0,0.0,Oct,2,2,1,6,Returning_Visitor,True,True
0.0,0.0,1.0,253.10075,44.52906,484.7712,0.024720525,0.040279597,16.595171,0.0,Jul,2,2,3,1,Returning_Visitor,False,True
14.793464,337.5963,0.0,0.0,57.640556,2237.9846,0.004491354,0.012667043,12.348907,0.0,May,4,1,1,2,Returning_Visitor,False,True
1.0,0.0,2.0,238.06757,193.8422,3538.8794,0.0024016034,0.0055865967,18.95665,0.0,Nov,2,5,1,2,Returning_Visitor,False,True
0.0,0.0,1.0,22.104515,26.870647,1122.3494,0.0054495945,0.014767108,15.243956,0.0,Mar,3,2,3,1,Returning_Visitor,False,True
2.0,36.71896,0.0,0.0,18.0,1228.4357,0.0,0.021406125,14.990538,0.0,Dec,2,2,9,2,Returning_Visitor,False,True
7.0,195.18848,1.0,119.1381,27.0,552.07635,0.0,0.010094139,59.152267,0.0,Aug,2,2,7,2,New_Visitor,False,True
4.0,189.02255,0.0,0.0,32.0,1550.5697,0.0,0.012254064,94.80715,0.0,Dec,2,2,2,8,New_Visitor,False,True
4.3017793,62.465652,0.0,0.0,146.69714,8652.147,0.0049491213,0.025,0.0,0.0,Oct,2,2,1,3,Returning_Visitor,True,True
10.0,353.9174,0.0,0.0,65.406944,1612.896,0.0,0.0044420864,46.68176,0.0,Sep,2,2,1,2,Returning_Visitor,True,True
0.0,0.0,0.0,0.0,46.42355,2880.1511,0.009241696,0.019695085,59.1629,0.0,Nov,2,2,3,6,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,56.88469,1397.1082,0.0,0.006666667,37.255463,0.0,Mar,2,2,8,2,Returning_Visitor,True,True
0.0,0.0,0.0,0.0,3.0,137.67213,0.0,0.057142857,0.0,0.0,Mar,3,2,1,2,Returning_Visitor,False,True
0.0,0.0,3.0,34.965153,32.0,745.135,0.0,0.013587356,39.585785,0.0,May,3,2,4,8,Returning_Visitor,False,True
9.565653,73.05839,4.0,187.70154,93.511246,2445.7957,0.002563671,0.01818705,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,True
7.0,212.17159,1.0,106.5268,166.07065,8441.7,0.0,0.0058812406,19.416683,0.0,Nov,2,2,2,2,Returning_Visitor,True,True
12.811624,548.56305,4.0,391.23996,14.0,820.2589,0.0,0.022289481,9.32439,0.0,Aug,2,5,3,20,Returning_Visitor,False,True
0.0,0.0,2.0,228.1766,107.062386,5515.977,0.0024548688,0.016666668,1.7796094,0.0,Nov,2,2,1,1,Returning_Visitor,False,True
5.0,172.93585,0.0,0.0,22.263002,997.4511,0.0,0.015384615,0.0,0.0,Dec,2,2,1,8,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,19.0,678.9947,0.0,0.011295448,29.464514,0.0,Nov,2,2,1,20,New_Visitor,False,True
10.0,139.62117,3.0,72.60113,9.0,113.11889,0.009805696,0.022283634,0.0,0.0,Sep,3,2,1,2,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,20.0,913.32135,0.0,0.012176294,51.750652,0.0,Nov,2,2,1,2,New_Visitor,False,True
8.0,647.3259,2.2000387,478.9109,122.801636,4896.2676,0.0036286814,0.007556048,16.375391,0.0,Nov,2,2,1,2,Returning_Visitor,False,True
3.0,40.48166,0.0,0.0,26.0,1442.7229,0.0,0.0121019995,19.668592,0.0,Nov,2,2,4,2,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,57.02458,1220.071,0.013712223,0.021226188,0.0,0.0,Oct,1,1,3,2,Returning_Visitor,False,True
7.0,187.91357,1.0,0.0,35.341866,2435.225,0.0071562496,0.017940894,11.605746,0.0,Mar,4,1,4,2,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,37.0,1117.3646,0.0,0.0047883857,90.478355,0.0,Nov,8,13,9,2,Other,False,True
0.0,0.0,1.0,6.6810656,92.79969,2892.8533,0.00884242,0.014285714,38.638268,0.0,Nov,1,1,1,1,Returning_Visitor,False,True
8.0,166.04784,3.0,155.49307,142.71751,5515.412,0.0014440634,0.010565937,16.081684,0.0,Dec,2,2,8,5,Returning_Visitor,False,True
7.0,85.271866,0.0,0.0,39.0,1223.4633,0.009095686,0.016590353,11.87555,0.0,Aug,1,1,1,4,Returning_Visitor,True,True
0.0,0.0,0.0,0.0,21.0,552.7088,0.0,0.009976017,53.66867,0.0,May,2,2,1,2,Returning_Visitor,True,True
2.0,41.58252,0.0,0.0,32.0,1680.0995,0.0070927367,0.012530457,76.92368,0.0,Nov,2,2,1,2,Returning_Visitor,True,True
13.209939,458.63635,3.0,175.9098,157.75732,4826.0845,0.0049347416,0.012829813,0.0,0.0,June,2,2,1,3,Returning_Visitor,True,True
0.0,0.0,0.0,0.0,18.0,444.36453,0.0,0.0047957506,7.4432774,0.0,Dec,3,2,9,2,New_Visitor,True,True
3.0,471.06766,1.0,0.0,90.50001,2445.707,0.003958826,0.016982585,24.509727,0.0,Nov,2,2,4,3,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,10.0,607.7957,0.0,0.02508898,37.372684,0.0,Oct,2,2,1,1,Returning_Visitor,False,True
1.0,29.410383,5.0,91.27486,17.0,884.4817,0.0,0.006666667,0.0,0.0,Nov,2,2,1,2,New_Visitor,False,True
0.0,0.0,2.0,50.383293,71.17411,2254.132,0.010040464,0.022329291,0.0,0.0,Nov,2,2,3,1,Returning_Visitor,False,True
7.0,337.98752,0.0,0.0,24.0,2283.0854,0.0,0.012646109,23.211594,0.0,Mar,3,2,3,1,Returning_Visitor,True,True
6.1568003,195.91592,0.0,0.0,12.0,504.75406,0.0,0.025,17.548553,0.0,Dec,2,2,4,2,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,10.0,704.96075,0.0,0.022357142,28.847517,0.0,Dec,3,2,6,2,New_Visitor,True,True
4.0,136.51813,0.0,0.0,75.75746,1574.8817,0.0,0.01847108,26.9933,0.0,Oct,3,1,9,1,Returning_Visitor,True,True
21.23148,317.86362,2.0,33.689823,136.44536,2976.4312,0.0,0.006572621,31.941637,0.0,Nov,2,2,3,2,Returning_Visitor,True,True
0.0,0.0,0.0,0.0,7.0,247.47331,0.0,0.03186789,65.11033,0.0,Mar,3,2,7,11,Returning_Visitor,False,True
6.0,91.74295,0.0,0.0,57.27602,1944.0999,0.0,0.0062410897,33.547226,0.0,Sep,2,4,9,4,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,8.0,392.6857,0.0,0.014022502,0.0,0.0,May,2,10,3,3,Returning_Visitor,False,True
3.0,186.40506,0.0,0.0,11.0,724.78564,0.0,0.015484328,46.308277,0.0,June,3,2,2,11,New_Visitor,False,True
6.5275316,376.2905,0.0,0.0,17.0,1944.0614,0.0,0.014285714,4.937121,0.0,Nov,2,2,1,3,Returning_Visitor,True,True
7.9983735,218.3241,0.0,0.0,43.0,1471.3778,0.0,0.025714908,43.636723,0.0,Oct,3,1,1,4,Returning_Visitor,False,True
8.0,145.67972,1.0,18.465656,30.0,786.38586,0.0069140894,0.017753176,16.653605,0.0,May,1,2,1,13,Returning_Visitor,False,True
6.0504775,299.49847,0.0,21.870687,28.0,1940.1298,0.018962277,0.025,46.181007,0.0,Nov,1,1,1,4,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,50.0,995.709,0.0,0.00844849,29.955519,0.0,Oct,4,2,7,3,Returning_Visitor,False,True
1.0,27.542515,1.0,14.436827,33.0,832.9037,0.0,0.005496204,32.74406,0.0,Nov,2,4,1,10,Returning_Visitor,False,True
5.0,130.71555,0.0,0.0,24.0,813.87335,0.008978553,0.022222223,23.540993,0.0,May,3,2,3,7,Returning_Visitor,False,True
12.0,283.54855,14.877041,1046.9191,61.48034,1493.2299,0.00535235,0.013020933,32.13636,0.0,Nov,2,2,7,2,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,123.43008,5794.4497,0.0,0.023354974,0.0,0.0,Dec,2,4,3,1,Returning_Visitor,False,True
3.0,129.68256,0.0,0.0,25.0,638.2515,0.0,0.008518053,86.496864,0.0,Sep,2,4,5,3,New_Visitor,False,True
1.0,8.591741,0.0,0.0,20.0,901.09766,0.0,0.023262948,30.73112,0.0,May,2,2,6,3,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,70.10484,3694.1257,0.005500674,0.011111111,34.237656,0.0,Nov,2,2,1,2,New_Visitor,False,True
2.0,65.261055,0.0,0.0,46.0,1004.5736,0.0053117964,0.008613753,17.889338,0.0,May,1,1,6,1,Returning_Visitor,True,True
0.0,0.0,0.0,0.0,27.66853,1082.6873,0.0,0.0072410204,32.226357,0.0,Dec,2,5,3,1,Returning_Visitor,True,True
1.0,155.83836,1.0,0.0,80.61396,2635.5063,0.0039539356,0.013333333,54.336525,0.0,Nov,1,1,1,2,Returning_Visitor,False,True
0.0,0.0,1.0,0.0,21.0,1183.6874,0.0,0.010484613,71.211105,0.0,May,1,1,1,4,Returning_Visitor,False,True
6.320733,317.19135,3.0,182.78233,65.738594,1948.2212,0.011111111,0.01608415,11.358778,0.0,Jul,1,1,3,3,Returning_Visitor,True,True
1.0,3.8800156,0.0,0.0,24.0,1023.1102,0.0,0.023802055,21.347229,0.2,May,2,10,1,3,Returning_Visitor,False,True
12.0,637.9405,5.0,584.7765,104.455414,6867.7256,0.0036579065,0.0075456817,4.0555253,0.0,Dec,2,2,3,8,Returning_Visitor,False,True
7.0,1776.5012,1.0,18.322714,47.886364,1925.3229,0.0,0.008853864,20.048157,0.0,Nov,3,2,3,2,Returning_Visitor,True,True
9.0,367.526,0.0,0.0,112.58088,2360.7893,0.0048412685,0.02426985,4.3239017,0.0,May,2,2,2,6,Returning_Visitor,False,True
2.0,46.921978,0.0,0.0,46.0,2598.265,0.0045055468,0.021015998,0.0,0.0,Nov,1,1,4,1,Returning_Visitor,True,True
0.0,0.0,1.0,0.0,9.0,1467.6228,0.02065221,0.04461159,0.0,0.0,Nov,4,2,1,13,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,24.313051,515.6341,0.010356809,0.042733323,17.60289,0.0,May,2,6,1,4,Returning_Visitor,False,True
8.0,183.8243,2.0,182.17644,14.0,955.2299,0.008333333,0.03333333,24.486837,0.0,Nov,2,2,1,2,Returning_Visitor,False,True
8.0,156.31432,0.0,0.0,48.0,2603.5188,0.0,0.010499642,53.05231,0.0,Dec,2,2,4,2,Returning_Visitor,False,True
5.0,90.91066,1.0,151.0747,87.76619,3877.9478,0.00059772696,0.018522313,9.623779,0.0,Nov,2,2,2,2,Returning_Visitor,False,True
3.0,126.78495,0.0,0.0,26.0,1560.8806,0.008870863,0.018058984,26.208185,0.0,May,2,2,6,11,New_Visitor,True,True
2.0,71.34205,0.0,0.0,15.0,580.4707,0.0,0.00269486,17.170544,0.0,Nov,3,2,2,2,New_Visitor,False,True
8.059269,194.34808,0.0,208.06044,180.09955,7848.2646,0.012482996,0.023493126,4.9459343,0.0,Aug,1,2,3,1,Returning_Visitor,False,True
11.650211,791.43494,0.0,0.0,99.95779,3132.8738,0.003107188,0.00952381,18.578716,0.0,Nov,2,2,1,2,Returning_Visitor,False,True
4.3690042,247.5888,2.0,60.338585,44.422977,3003.9753,0.00830922,0.024912087,13.482704,0.0,Mar,2,5,7,10,Returning_Visitor,True,True
12.0,415.36636,0.0,0.0,80.811966,2252.2239,0.0,0.0062628277,19.186798,0.0,Dec,4,2,1,2,Returning_Visitor,False,True
3.0,271.0429,3.0,118.87604,17.0,1007.42285,0.019873481,0.03333333,18.153587,0.0,Nov,1,1,3,20,Returning_Visitor,False,True
1.0,2.0293179,0.0,0.0,74.19339,3423.2427,0.0042188196,0.014146928,0.0,0.0,Nov,3,2,4,2,Returning_Visitor,True,True
0.0,0.0,0.0,0.0,32.461224,1596.3586,0.005945277,0.017552078,80.27455,0.0,Nov,2,2,1,2,Returning_Visitor,False,True
