length(m),height(cm),condition,color_type,X1,X2,breed_category,pet_category
0.72549975,7.566289,2.0,Black,0,1,0.0,category0
0.77,20.678328,2.0,Black,0,1,0.0,category0
0.67,26.053022,2.0,Tan,13,9,0.0,category0
0.02,30.144909,3.0,Green,18,4,2.0,category0
0.61,35.83137,2.0,Black,7,1,0.0,category0
0.94,41.260563,2.0,White,0,1,0.0,category0
0.91,46.982452,2.0,Brown,0,1,0.0,category0
0.71,23.691675,2.0,Brown,0,7,0.0,category0
0.050701033,15.797075,3.0,Brown,0,4,2.0,category0
0.12850526,14.337745,2.0,Tricolor,13,9,0.0,category0
0.49,44.385105,2.0,Tricolor,0,1,0.0,category0
0.27,13.282232,3.0,Tricolor,0,1,2.0,category0
0.92670226,40.86335,0.0,Black,7,1,1.0,category0
0.76,19.521612,3.0,Gray,18,4,2.0,category0
0.88039947,28.81006,3.0,White,18,4,2.0,category0
0.43,14.518814,3.0,Gray,18,4,2.0,category0
0.40741414,28.916758,3.0,Gray,18,4,2.0,category0
0.95,37.047096,3.0,Calico,7,1,2.0,category0
0.03,9.2176,3.0,Gray,0,1,2.0,category0
0.75526905,15.050296,3.0,Gray,0,1,2.0,category0
0.28,15.8037405,2.0,Flame Point,9,2,0.0,category0
0.88,11.148617,3.0,White,0,7,2.0,category0
0.03,6.908412,2.0,Gray,0,1,0.0,category0
0.66,18.053455,2.0,Black Brindle,13,9,0.0,category0
0.75,35.190994,0.0,Black,7,1,1.0,category0
0.93,21.423203,3.0,Gray,6,4,2.0,category0
0.2,16.197857,3.0,Tricolor,13,9,2.0,category0
0.72,11.36477,3.0,Tan,0,1,2.0,category0
0.08,13.224386,2.0,Tortie,9,9,1.0,category0
0.88,43.990417,0.0,Black Brindle,0,1,1.0,category0
0.32,45.19921,3.0,Tricolor,7,1,2.0,category0
0.51,5.768809,0.0,Gray,0,1,1.0,category0
0.65,42.382927,2.0,Brown,0,1,0.0,category0
0.68,34.013195,3.0,Black,0,1,2.0,category0
0.53,12.555368,2.0,White,0,1,1.0,category0
0.04,19.093748,3.0,Gray,18,4,2.0,category0
0.13180646,35.919666,3.0,Tricolor,0,7,2.0,category0
0.9,22.607891,3.0,Black,12,3,2.0,category0
0.93,39.843994,2.0,Blue,18,4,0.0,category0
0.07,10.3874035,0.0,Tricolor,7,1,1.0,category0
0.56,42.01349,0.0,Black,7,1,1.0,category0
0.53330725,22.308378,2.0,Tricolor,0,1,0.0,category0
0.72,39.87459,0.0,Black,7,1,1.0,category0
0.47047102,38.071007,0.0,Gray,7,1,1.0,category0
0.25,41.716976,3.0,Brown,15,4,2.0,category0
0.1,32.181084,2.0,Black,0,7,0.0,category0
0.86,19.714607,3.0,Gray,0,7,2.0,category0
0.63,47.381836,2.0,White,0,4,0.0,category0
0.8096294,21.651459,3.0,Tortie,0,1,2.0,category0
0.53,16.372837,3.0,Black,13,9,2.0,category0
0.95786285,20.220377,3.0,Black,0,1,2.0,category0
0.82,30.482412,2.0,White,7,1,0.0,category0
0.43,38.039837,3.0,Gray,18,4,2.0,category0
0.031838026,31.397375,3.0,Gray,18,4,2.0,category0
0.39,13.751319,0.0,Red,0,7,1.0,category0
0.9,15.812327,2.0,Fawn,18,4,0.0,category0
0.96,37.556465,3.0,Gray,15,4,2.0,category0
0.87,13.652209,3.0,Gray,18,4,2.0,category0
0.85398424,16.560669,2.0,White,7,1,0.0,category0
0.63563955,14.43747,3.0,Black,0,1,2.0,category0
0.18622625,7.744002,2.0,Black,0,1,0.0,category0
0.8,37.695324,3.0,Brown,15,4,2.0,category0
0.21091808,31.044678,3.0,Black Tabby,0,1,2.0,category0
0.86,49.321404,3.0,Gray,15,4,2.0,category0
0.9799868,21.59632,3.0,Brown,2,4,2.0,category0
0.89,27.035513,2.0,White,0,1,0.0,category0
0.6,9.304768,2.0,Red,0,3,0.0,category0
0.76,44.66118,3.0,Blue,0,3,2.0,category0
0.73434985,32.859165,2.0,Tan,18,4,1.0,category0
0.048779145,18.478476,3.0,Black,18,4,2.0,category0
0.97,35.888645,3.0,Red,15,4,2.0,category0
0.93,41.40317,2.0,Brown,0,1,0.0,category0
0.48104265,34.21275,2.0,White,13,9,0.0,category0
0.82,19.896158,2.0,Gray,13,9,1.0,category0
0.83,41.3868,3.0,Fawn,13,9,2.0,category0
0.06,17.228346,2.0,Black,0,1,0.0,category0
0.57830817,19.101524,3.0,Yellow,0,1,2.0,category0
0.96,25.038923,3.0,Tortie,0,1,2.0,category0
0.53,20.764915,3.0,White,7,1,2.0,category0
0.22,45.07333,0.0,Gray,0,1,1.0,category0
0.03,32.32594,2.0,White,0,1,0.0,category0
0.53,23.277079,3.0,Brown Tabby,7,1,2.0,category0
0.11,7.823938,3.0,Red,18,4,2.0,category0
0.37,43.265087,2.0,Brown Tabby,18,4,0.0,category0
0.15,30.101582,3.0,Brown,0,1,2.0,category0
0.81,37.116367,2.0,Black,0,1,0.0,category0
0.78,6.835237,2.0,White,0,1,0.0,category0
0.82,40.447598,3.0,Red,0,1,2.0,category0
0.9561715,12.165062,2.0,White,7,1,0.0,category0
0.6483337,38.764854,2.0,Red,0,7,1.0,category0
0.8250319,41.689987,2.0,Brown Tabby,7,1,0.0,category0
0.6,13.632708,2.0,Red,0,7,1.0,category0
0.83,33.540314,2.0,Black,0,1,1.0,category0
0.72,16.053816,3.0,Tortie,6,4,2.0,category0
0.56,42.397125,2.0,White,0,1,0.0,category0
0.5546478,34.542244,3.0,Green,18,4,2.0,category0
0.87795347,46.588478,3.0,Red,15,4,2.0,category0
0.06,38.704914,2.0,Gray,0,7,0.0,category0
0.9624379,23.09377,2.0,Black,0,1,0.0,category0
0.87,21.195702,3.0,Tricolor,13,9,2.0,category0
0.26,20.360666,2.0,Black,0,1,0.0,category0
0.38843507,20.780415,3.0,Yellow,12,4,2.0,category0
0.33,25.420942,2.0,Blue Tabby,0,1,0.0,category0
0.83,30.486633,2.0,Black,18,4,1.0,category0
0.11,10.900597,0.0,Brown Brindle,7,1,1.0,category0
0.22,8.24197,2.0,Brown Tabby,17,9,0.0,category0
0.41,29.096592,3.0,Tricolor,16,9,2.0,category0
0.76,28.446383,3.0,Brown,0,7,2.0,category0
0.67,31.290947,3.0,Black,0,1,2.0,category0
0.64,6.004311,2.0,Black,0,1,0.0,category0
0.92,9.959172,3.0,Tortie,13,9,2.0,category0
0.81,29.033455,2.0,Orange Tabby,7,1,1.0,category0
0.873335,16.176311,2.0,Gray,0,4,1.0,category0
0.9224686,14.175485,2.0,Tortie,0,1,0.0,category0
0.84,21.401472,3.0,Gray,0,1,2.0,category0
0.61,22.613983,0.0,White,0,1,1.0,category0
0.57,32.674896,3.0,White,0,1,2.0,category0
0.76,39.183514,2.0,Black,7,1,0.0,category0
0.51,9.997886,2.0,White,0,1,1.0,category0
0.6,43.1297,3.0,Brown,18,4,2.0,category0
0.31,20.901234,0.0,Tortie,7,1,1.0,category0
0.58,11.092174,3.0,Black,18,4,2.0,category0
0.39,44.586525,2.0,Black,7,1,0.0,category0
0.28,47.03305,3.0,Black,18,4,2.0,category0
0.89,36.322353,3.0,Brown,0,1,2.0,category0
0.6,47.270443,1.0,Brown Brindle,7,1,0.0,category0
0.82,42.347324,0.0,White,0,1,1.0,category0
0.12,19.440865,3.0,Gray,18,4,2.0,category0
0.68,25.771143,3.0,Brown,18,4,2.0,category0
0.03,11.361116,3.0,Tortie,18,4,2.0,category0
0.89,17.934332,3.0,White,0,7,2.0,category0
0.9406866,39.311195,3.0,Tortie,7,1,2.0,category0
0.88,6.7139735,2.0,Gray,0,1,1.0,category0
0.88,44.527435,0.0,White,0,1,1.0,category0
0.49,35.381496,3.0,Black,18,4,2.0,category0
0.86,18.133663,1.0,Red,0,1,0.0,category0
0.71,27.17606,3.0,Blue,13,9,2.0,category0
0.45780003,32.058754,3.0,Red,7,1,2.0,category0
0.99,23.512016,3.0,Black,0,9,2.0,category0
0.09,19.853893,2.0,Gray,16,9,1.0,category0
0.09969633,42.776447,3.0,Gray,0,1,2.0,category0
0.89,31.347649,3.0,Flame Point,7,1,2.0,category0
0.64,8.303743,3.0,Black,13,9,2.0,category0
0.90236545,31.857735,3.0,Gray,12,4,2.0,category0
0.14,10.129929,0.0,Tortie,0,1,1.0,category0
0.97,34.26063,2.0,Black,13,9,0.0,category0
0.78,7.6141577,3.0,Gray,7,1,2.0,category0
0.87,35.09677,2.0,Tan,0,7,0.0,category0
0.66,23.236866,2.0,Red,0,1,1.0,category0
0.8,6.2210765,2.0,Tricolor,7,1,1.0,category0
0.6966988,21.067001,3.0,Black,7,1,2.0,category0
0.72,21.186625,2.0,Black,12,1,0.0,category0
0.24,40.740303,1.0,White,15,4,0.0,category0
0.96,15.1826315,3.0,Gray,11,4,2.0,category0
0.45,46.22883,2.0,White,0,1,1.0,category0
0.38453934,16.102215,2.0,White,13,9,1.0,category0
0.29,44.737347,3.0,Buff,15,4,2.0,category0
0.12,25.521017,2.0,Tricolor,18,4,0.0,category0
0.36,35.401417,3.0,Gray,18,4,2.0,category0
0.94,16.185575,2.0,Brown Brindle,18,4,1.0,category0
0.22,5.6988783,0.0,Tricolor,17,9,1.0,category0
0.92,28.395903,2.0,White,14,4,0.0,category0
0.92,46.229076,3.0,White,0,1,2.0,category0
0.79,20.514011,2.0,Brown,15,9,1.0,category0
0.73,35.62828,2.0,White,0,7,1.0,category0
0.07,11.00108,0.0,Tricolor,0,1,1.0,category0
0.57425797,45.426266,3.0,Lynx Point,0,1,2.0,category0
0.2,39.386517,2.0,White,0,1,1.0,category0
0.63,37.069637,0.0,White,0,1,1.0,category0
0.3409332,16.238497,2.0,Red,18,4,1.0,category0
0.7,26.306047,2.0,Blue,18,4,1.0,category0
0.24,6.05705,2.0,Red,18,4,0.0,category0
0.8465586,25.843523,2.0,Black,0,7,0.0,category0
0.27441552,13.747037,3.0,Gray,15,4,2.0,category0
0.52,12.569009,3.0,Gray,13,9,2.0,category0
0.8457306,10.551561,3.0,Gray,0,1,2.0,category0
0.68,42.410225,1.0,Tan,0,1,0.0,category0
0.6681269,17.957159,2.0,Brown,0,1,0.0,category0
0.27,9.167917,2.0,Gray,18,4,0.0,category0
0.6,21.060862,2.0,Black,0,1,0.0,category0
0.39624485,18.31712,3.0,Gray,18,4,2.0,category0
0.86,41.402916,2.0,Tan,0,1,1.0,category0
0.73522735,41.146553,2.0,Black,9,2,0.0,category0
0.74,45.551014,2.0,White,0,1,0.0,category0
0.94,38.73755,1.0,Tricolor,0,1,0.0,category0
0.9,38.049038,2.0,Tan,0,1,0.0,category0
0.17,46.664265,3.0,Gray,18,4,2.0,category0
0.80168843,44.433857,2.0,White,0,4,0.0,category0
0.12,27.855797,2.0,Blue,18,1,1.0,category0
0.41,40.68165,3.0,Black,0,1,2.0,category0
0.98,39.98065,0.0,Red,0,1,1.0,category0
0.93,38.62084,2.0,Red,0,7,1.0,category0
0.7,35.602932,2.0,White,18,4,1.0,category0
0.93,23.974455,2.0,Black,0,7,1.0,category0
0.91,37.983273,1.0,Gray,0,1,0.0,category0
0.5,21.860659,3.0,Gray,18,4,2.0,category0
0.56,31.21428,2.0,Blue Tabby,0,1,0.0,category0
0.97,7.9725404,2.0,White,0,1,0.0,category0
0.19,8.488304,2.0,Brown Brindle,13,9,0.0,category0
0.02,37.857502,3.0,Gray,18,4,2.0,category0
0.91474617,27.739609,0.0,Tricolor,0,1,1.0,category0
0.15167204,17.212536,2.0,Orange Tabby,7,1,0.0,category0
0.44,26.289238,3.0,Tan,11,4,2.0,category0
0.11,11.116349,0.0,Red,18,4,1.0,category0
0.7790593,6.404023,2.0,Black,13,9,0.0,category0
0.72,40.966255,2.0,Red,7,1,1.0,category0
0.74,38.995415,1.0,Gray,7,1,0.0,category0
0.38,15.855273,3.0,White,18,4,2.0,category0
0.034462634,20.70934,0.0,Gray,0,1,1.0,category0
0.21,10.15555,2.0,Liver,18,4,0.0,category0
0.97,26.419844,3.0,Green,18,4,2.0,category0
0.5,19.997026,3.0,Lynx Point,0,1,2.0,category0
0.5866937,37.345875,2.0,Gray,18,4,0.0,category0
0.54,24.877642,3.0,White,0,1,2.0,category0
0.8842221,39.632523,3.0,Gray,18,4,2.0,category0
0.96819323,25.253695,2.0,Black,18,4,0.0,category0
0.31559402,12.917186,2.0,Black Tabby,7,1,0.0,category0
0.16,20.844915,2.0,Tortie,0,1,0.0,category0
0.9,32.356884,2.0,Tricolor,0,1,0.0,category0
0.75719386,9.3272085,3.0,Red,7,1,2.0,category0
0.95374674,24.49988,3.0,Black,15,4,2.0,category0
0.93,40.71639,0.0,White,0,1,1.0,category0
0.14,46.41695,2.0,Fawn,0,1,0.0,category0
0.6,29.82628,3.0,Gray,18,4,2.0,category0
0.92,43.18822,1.0,White,0,1,0.0,category0
0.82258797,22.005768,3.0,White,13,9,2.0,category0
0.9436059,17.758589,0.0,White,13,9,1.0,category0
0.52,44.324627,3.0,Gray,13,9,2.0,category0
0.6,40.29165,3.0,Brown,18,4,2.0,category0
0.91,38.514126,3.0,Gray,0,1,2.0,category0
0.87,17.063232,3.0,Gray,18,4,2.0,category0
0.45,31.487509,3.0,Black,0,1,2.0,category0
0.81615883,10.72194,3.0,Tan,0,7,2.0,category0
0.9,7.966081,2.0,Black,0,1,1.0,category0
0.6,22.159939,2.0,Black,13,9,0.0,category0
0.32,10.821279,2.0,Red,13,9,0.0,category0
0.74008244,13.578777,2.0,Black,0,7,1.0,category0
0.99,46.30722,3.0,Gray,0,7,2.0,category0
0.4,30.479372,3.0,Flame Point,0,1,2.0,category0
0.3,7.941761,2.0,White,0,7,0.0,category0
0.36725366,15.630635,3.0,Gray,18,4,2.0,category0
0.27,27.667889,3.0,White,0,1,2.0,category0
0.1127722,38.858856,3.0,Gray,13,9,2.0,category0
0.43,22.170916,2.0,Gray,18,4,1.0,category0
0.84,36.224377,3.0,Gray,18,4,2.0,category0
0.1,42.027615,3.0,Brown,0,7,2.0,category0
0.41,16.425472,0.0,Black,13,9,1.0,category0
0.2,33.62533,0.0,Black,0,7,1.0,category0
0.31,36.642952,2.0,White,0,1,1.0,category0
0.51061445,35.835117,3.0,Gray,0,1,2.0,category0
0.04,8.093173,2.0,Gray,17,9,1.0,category0
0.7,28.797264,2.0,Tan,0,1,0.0,category0
0.56,9.257784,3.0,Gray,0,1,2.0,category0
0.68,27.630598,2.0,Black,0,1,0.0,category0
0.06,34.515106,3.0,Gray,18,4,2.0,category0
0.67,42.09411,2.0,Red,0,1,0.0,category0
0.81,9.891251,1.0,Red,0,1,0.0,category0
0.92,34.72759,0.0,Tricolor,0,1,1.0,category0
0.72,12.279598,2.0,Black,18,4,1.0,category0
0.63,38.131424,1.0,Gray,0,1,0.0,category0
0.63,9.065205,0.0,Black,7,1,1.0,category0
0.91,15.825301,3.0,Black,0,1,2.0,category0
0.22749916,20.363111,0.0,Brown Brindle,0,1,1.0,category0
0.75,19.108814,3.0,Brown,0,1,2.0,category0
0.13,35.07074,3.0,Gray,7,1,2.0,category0
0.89,26.216608,3.0,Gray,0,7,2.0,category0
0.91,36.000988,0.0,Tortie,0,1,1.0,category0
0.14,18.576717,3.0,Brown,15,4,2.0,category0
0.38,34.651432,3.0,Gray,0,1,2.0,category0
0.61,9.050332,2.0,Tan,13,9,0.0,category0
0.79,22.814066,0.0,Brown Brindle,7,1,1.0,category0
0.93,6.940164,3.0,White,11,4,2.0,category0
0.87,26.334429,2.0,Tan,18,4,0.0,category0
0.96,21.66516,0.0,Gray,0,1,1.0,category0
0.85,19.162298,3.0,Brown,0,2,2.0,category0
0.14393193,21.413052,2.0,Gray,18,4,1.0,category0
0.3919247,11.427112,2.0,Black,0,8,0.0,category0
0.95,9.250601,2.0,Gray,0,1,0.0,category0
0.86,41.382732,2.0,Red,18,4,0.0,category0
0.72,9.238129,2.0,Black,7,1,0.0,category0
0.23,32.559845,2.0,Flame Point,0,1,0.0,category0
0.13,34.3143,0.0,Tricolor,0,1,1.0,category0
0.91,12.7899475,1.0,Tricolor,7,1,0.0,category0
0.06,22.838062,2.0,Brown Brindle,0,1,0.0,category0
0.83648735,27.508375,3.0,Gray,0,4,2.0,category0
0.2,33.223763,3.0,Tan,9,0,2.0,category0
0.9006254,42.592754,2.0,Black,0,1,0.0,category0
0.1,8.74933,3.0,Gray,18,4,2.0,category0
0.69,9.357075,2.0,Black,0,1,0.0,category0
0.95,7.0767345,2.0,Brown Brindle,0,1,0.0,category0
0.41,27.642653,3.0,Gray,0,1,2.0,category0
0.02,7.84893,3.0,Gray,18,4,2.0,category0
0.43,32.824055,2.0,White,0,3,0.0,category0
0.8274952,8.715165,2.0,White,7,1,1.0,category0
0.91,12.116196,2.0,Black,0,1,0.0,category0
0.25661308,6.2450585,2.0,Red,0,1,0.0,category0
0.99,38.074043,2.0,Black,0,1,0.0,category0
0.35,22.861652,3.0,Red,0,1,2.0,category0
0.77,37.407585,3.0,Buff,0,8,2.0,category0
0.43,41.94475,3.0,Red,15,4,2.0,category0
0.86,43.963676,2.0,White,0,1,0.0,category0
0.98,19.84528,3.0,Gray,13,9,2.0,category0
0.15,15.093615,3.0,Gray,18,4,2.0,category0
0.32,17.331945,0.0,Black,0,1,1.0,category0
0.07271874,8.735272,3.0,Black,15,4,2.0,category0
0.82,27.699295,2.0,White,0,7,0.0,category0
0.14,43.941563,3.0,Brown Tabby,18,4,2.0,category0
0.54,34.19107,2.0,White,0,1,0.0,category0
0.31,19.525923,3.0,White,7,1,2.0,category0
0.8735543,39.216743,2.0,White,0,1,0.0,category0
0.47,5.612842,2.0,Gray,7,1,1.0,category0
0.24,32.314938,3.0,Brown Brindle,0,6,2.0,category0
0.83,40.56145,2.0,Lynx Point,0,1,0.0,category0
0.82,43.5292,0.0,Flame Point,7,1,1.0,category0
0.07,37.09199,3.0,Gray,18,4,2.0,category0
0.72,44.119682,1.0,White,7,1,0.0,category0
1.0,6.3059297,2.0,Tan,0,1,0.0,category0
0.87,32.681465,1.0,White,0,1,0.0,category0
0.61,13.653312,2.0,Black,13,9,0.0,category0
0.13,26.536814,3.0,Red,0,1,2.0,category0
0.95,36.35086,3.0,Gray,0,1,2.0,category0
0.89,35.843063,0.0,White,0,1,1.0,category0
0.25,25.122076,2.0,Black,18,4,0.0,category0
0.98,37.254665,0.0,White,0,1,1.0,category0
0.63,28.70636,0.0,White,18,4,1.0,category0
0.85,7.4964194,0.0,Tan,7,1,1.0,category0
0.51541144,28.399506,2.0,White,0,1,0.0,category0
0.93,15.802108,2.0,Red,0,1,0.0,category0
0.86,27.755535,3.0,Tan,0,1,2.0,category0
0.54,32.1098,0.0,Brown,0,1,1.0,category0
0.62,33.6872,0.0,Red,0,1,1.0,category0
0.86,34.45658,3.0,Gray,12,1,2.0,category0
0.88,28.93081,2.0,Red Merle,7,1,0.0,category0
0.85526514,12.849115,0.0,Gray,7,1,1.0,category0
0.49,15.422206,2.0,Black,0,1,0.0,category0
0.66,18.26866,3.0,Gray,0,1,2.0,category0
0.41,12.953049,3.0,Black,0,1,2.0,category0
0.29,31.733376,3.0,Gray,18,4,2.0,category0
0.94,18.85402,2.0,White,7,1,1.0,category0
0.64,12.151197,3.0,Brown Tabby,13,9,2.0,category0
0.65,5.2178435,2.0,White,0,1,0.0,category0
0.6,39.284504,2.0,White,0,1,0.0,category0
0.29,22.41784,3.0,Gray,18,4,2.0,category0
0.13,9.961517,2.0,Gray,0,7,0.0,category0
0.89,26.88659,1.0,White,0,1,0.0,category0
0.89,30.295504,2.0,White,0,1,0.0,category0
0.72,21.405384,2.0,Buff,0,1,1.0,category0
0.11,18.047098,2.0,Brown,0,3,0.0,category0
0.09,15.192362,2.0,Black,0,7,0.0,category0
0.96,28.018862,0.0,Red,7,1,1.0,category0
0.4351331,40.214146,2.0,White,0,1,1.0,category0
0.85998523,43.116306,3.0,White,0,1,2.0,category0
0.3954201,23.939785,2.0,Black,0,1,0.0,category0
0.59,36.068512,3.0,Black,18,4,2.0,category0
0.91,19.1991,2.0,Red,0,1,0.0,category0
0.19,43.63498,2.0,Gray,18,4,1.0,category0
0.68,31.684315,0.0,Black,0,1,1.0,category0
0.41,40.44395,2.0,White,12,1,0.0,category0
0.53,37.796234,2.0,Black,0,3,0.0,category0
0.12,22.823404,2.0,Black,0,1,0.0,category0
0.97,26.02468,2.0,White,18,4,0.0,category0
0.08,14.649283,2.0,Tricolor,0,7,0.0,category0
0.07,20.434124,2.0,Gray,0,1,1.0,category0
0.4,18.21936,3.0,White,18,4,2.0,category0
0.93218684,31.528172,2.0,White,7,1,0.0,category0
0.92389566,18.923168,2.0,Tortie,18,4,1.0,category0
0.2516223,12.885038,2.0,Yellow,0,1,0.0,category0
0.98,24.741953,1.0,Tan,0,1,0.0,category0
0.16,23.295591,0.0,Black,0,1,1.0,category0
0.93,14.18632,3.0,Gray,0,1,2.0,category0
0.23,27.879765,3.0,Orange,0,1,2.0,category0
0.76,31.567883,2.0,Tricolor,13,9,0.0,category0
0.04,35.033695,2.0,Silver,0,7,0.0,category0
0.32,19.618473,2.0,Brown,0,7,0.0,category0
0.91,8.4462,3.0,Gray,18,4,2.0,category0
0.13,37.398743,3.0,Gray,18,4,2.0,category0
0.86,7.463861,3.0,Black,13,9,2.0,category0
0.87,14.205515,2.0,White,13,9,1.0,category0
0.40269932,13.94673,2.0,Black,0,1,1.0,category0
0.87,44.140892,2.0,Black,0,1,0.0,category0
0.91,31.027937,2.0,Calico,7,1,0.0,category0
0.94,42.965122,0.0,Red,0,7,1.0,category0
0.67,11.832576,2.0,Brown,0,4,0.0,category0
0.84746253,10.034055,3.0,Gray,18,4,2.0,category0
0.84302205,25.333454,3.0,Gray,18,4,2.0,category0
0.72,35.095745,2.0,Black,7,1,1.0,category0
0.8,41.191563,3.0,Brown,0,3,2.0,category0
0.84,8.689631,3.0,Tricolor,0,1,2.0,category0
0.41,15.289884,2.0,Gray,18,4,0.0,category0
0.1458405,18.284946,3.0,Brown Tabby,13,9,2.0,category0
0.63,36.316124,3.0,Red,17,9,2.0,category0
0.0,15.842438,2.0,Black,0,1,1.0,category0
0.94,46.10327,3.0,Gray,17,9,2.0,category0
0.93,45.867153,2.0,Black,0,1,0.0,category0
0.68051004,27.439934,2.0,Brown,0,1,0.0,category0
0.8064684,25.673717,3.0,Green,0,1,2.0,category0
0.22,37.281487,3.0,Gray,0,2,2.0,category0
0.47,46.607388,1.0,Black Tabby,0,1,0.0,category0
0.61,24.174995,2.0,White,0,7,1.0,category0
0.49,9.370603,3.0,Gray,0,1,2.0,category0
0.56,5.226457,2.0,Black,13,9,0.0,category0
0.6,42.645046,1.0,Red,0,1,0.0,category0
0.5448701,46.043774,2.0,Tan,0,7,0.0,category0
0.69,19.004427,3.0,Orange,0,1,2.0,category0
0.9,27.645037,3.0,Brown,18,4,2.0,category0
0.18,22.775593,2.0,Brown,13,9,1.0,category0
0.08,7.2275033,3.0,Gray,13,9,2.0,category0
0.7279671,41.60137,1.0,White,0,1,0.0,category0
0.62,36.649273,1.0,White,0,1,0.0,category0
0.1,9.998836,2.0,Tortie,0,3,1.0,category0
0.90422744,36.913887,2.0,Brown,18,4,0.0,category0
0.35,42.661858,3.0,Gray,13,9,2.0,category0
0.52237886,42.184353,0.0,Tan,0,1,1.0,category0
0.8851482,18.017004,3.0,Tortie,0,1,2.0,category0
0.5929625,20.148815,3.0,Orange,0,1,2.0,category0
0.23,15.464637,3.0,Blue Smoke,0,1,2.0,category0
0.73,32.774944,2.0,Tortie,9,2,1.0,category0
0.82,36.791737,2.0,Black,0,1,0.0,category0
0.47,11.18234,2.0,Black,0,1,0.0,category0
0.18,49.12455,2.0,Red,18,4,0.0,category0
0.81,46.16456,3.0,Brown Brindle,7,1,2.0,category0
0.27818915,12.654075,3.0,Tan,7,1,2.0,category0
0.19,25.79717,3.0,Brown,12,1,2.0,category0
0.69,37.777866,2.0,White,0,7,1.0,category0
